site,year,eventID,date_time,rain,cumulative_rain,fstrips,fcontrol,pad
arm,2016,,10/4/2016 16:50,0.001,0.626,,,
arm,2016,,10/4/2016 16:55,0.001,0.627,,,
arm,2016,,10/4/2016 17:25,0.001,0.628,,,
arm,2016,,10/4/2016 17:30,0.002,0.63,,,
arm,2016,,10/4/2016 17:35,0.001,0.631,,,
arm,2016,,10/4/2016 17:40,0.001,0.632,,,
arm,2016,,10/4/2016 17:45,0.001,0.633,,,
arm,2016,,10/4/2016 17:50,0.001,0.634,,,
arm,2016,,10/4/2016 18:05,0.001,0.635,,,
arm,2016,,10/4/2016 18:10,0.001,0.636,,,
arm,2016,,10/4/2016 18:40,0.001,0.637,,,
arm,2016,,10/4/2016 19:00,0.001,0.638,,,
arm,2016,,10/4/2016 19:15,0.001,0.639,,,
arm,2016,,10/4/2016 19:25,0.001,0.64,,,
arm,2016,,10/4/2016 19:30,0.001,0.641,,,
arm,2016,,10/4/2016 19:35,0.001,0.642,,,
arm,2016,,10/4/2016 19:45,0.001,0.643,,,
arm,2016,,10/4/2016 20:00,0.001,0.644,,,
arm,2016,,10/4/2016 20:15,0.002,0.646,,,
arm,2016,,10/4/2016 20:20,0.002,0.648,,,
arm,2016,,10/4/2016 20:50,0.001,0.649,,,
arm,2016,,10/4/2016 20:55,0.001,0.65,,,
arm,2016,,10/4/2016 21:55,0.002,0.652,,,
arm,2016,,10/4/2016 22:05,0.002,0.654,,,
arm,2016,,10/4/2016 22:30,0.001,0.655,,,
arm,2016,,10/6/2016 11:30,0.001,0.656,,,
arm,2016,,10/6/2016 11:40,0.001,0.657,,,
arm,2016,,10/6/2016 13:35,0.001,0.658,,,
arm,2016,,10/6/2016 14:15,0.001,0.659,,,
arm,2016,,10/6/2016 14:20,0.001,0.66,,,
arm,2016,,10/6/2016 14:25,0.001,0.661,,,
arm,2016,,10/6/2016 19:25,0.001,0.662,,,
arm,2016,,10/6/2016 19:30,0.001,0.663,,,
arm,2016,,10/26/2016 0:40,0.001,0.664,,,
arm,2016,,11/2/2016 3:55,0.001,0.665,,,
arm,2016,,11/2/2016 4:30,0.002,0.667,,,
arm,2016,,11/2/2016 4:35,0.008,0.675,,,
arm,2016,,11/2/2016 4:40,0.003,0.678,,,
arm,2017,,3/29/2017 5:50,0.001,0.679,,,
arm,2017,,3/29/2017 6:00,0.001,0.68,,,
arm,2017,,3/29/2017 13:05,0.001,0.681,,,
arm,2017,,4/2/2017 7:55,0.001,0.682,,,
arm,2017,,4/2/2017 8:00,0.001,0.683,,,
arm,2017,,4/14/2017 12:55,0.001,0.684,,,
arm,2017,,4/14/2017 13:00,0.002,0.686,,,
arm,2017,,4/14/2017 13:15,0.001,0.687,,,
arm,2017,,4/14/2017 13:20,0.001,0.688,,,
arm,2017,,4/14/2017 13:25,0.002,0.69,,,
arm,2017,,4/14/2017 13:35,0.002,0.692,,,
arm,2017,,4/14/2017 13:40,0.002,0.694,,,
arm,2017,,4/14/2017 13:45,0.001,0.695,,,
arm,2017,,4/14/2017 13:50,0.001,0.696,,,
arm,2017,,4/14/2017 14:00,0.001,0.697,,,
arm,2017,,4/14/2017 14:05,0.001,0.698,,,
arm,2017,,4/14/2017 14:10,0.004,0.702,,,
arm,2017,,4/14/2017 14:15,0.001,0.703,,,
arm,2017,,4/15/2017 7:25,0.001,0.704,,,
arm,2017,,4/15/2017 7:30,0.001,0.705,,,
arm,2017,,4/18/2017 8:55,0.001,0.706,,,
arm,2017,,4/18/2017 9:10,0.001,0.707,,,
arm,2017,,4/18/2017 9:15,0.002,0.709,,,
arm,2017,,4/18/2017 9:20,0.001,0.71,,,
arm,2017,,4/18/2017 9:25,0.001,0.711,,,
arm,2017,,4/18/2017 9:30,0.001,0.712,,,
arm,2017,,4/18/2017 9:40,0.001,0.713,,,
arm,2017,,4/19/2017 4:05,0.001,0.714,,,
arm,2017,,4/19/2017 4:40,0.001,0.715,,,
arm,2017,,4/19/2017 4:45,0.001,0.716,,,
arm,2017,,4/19/2017 8:35,0.001,0.717,,,
arm,2017,,4/19/2017 8:40,0.001,0.718,,,
arm,2017,,4/19/2017 8:50,0.001,0.719,,,
arm,2017,,4/28/2017 8:15,0.001,0.72,,,
arm,2017,,4/30/2017 8:55,0.001,0.721,,,
arm,2017,,4/30/2017 9:00,0.001,0.722,,,
arm,2017,,4/30/2017 9:05,0.001,0.723,,,
arm,2017,,4/30/2017 9:20,0.001,0.724,,,
arm,2017,,4/30/2017 9:25,0.001,0.725,,,
arm,2017,,4/30/2017 9:30,0.001,0.726,,,
arm,2017,,4/30/2017 9:35,0.001,0.727,,,
arm,2017,,4/30/2017 9:40,0.001,0.728,,,
arm,2017,,4/30/2017 13:35,0.001,0.729,,,
arm,2017,,4/30/2017 13:40,0.001,0.73,,,
arm,2017,,4/30/2017 13:45,0.001,0.731,,,
arm,2017,,4/30/2017 13:55,0.001,0.732,,,
arm,2017,,4/30/2017 14:00,0.001,0.733,,,
arm,2017,,4/30/2017 14:05,0.001,0.734,,,
arm,2017,,4/30/2017 15:15,0.001,0.735,,,
arm,2017,,4/30/2017 16:10,0.001,0.736,,,
arm,2017,,4/30/2017 16:50,0.001,0.737,,,
arm,2017,,4/30/2017 17:00,0.001,0.738,,,
arm,2017,,5/1/2017 1:10,0.001,0.739,,,
arm,2017,,5/1/2017 2:05,0.001,0.74,,,
arm,2017,,5/1/2017 2:15,0.001,0.741,,,
arm,2017,,5/1/2017 3:15,0.001,0.742,,,
arm,2017,,5/3/2017 8:45,0,0.742,,,1
arm,2017,,5/10/2017 6:50,0.005,0.747,,,1
arm,2017,,5/10/2017 6:55,0.001,0.748,,2007,1
arm,2017,,5/10/2017 7:00,0.001,0.749,,2007,1
arm,2017,,5/10/2017 7:05,0.002,0.751,,2007,1
arm,2017,,5/10/2017 7:15,0.001,0.752,,2007,1
arm,2017,,5/10/2017 7:20,0.001,0.753,,2007,1
arm,2017,,5/10/2017 7:25,0.003,0.756,,2007,1
arm,2017,,5/10/2017 7:30,0.002,0.758,,2007,1
arm,2017,,5/10/2017 7:40,0.001,0.759,,2007,1
arm,2017,,5/10/2017 7:45,0.001,0.76,,2007,1
arm,2017,,5/10/2017 7:50,0.001,0.761,,2007,1
arm,2017,,5/10/2017 8:35,0.001,0.762,,2007,1
arm,2017,,5/10/2017 10:40,0.005,0.767,,2007,1
arm,2017,,5/10/2017 10:45,0.001,0.768,,2007,1
arm,2017,,5/10/2017 10:50,0.001,0.769,,2007,1
arm,2017,,5/10/2017 11:10,0.001,0.77,,2007,1
arm,2017,,5/11/2017 11:05,0,0.77,,2007,1
arm,2017,,5/16/2017 20:00,0.001,0.771,,,1
arm,2017,,5/16/2017 20:05,0.001,0.772,,,1
arm,2017,,5/16/2017 20:10,0.004,0.776,,,1
arm,2017,,5/16/2017 20:15,0.001,0.777,,2011,1
arm,2017,,5/16/2017 21:00,0.002,0.779,,2011,1
arm,2017,,5/16/2017 21:05,0.002,0.781,,2011,1
arm,2017,,5/16/2017 21:10,0.001,0.782,,2011,1
arm,2017,,5/16/2017 21:15,0.004,0.786,,2011,1
arm,2017,,5/16/2017 21:20,0.003,0.789,,2011,1
arm,2017,,5/16/2017 21:25,0.001,0.79,,2011,1
arm,2017,,5/16/2017 21:30,0.001,0.791,,2011,1
arm,2017,,5/16/2017 22:00,0.001,0.792,,2011,1
arm,2017,,5/16/2017 22:10,0.001,0.793,,2011,1
arm,2017,,5/16/2017 22:15,0.006,0.799,,2011,1
arm,2017,,5/16/2017 22:20,0.005,0.804,,2011,1
arm,2017,,5/16/2017 22:25,0.002,0.806,,2011,1
arm,2017,,5/16/2017 22:30,0.001,0.807,,2011,1
arm,2017,,5/16/2017 22:35,0.001,0.808,,2011,1
arm,2017,,5/16/2017 22:40,0.001,0.809,,2011,1
arm,2017,,5/16/2017 23:00,0.001,0.81,,2011,1
arm,2017,,5/16/2017 23:05,0.001,0.811,,2011,1
arm,2017,,5/17/2017 0:00,0,0.811,,2011,1
arm,2017,,5/17/2017 0:05,0,0.811,,2012,1
arm,2017,,5/17/2017 0:15,0.001,0.812,,2012,1
arm,2017,,5/17/2017 0:20,0.001,0.813,,2012,1
arm,2017,,5/17/2017 5:45,0.001,0.814,,2012,1
arm,2017,,5/17/2017 11:25,0.001,0.815,,2012,1
arm,2017,,5/17/2017 11:30,0.001,0.816,,2012,1
arm,2017,,5/17/2017 15:25,0.001,0.817,,2012,1
arm,2017,,5/17/2017 15:30,0.002,0.819,,2012,1
arm,2017,,5/17/2017 15:35,0.001,0.82,,2012,1
arm,2017,,5/18/2017 13:50,0,0.816,,2012,1
arm,2017,,5/18/2017 22:25,0.001,0.821,,,1
arm,2017,,5/18/2017 22:30,0.001,0.822,,,1
arm,2017,,5/18/2017 22:35,0.001,0.823,,,1
arm,2017,,5/18/2017 22:45,0,0.823,,2014,1
arm,2017,,5/18/2017 23:05,0.001,0.824,,2014,1
arm,2017,,5/18/2017 23:10,0.001,0.825,,2014,1
arm,2017,,5/18/2017 23:15,0.001,0.826,,2014,1
arm,2017,,5/18/2017 23:20,0.001,0.827,,2014,1
arm,2017,,5/18/2017 23:30,0.001,0.828,,2014,1
arm,2017,,5/18/2017 23:45,0.001,0.829,,2014,1
arm,2017,,5/18/2017 23:55,0.001,0.83,,2014,1
arm,2017,,5/19/2017 0:05,0.001,0.831,,2014,1
arm,2017,,5/19/2017 0:15,0.001,0.832,,2014,1
arm,2017,,5/19/2017 0:20,0.001,0.833,,2014,1
arm,2017,,5/19/2017 0:25,0.001,0.834,,2014,1
arm,2017,,5/19/2017 0:30,0.001,0.835,,2014,1
arm,2017,,5/19/2017 0:35,0.001,0.836,,2014,1
arm,2017,,5/19/2017 0:40,0.001,0.837,,2014,1
arm,2017,,5/19/2017 0:45,0.001,0.838,,2014,1
arm,2017,,5/19/2017 0:50,0.001,0.839,,2014,1
arm,2017,,5/19/2017 21:40,0.001,0.84,,2014,1
arm,2017,,5/19/2017 21:45,0.001,0.841,,2014,1
arm,2017,,5/19/2017 21:55,0.001,0.842,,2014,1
arm,2017,,5/19/2017 22:00,0.001,0.843,,2014,1
arm,2017,,5/19/2017 22:05,0.001,0.844,,2014,1
arm,2017,,5/19/2017 22:10,0.001,0.845,,2014,1
arm,2017,,5/19/2017 22:15,0.001,0.846,,2014,1
arm,2017,,5/19/2017 22:20,0.001,0.847,,2014,1
arm,2017,,5/19/2017 22:25,0.001,0.848,,2014,1
arm,2017,,5/19/2017 23:10,0.001,0.849,,2014,1
arm,2017,,5/20/2017 1:15,0.001,0.85,,2014,1
arm,2017,,5/20/2017 1:35,0.001,0.851,,2014,1
arm,2017,,5/20/2017 2:20,0.001,0.852,,2014,1
arm,2017,,5/20/2017 6:10,0.001,0.853,,2014,1
arm,2017,,5/20/2017 6:15,0.001,0.854,,2014,1
arm,2017,,5/20/2017 7:25,0.001,0.855,,2014,1
arm,2017,,5/20/2017 7:30,0.001,0.856,,2014,1
arm,2017,,5/20/2017 7:35,0.001,0.857,,2014,1
arm,2017,,5/20/2017 7:40,0.001,0.858,,2014,1
arm,2017,,5/20/2017 8:00,0.001,0.859,,2014,1
arm,2017,,5/20/2017 8:10,0.001,0.86,,2014,1
arm,2017,,5/20/2017 8:15,0.002,0.862,,2014,1
arm,2017,,5/20/2017 8:20,0.001,0.863,,2014,1
arm,2017,,5/21/2017 8:15,0,0.863,,2014,1
arm,2017,,5/22/2017 13:15,0.001,0.864,,,1
arm,2017,,5/22/2017 18:45,0.001,0.865,,,1
arm,2017,,5/24/2017 8:45,0,0.865,,,1
arm,2017,,5/25/2017 8:45,0,0.865,,,2
arm,2017,,5/27/2017 9:10,0.001,0.866,,,2
arm,2017,,5/27/2017 9:15,0.001,0.867,,,2
arm,2017,,5/27/2017 9:30,0.001,0.868,,,2
arm,2017,,5/27/2017 9:40,0.002,0.87,,,2
arm,2017,,5/27/2017 9:45,0.001,0.871,,,2
arm,2017,,5/27/2017 9:55,0.001,0.872,,,2
arm,2017,,5/27/2017 10:05,0.001,0.873,,,2
arm,2017,,5/27/2017 10:20,0.001,0.874,,,2
arm,2017,,6/2/2017 3:40,0.002,0.876,,,2
arm,2017,,6/2/2017 3:45,0.005,0.881,,,2
arm,2017,,6/2/2017 3:50,0.002,0.883,,,2
arm,2017,,6/7/2017 8:45,0,0.883,,,2
arm,2017,,6/8/2017 8:45,0,0.883,,,3
arm,2017,,6/12/2017 19:40,0.001,0.884,,,3
arm,2017,,6/14/2017 0:10,0.001,0.885,,,3
arm,2017,,6/14/2017 0:15,0.001,0.886,,,3
arm,2017,,6/14/2017 0:20,0.001,0.887,,,3
arm,2017,,6/14/2017 0:25,0.001,0.888,,,3
arm,2017,,6/14/2017 0:45,0.001,0.889,,,3
arm,2017,,6/14/2017 0:50,0.001,0.89,,,3
arm,2017,,6/14/2017 2:05,0.001,0.891,,,3
arm,2017,,6/14/2017 6:15,0.004,0.895,,,3
arm,2017,,6/14/2017 6:20,0.003,0.898,,,3
arm,2017,,6/14/2017 6:25,0.002,0.9,,,3
arm,2017,,6/14/2017 6:30,0.001,0.901,,,3
arm,2017,,6/14/2017 6:35,0.001,0.902,,,3
arm,2017,,6/14/2017 6:40,0.001,0.903,,,3
arm,2017,,6/14/2017 7:30,0.003,0.906,,,3
arm,2017,,6/14/2017 7:35,0.001,0.907,,,3
arm,2017,,6/14/2017 8:00,0.001,0.908,,,3
arm,2017,,6/14/2017 8:05,0.005,0.913,,,3
arm,2017,,6/14/2017 8:10,0.001,0.914,,2020,3
arm,2017,,6/14/2017 8:35,0.001,0.915,,2020,3
arm,2017,,6/14/2017 8:40,0.002,0.917,,2020,3
arm,2017,,6/14/2017 8:45,0.001,0.918,,2020,3
arm,2017,,6/14/2017 8:50,0.001,0.919,,2020,3
arm,2017,,6/14/2017 9:45,0,0.919,,2020,3
arm,2017,,6/15/2017 22:00,0.001,0.92,,,3
arm,2017,,6/15/2017 23:10,0.001,0.921,,,3
arm,2017,,6/15/2017 23:15,0.001,0.922,,,3
arm,2017,,6/16/2017 20:50,0.004,0.926,2021,,3
arm,2017,,6/16/2017 20:55,0.013,0.939,2021,2022,3
arm,2017,,6/16/2017 21:00,0.013,0.952,2021,2022,3
arm,2017,,6/16/2017 21:05,0.009,0.961,2021,2022,3
arm,2017,,6/16/2017 21:10,0.011,0.972,2021,2022,3
arm,2017,,6/16/2017 21:15,0.004,0.976,2021,2022,3
arm,2017,,6/16/2017 21:20,0.001,0.977,2021,2022,3
arm,2017,,6/17/2017 6:25,0,0.976,2021,2022,3
arm,2017,,6/17/2017 21:15,0,0.977,,2022,3
arm,2017,,6/23/2017 0:40,0.001,0.978,,,3
arm,2017,,6/23/2017 0:45,0.001,0.979,,,3
arm,2017,,6/23/2017 0:50,0.003,0.982,,,3
arm,2017,,6/23/2017 0:55,0.004,0.986,,,3
arm,2017,,6/23/2017 1:00,0.001,0.987,,,3
arm,2017,,6/23/2017 1:05,0.002,0.989,,,3
arm,2017,,6/23/2017 1:10,0.002,0.991,,,3
arm,2017,,6/27/2017 8:45,0,0.991,,,3
arm,2017,,6/28/2017 2:55,0.001,0.992,,,
arm,2017,,6/28/2017 4:10,0.001,0.993,,,
arm,2017,,6/28/2017 4:15,0.001,0.994,,,
arm,2017,,6/28/2017 4:20,0.001,0.995,,,
arm,2017,,6/28/2017 4:30,0.001,0.996,,,
arm,2017,,6/28/2017 4:35,0.001,0.997,,,
arm,2017,,8/3/2017 6:20,0.002,0.999,,,
arm,2017,,8/3/2017 6:25,0.001,1,,,
arm,2017,,8/15/2017 10:10,0.001,1.001,,,
arm,2017,,8/15/2017 10:15,0.004,1.005,,,
arm,2017,,8/15/2017 10:20,0.003,1.008,,,
arm,2017,,8/15/2017 10:25,0.004,1.012,,,
arm,2017,,8/15/2017 10:30,0.005,1.017,,,
arm,2017,,8/15/2017 10:35,0.001,1.018,,,
arm,2017,,8/15/2017 10:45,0.001,1.019,,,
arm,2017,,8/15/2017 10:50,0.001,1.02,,,
arm,2017,,8/15/2017 10:55,0.002,1.022,,,
arm,2017,,8/15/2017 11:05,0.001,1.023,,,
arm,2017,,8/15/2017 11:10,0.001,1.024,,,
arm,2017,,8/16/2017 10:20,0.004,1.028,,,
arm,2017,,8/16/2017 10:25,0.01,1.038,,,
arm,2017,,8/16/2017 10:30,0.005,1.043,,,
arm,2017,,8/16/2017 10:35,0.003,1.046,,,
arm,2017,,8/20/2017 2:40,0.001,1.047,,,
arm,2017,,8/20/2017 2:50,0.001,1.048,,,
arm,2017,,8/20/2017 2:55,0.002,1.05,,,
arm,2017,,8/20/2017 3:00,0.004,1.054,,,
arm,2017,,8/20/2017 3:05,0.001,1.055,,,
arm,2017,,8/20/2017 3:10,0.001,1.056,,,
arm,2017,,8/20/2017 3:40,0.001,1.057,,,
arm,2017,,8/20/2017 3:50,0.001,1.058,,,
arm,2017,,8/20/2017 4:10,0.001,1.059,,,
arm,2017,,8/21/2017 2:20,0.003,1.062,,,
arm,2017,,8/21/2017 2:25,0.004,1.066,,,
arm,2017,,8/21/2017 2:30,0.003,1.069,,,
arm,2017,,8/21/2017 2:35,0.001,1.07,,,
arm,2017,,8/21/2017 2:40,0.004,1.074,,,
arm,2017,,8/21/2017 2:45,0.007,1.081,,,
arm,2017,,8/21/2017 2:50,0.002,1.083,,,
arm,2017,,8/21/2017 2:55,0.001,1.084,,,
arm,2017,,8/21/2017 3:00,0.001,1.085,,,
arm,2017,,8/21/2017 3:05,0.001,1.086,,,
arm,2017,,8/21/2017 3:10,0.002,1.088,,,
arm,2017,,8/21/2017 3:15,0.002,1.09,,,
arm,2017,,8/21/2017 3:20,0.002,1.092,,,
arm,2017,,8/21/2017 3:35,0.001,1.093,,,
arm,2017,,8/21/2017 3:50,0.003,1.096,,,
arm,2017,,8/21/2017 3:55,0.001,1.097,,,
arm,2017,,8/21/2017 4:05,0.003,1.1,,,
arm,2017,,8/21/2017 4:10,0.003,1.103,,,
arm,2017,,8/21/2017 4:15,0.004,1.107,,,
arm,2017,,8/21/2017 4:20,0.002,1.109,,,
arm,2017,,8/21/2017 4:25,0.001,1.11,,,
arm,2017,,8/21/2017 4:30,0.001,1.111,,,
arm,2017,,8/21/2017 4:35,0.002,1.113,,,
arm,2017,,8/21/2017 4:40,0.004,1.117,,,
arm,2017,,8/21/2017 4:45,0.001,1.118,,,
arm,2017,,8/21/2017 5:30,0.002,1.12,,,
arm,2017,,8/21/2017 5:35,0.001,1.121,,,
arm,2017,,8/21/2017 6:30,0.001,1.122,,,
arm,2017,,8/21/2017 6:35,0.001,1.123,,,
arm,2017,,8/21/2017 6:40,0.001,1.124,,,
arm,2017,,8/21/2017 6:45,0.002,1.126,,,
arm,2017,,8/21/2017 6:50,0.002,1.128,,,
arm,2017,,8/21/2017 6:55,0.001,1.129,,,
arm,2017,,8/21/2017 7:10,0.001,1.13,,,
arm,2017,,8/21/2017 7:15,0.001,1.131,,,
arm,2017,,8/21/2017 7:35,0.002,1.133,,,
arm,2017,,8/21/2017 8:35,0.001,1.134,,,
arm,2017,,8/21/2017 18:05,0.001,1.135,,,
arm,2017,,8/21/2017 21:45,0.001,1.136,,,
arm,2017,,8/21/2017 21:50,0.002,1.138,,,
arm,2017,,8/21/2017 21:55,0.001,1.139,,,
arm,2017,,8/21/2017 22:10,0.001,1.14,,,
arm,2017,,8/21/2017 22:15,0.002,1.142,,,
arm,2017,,8/21/2017 22:20,0.003,1.145,,,
arm,2017,,8/21/2017 22:25,0.001,1.146,,,
arm,2017,,8/21/2017 22:30,0.001,1.147,,,
arm,2017,,8/25/2017 8:15,0.001,1.148,,,
arm,2017,,8/25/2017 8:30,0.001,1.149,,,
arm,2017,,8/25/2017 8:40,0.001,1.15,,,
arm,2017,,8/25/2017 8:45,0.001,1.151,,,
arm,2017,,8/25/2017 8:50,0.001,1.152,,,
arm,2017,,9/16/2017 22:35,0.001,1.153,,,
arm,2017,,9/16/2017 22:40,0.001,1.154,,,
arm,2017,,9/16/2017 22:45,0.001,1.155,,,
arm,2017,,9/16/2017 22:50,0.001,1.156,,,
arm,2017,,9/16/2017 23:15,0.004,1.16,,,
arm,2017,,9/16/2017 23:20,0.001,1.161,,,
arm,2017,,9/16/2017 23:25,0.004,1.165,,,
arm,2017,,9/16/2017 23:30,0.001,1.166,,,
arm,2017,,9/16/2017 23:35,0.001,1.167,,,
arm,2017,,9/16/2017 23:45,0.001,1.168,,,
arm,2017,,9/16/2017 23:50,0.001,1.169,,,
arm,2017,,9/16/2017 23:55,0.001,1.17,,,
arm,2017,,9/17/2017 0:00,0.001,1.171,,,
arm,2017,,9/17/2017 0:05,0.001,1.172,,,
arm,2017,,9/17/2017 0:10,0.001,1.173,,,
arm,2017,,9/18/2017 8:10,0.001,1.174,,,
arm,2017,,9/18/2017 8:15,0.001,1.175,,,
arm,2017,,9/18/2017 8:20,0.001,1.176,,,
arm,2017,,9/18/2017 8:30,0.001,1.177,,,
arm,2017,,9/18/2017 9:00,0.001,1.178,,,
arm,2017,,9/25/2017 12:50,0.001,1.179,,,
arm,2017,,9/25/2017 12:55,0.003,1.182,,,
arm,2017,,9/25/2017 13:00,0.002,1.184,,,
arm,2017,,9/25/2017 15:55,0.001,1.185,,,
arm,2017,,9/25/2017 16:00,0.001,1.186,,,
arm,2017,,9/25/2017 16:05,0.002,1.188,,,
arm,2017,,9/25/2017 16:10,0.005,1.193,,,
arm,2017,,9/25/2017 16:15,0.004,1.197,,,
arm,2017,,9/25/2017 16:20,0.001,1.198,,,
arm,2017,,9/25/2017 16:25,0.003,1.201,,,
arm,2017,,9/25/2017 16:30,0.001,1.202,,,
arm,2017,,9/25/2017 16:45,0.001,1.203,,,
arm,2017,,9/25/2017 17:10,0.001,1.204,,,
arm,2017,,9/25/2017 17:15,0.003,1.207,,,
arm,2017,,10/1/2017 7:30,0.001,1.208,,,
arm,2017,,10/2/2017 3:10,0.001,1.209,,,
arm,2017,,10/2/2017 3:20,0.001,1.21,,,
arm,2017,,10/2/2017 3:35,0.001,1.211,,,
arm,2017,,10/2/2017 3:40,0.001,1.212,,,
arm,2017,,10/2/2017 3:45,0.001,1.213,,,
arm,2017,,10/2/2017 4:00,0.001,1.214,,,
arm,2017,,10/2/2017 5:05,0.001,1.215,,,
arm,2017,,10/2/2017 5:15,0.001,1.216,,,
arm,2017,,10/2/2017 6:00,0.002,1.218,,,
arm,2017,,10/2/2017 11:40,0.001,1.219,,,
arm,2017,,10/4/2017 1:50,0.001,1.22,,,
arm,2017,,10/5/2017 10:25,0.001,1.221,,,
arm,2017,,10/5/2017 11:00,0.001,1.222,,,
arm,2017,,10/5/2017 12:00,0.001,1.223,,,
arm,2017,,10/5/2017 12:20,0.001,1.224,,,
arm,2017,,10/5/2017 16:30,0.001,1.225,,,
arm,2017,,10/5/2017 17:25,0.001,1.226,,,
arm,2017,,10/6/2017 21:45,0.001,1.227,,,
arm,2017,,10/6/2017 22:35,0.001,1.228,,,
arm,2017,,10/6/2017 22:40,0.001,1.229,,,
arm,2017,,10/6/2017 22:45,0.003,1.232,,,
arm,2017,,10/6/2017 22:50,0.002,1.234,,,
arm,2017,,10/6/2017 22:55,0.004,1.238,,,
arm,2017,,10/6/2017 23:00,0.003,1.241,,,
arm,2017,,10/6/2017 23:05,0.001,1.242,,,
arm,2017,,10/6/2017 23:10,0.001,1.243,,,
arm,2017,,10/6/2017 23:15,0.002,1.245,,,
arm,2017,,10/6/2017 23:20,0.003,1.248,,,
arm,2017,,10/6/2017 23:25,0.001,1.249,,,
arm,2017,,10/6/2017 23:35,0.001,1.25,,,
arm,2017,,10/6/2017 23:45,0.001,1.251,,,
arm,2017,,10/6/2017 23:55,0.001,1.252,,,
arm,2017,,10/7/2017 0:10,0.001,1.253,,,
arm,2017,,10/7/2017 0:20,0.001,1.254,,,
arm,2017,,10/7/2017 0:30,0.001,1.255,,,
arm,2017,,10/7/2017 0:40,0.001,1.256,,,
arm,2017,,10/7/2017 6:35,0.001,1.257,,,
arm,2017,,10/7/2017 6:45,0.001,1.258,,,
arm,2017,,10/7/2017 6:55,0.001,1.259,,,
arm,2017,,10/7/2017 8:10,0.001,1.26,,,
arm,2017,,10/7/2017 11:05,0.001,1.261,,,
arm,2017,,10/10/2017 2:55,0.001,1.262,,,
arm,2017,,10/10/2017 3:00,0.001,1.263,,,
arm,2017,,10/10/2017 3:05,0.001,1.264,,,
arm,2017,,10/10/2017 3:15,0.001,1.265,,,
arm,2017,,10/10/2017 3:20,0.001,1.266,,,
arm,2017,,10/10/2017 3:40,0.001,1.267,,,
arm,2017,,10/10/2017 3:45,0.001,1.268,,,
arm,2017,,10/10/2017 3:50,0.001,1.269,,,
arm,2017,,10/10/2017 3:55,0.001,1.27,,,
arm,2017,,10/10/2017 4:00,0.001,1.271,,,
arm,2017,,10/10/2017 4:10,0.001,1.272,,,
arm,2017,,10/10/2017 4:15,0.001,1.273,,,
arm,2017,,10/10/2017 4:20,0.001,1.274,,,
arm,2017,,10/10/2017 4:30,0.001,1.275,,,
arm,2017,,10/10/2017 5:25,0.001,1.276,,,
arm,2017,,10/10/2017 5:30,0.001,1.277,,,
arm,2017,,10/14/2017 6:55,0.001,1.278,,,
arm,2017,,10/14/2017 9:40,0.003,1.281,,,
arm,2017,,10/14/2017 9:45,0.002,1.283,,,
arm,2017,,10/14/2017 9:50,0.001,1.284,,,
arm,2017,,10/14/2017 9:55,0.001,1.285,,,
arm,2017,,10/14/2017 10:00,0.001,1.286,,,
arm,2017,,10/14/2017 10:10,0.001,1.287,,,
arm,2017,,10/14/2017 10:25,0.001,1.288,,,
arm,2017,,10/21/2017 3:35,0.001,1.289,,,
arm,2017,,10/21/2017 3:40,0.003,1.292,,,
arm,2017,,10/21/2017 16:15,0.001,1.293,,,
arm,2017,,10/21/2017 16:20,0.003,1.296,,,
arm,2017,,10/21/2017 16:30,0.002,1.298,,,
arm,2018,,5/1/2018 3:50,0.001,1.299,,,
arm,2018,,5/1/2018 19:45,0.001,1.3,,,
arm,2018,,5/1/2018 19:50,0.001,1.301,,,
arm,2018,,5/1/2018 20:15,0.003,1.304,,,
arm,2018,,5/1/2018 20:20,0.001,1.305,,,
arm,2018,,5/1/2018 20:25,0.002,1.307,,,
arm,2018,,5/1/2018 20:30,0.001,1.308,,,
arm,2018,,5/1/2018 20:35,0.001,1.309,,,
arm,2018,,5/2/2018 19:40,0.001,1.31,,,
arm,2018,,5/2/2018 19:45,0.003,1.313,,,
arm,2018,,5/2/2018 19:50,0.002,1.315,,,
arm,2018,,5/2/2018 19:55,0.005,1.32,,,
arm,2018,,5/2/2018 20:00,0.004,1.324,,,
arm,2018,,5/2/2018 20:05,0.002,1.326,,,
arm,2018,,5/2/2018 20:10,0.001,1.327,,,
arm,2018,,5/2/2018 20:30,0.001,1.328,,,
arm,2018,,5/2/2018 20:35,0.001,1.329,,,
arm,2018,,5/2/2018 20:45,0.001,1.33,,,
arm,2018,,5/3/2018 16:20,0.004,1.334,,,
arm,2018,,5/3/2018 16:25,0.003,1.337,,,
arm,2018,,5/3/2018 17:10,0.001,1.338,,,
arm,2018,,5/3/2018 17:25,0.001,1.339,,,
arm,2018,,5/3/2018 17:30,0.001,1.34,,,
arm,2018,,5/3/2018 17:40,0.002,1.342,,,
arm,2018,,5/3/2018 17:45,0.001,1.343,,,
arm,2018,,5/11/2018 6:40,0.001,1.344,,,
arm,2018,,5/11/2018 6:50,0.001,1.345,,,
arm,2018,,5/11/2018 6:55,0.001,1.346,,,
arm,2018,,5/14/2018 3:45,0.001,1.347,,,
arm,2018,,5/14/2018 3:55,0.001,1.348,,,
arm,2018,,5/14/2018 4:30,0.001,1.349,,,
arm,2018,,5/14/2018 8:45,0,1.349,,,1
