site,year,date_time,rain,fstrips,fcontrol,pad
eia,2016,6/22/2016 2:30,0.003,1010,1011,2
eia,2016,6/22/2016 2:35,0.002,1010,1011,2
eia,2016,6/22/2016 2:40,0.001,1010,1011,2
eia,2016,6/22/2016 2:45,0.001,1010,1011,2
eia,2016,6/22/2016 2:55,0.001,1010,1011,2
eia,2016,6/22/2016 3:00,0.001,1010,1011,2
eia,2016,6/22/2016 3:05,0.001,1010,1011,2
eia,2016,6/22/2016 3:10,0.002,1010,1011,2
eia,2016,6/22/2016 3:15,0.003,1010,1011,2
eia,2016,6/22/2016 3:20,0.003,1010,1011,2
eia,2016,6/22/2016 3:25,0.003,1010,1011,2
eia,2016,6/22/2016 3:30,0.001,1010,1011,2
eia,2016,6/22/2016 3:35,0.002,1010,1011,2
eia,2016,6/22/2016 3:40,0.001,1010,1011,2
eia,2016,6/22/2016 3:45,0.001,1010,1011,2
eia,2016,6/22/2016 3:55,0.001,1010,1011,2
eia,2016,6/22/2016 4:20,0.001,1010,1011,2
eia,2016,6/22/2016 4:25,0.001,1010,1011,2
eia,2016,6/22/2016 4:30,0.001,1010,1011,2
eia,2016,6/22/2016 4:35,0.001,1010,1011,2
eia,2016,6/22/2016 4:40,0.001,1010,1011,2
eia,2016,6/22/2016 4:45,0.002,1010,1011,2
eia,2016,6/22/2016 4:50,0.001,1010,1011,2
eia,2016,6/22/2016 4:55,0.002,1010,1011,2
eia,2016,6/22/2016 5:00,0.001,1010,1011,2
eia,2016,6/22/2016 5:05,0.002,1010,1011,2
eia,2016,6/22/2016 5:10,0.001,1010,1011,2
eia,2016,6/22/2016 6:25,0.001,1010,1011,2
eia,2016,6/22/2016 8:35,0.001,1010,1011,2
eia,2016,6/22/2016 8:40,0.001,1010,1011,2
eia,2016,6/22/2016 8:45,0.001,1010,1011,2
eia,2016,6/23/2016 8:40,0,1010,1011,2
eia,2016,6/23/2016 12:30,0.004,,,2
eia,2016,6/26/2016 3:00,0.001,1012,,2
eia,2016,6/26/2016 3:05,0.001,1012,,2
eia,2016,6/26/2016 3:10,0.001,1012,,2
eia,2016,6/26/2016 3:15,0.002,1012,,2
eia,2016,6/26/2016 3:25,0.001,1012,,2
eia,2016,6/26/2016 4:10,0.001,1012,,2
eia,2016,6/26/2016 4:15,0.002,1012,,2
eia,2016,6/26/2016 4:20,0.003,1012,,2
eia,2016,6/26/2016 4:25,0.003,1012,,2
eia,2016,6/26/2016 4:30,0.001,1012,,2
eia,2016,6/26/2016 4:35,0.003,1012,,2
eia,2016,6/26/2016 5:15,0.001,1012,,2
eia,2016,6/27/2016 5:10,0,1012,,2
eia,2016,6/29/2016 8:45,0,,,2
eia,2016,6/30/2016 2:15,0.003,,,
eia,2016,6/30/2016 2:20,0.002,,,
eia,2016,6/30/2016 2:25,0.003,,,
eia,2016,6/30/2016 2:30,0.002,,,
eia,2016,6/30/2016 7:30,0.001,,,
eia,2016,6/30/2016 7:35,0.001,,,
eia,2016,6/30/2016 7:40,0.001,,,
eia,2016,6/30/2016 7:45,0.001,,,
eia,2016,7/6/2016 2:35,0.005,,,
eia,2016,7/6/2016 2:40,0.001,,,
eia,2016,7/6/2016 2:45,0.001,,,
eia,2016,7/10/2016 11:35,0.001,,,
eia,2016,7/10/2016 11:55,0.001,,,
eia,2016,7/10/2016 12:15,0.001,,,
eia,2016,7/10/2016 12:20,0.001,,,
eia,2016,7/10/2016 12:25,0.001,,,
eia,2016,7/10/2016 12:35,0.001,,,
eia,2016,7/10/2016 13:10,0.001,,,
eia,2016,7/10/2016 13:15,0.001,,,
eia,2016,7/12/2016 1:45,0.001,,,
eia,2016,7/12/2016 1:50,0.003,,,
eia,2016,7/12/2016 1:55,0.002,,,
eia,2016,7/12/2016 2:15,0.001,,,
eia,2016,7/12/2016 2:20,0.001,,,
eia,2016,7/12/2016 2:35,0.001,,,
eia,2016,7/12/2016 3:00,0.001,,,
eia,2016,7/12/2016 4:25,0.001,,,
eia,2016,7/12/2016 4:30,0.001,,,
eia,2016,7/17/2016 5:20,0.006,1017,,
eia,2016,7/17/2016 5:25,0.004,1017,,
eia,2016,7/17/2016 5:30,0.003,1017,,
eia,2016,7/17/2016 5:35,0.001,1017,,
eia,2016,7/17/2016 6:50,0.001,1017,,
eia,2016,7/19/2016 14:05,0.001,1017,,
eia,2016,7/19/2016 14:10,0.001,1017,,
eia,2016,7/19/2016 14:20,0.001,1017,,
eia,2016,7/19/2016 14:25,0.001,1017,,
eia,2016,7/22/2016 0:30,0.001,1017,,
eia,2016,7/22/2016 0:35,0.003,1017,,
eia,2016,7/22/2016 0:40,0.004,1017,,
eia,2016,7/22/2016 0:45,0.002,1017,,
eia,2016,7/22/2016 0:50,0.002,1017,,
eia,2016,7/22/2016 0:55,0.001,1017,,
eia,2016,7/22/2016 1:05,0.001,1017,,
eia,2016,7/22/2016 1:10,0.001,1017,,
eia,2016,7/22/2016 1:20,0.002,1017,,
eia,2016,7/22/2016 1:25,0.002,1017,,
eia,2016,7/22/2016 1:30,0.001,1017,,
eia,2016,7/22/2016 1:40,0.001,1017,,
eia,2016,7/29/2016 12:30,0.001,1017,,
eia,2016,7/29/2016 12:35,0.001,1017,,
eia,2016,7/29/2016 12:40,0.002,1017,,
eia,2016,7/29/2016 12:45,0.001,1017,,
eia,2016,8/4/2016 20:05,0.003,1017,,
eia,2016,8/4/2016 20:10,0.004,1017,,
eia,2016,8/4/2016 20:15,0.003,1017,,
eia,2016,8/4/2016 20:20,0.004,1017,,
eia,2016,8/4/2016 20:25,0.006,1017,,
eia,2016,8/4/2016 20:30,0.005,1017,,
eia,2016,8/4/2016 20:35,0.003,1017,,
eia,2016,8/4/2016 20:40,0.001,1017,,
eia,2016,8/4/2016 20:50,0.001,1017,,
eia,2016,8/5/2016 0:25,0,1017,,
eia,2016,8/11/2016 9:35,0.001,,,
eia,2016,8/11/2016 10:10,0.001,,,
eia,2016,8/11/2016 10:10,0,,1020,
eia,2016,8/11/2016 19:50,0.004,,1020,
eia,2016,8/11/2016 19:55,0.007,,1020,
eia,2016,8/11/2016 20:00,0.005,,1020,
eia,2016,8/11/2016 20:05,0.007,,1020,
eia,2016,8/11/2016 20:10,0.009,1019,1020,
eia,2016,8/11/2016 20:15,0.004,1019,1020,
eia,2016,8/11/2016 20:20,0.001,1019,1020,
eia,2016,8/11/2016 20:25,0.001,1019,1020,
eia,2016,8/11/2016 20:30,0.001,1019,1020,
eia,2016,8/11/2016 20:35,0.003,1019,1020,
eia,2016,8/11/2016 20:40,0.001,1019,1020,
eia,2016,8/11/2016 20:50,0.003,1019,1020,
eia,2016,8/11/2016 20:55,0.004,1019,1020,
eia,2016,8/11/2016 21:00,0.004,1019,1020,
eia,2016,8/11/2016 21:05,0.003,1019,1020,
eia,2016,8/11/2016 21:10,0.002,1019,1020,
eia,2016,8/11/2016 21:15,0.002,1019,1020,
eia,2016,8/11/2016 21:20,0.001,1019,1020,
eia,2016,8/11/2016 21:25,0.001,1019,1020,
eia,2016,8/11/2016 21:30,0.001,1019,1020,
eia,2016,8/11/2016 21:35,0.002,1019,1020,
eia,2016,8/11/2016 21:40,0.002,1019,1020,
eia,2016,8/11/2016 21:45,0.002,1019,1020,
eia,2016,8/11/2016 21:50,0.003,1019,1020,
eia,2016,8/11/2016 21:55,0.002,1019,1020,
eia,2016,8/11/2016 22:00,0.004,1019,1020,
eia,2016,8/11/2016 22:05,0.003,1019,1020,
eia,2016,8/11/2016 22:10,0.003,1019,1020,
eia,2016,8/11/2016 22:15,0.004,1019,1020,
eia,2016,8/11/2016 22:20,0.001,1019,1020,
eia,2016,8/11/2016 22:50,0.003,1019,1020,
eia,2016,8/11/2016 22:55,0.011,1019,1020,
eia,2016,8/11/2016 23:00,0.003,1019,1020,
eia,2016,8/11/2016 23:05,0.001,1019,1020,
eia,2016,8/11/2016 23:15,0.001,1019,1020,
eia,2016,8/11/2016 23:50,0.001,1019,1020,
eia,2016,8/12/2016 5:05,0,1019,1020,
eia,2016,8/12/2016 12:00,0,,1020,
eia,2016,8/19/2016 16:55,0.001,,,
eia,2016,8/19/2016 23:50,0.001,,,
eia,2016,8/24/2016 2:10,0.001,,,
eia,2016,8/24/2016 2:15,0.002,,,
eia,2016,8/24/2016 2:45,0.001,,,
eia,2016,8/24/2016 2:50,0.001,,,
eia,2016,8/24/2016 3:05,0.002,,,
eia,2016,8/24/2016 3:10,0.002,,,
eia,2016,8/24/2016 3:30,0.001,,,
eia,2016,8/24/2016 3:35,0.001,,,
eia,2016,8/24/2016 7:00,0.001,,,
eia,2016,8/24/2016 19:50,0.001,,,
eia,2016,8/24/2016 19:55,0.001,,,
eia,2016,8/26/2016 23:55,0.001,,,
eia,2016,8/27/2016 1:55,0.001,,,
eia,2016,8/27/2016 2:30,0.001,,,
eia,2016,8/27/2016 2:35,0.001,,,
eia,2016,8/27/2016 2:40,0.001,,,
eia,2016,8/27/2016 3:15,0.001,,,
eia,2016,8/27/2016 3:20,0.002,,,
eia,2016,9/7/2016 8:15,0.004,,,
eia,2016,9/7/2016 8:20,0.001,,1024,
eia,2016,9/7/2016 14:10,0.001,,1024,
eia,2016,9/7/2016 14:20,0.001,,1024,
eia,2016,9/7/2016 14:25,0.002,,1024,
eia,2016,9/7/2016 14:30,0.001,,1024,
eia,2016,9/7/2016 14:35,0.001,,1024,
eia,2016,9/7/2016 14:40,0.001,,1024,
eia,2016,9/7/2016 14:50,0.001,,1024,
eia,2016,9/7/2016 14:55,0.002,,1024,
eia,2016,9/7/2016 15:00,0.001,,1024,
eia,2016,9/7/2016 15:05,0.002,,1024,
eia,2016,9/7/2016 15:35,0.001,,1024,
eia,2016,9/7/2016 15:45,0.001,,1024,
eia,2016,9/7/2016 15:50,0.001,,1024,
eia,2016,9/7/2016 21:25,0.001,,1024,
eia,2016,9/7/2016 23:40,0.001,,1024,
eia,2016,9/7/2016 23:45,0.001,,1024,
eia,2016,9/8/2016 0:35,0.001,,1024,
eia,2016,9/8/2016 0:40,0.001,,1024,
eia,2016,9/8/2016 0:45,0.001,,1024,
eia,2016,9/8/2016 0:50,0.001,,1024,
eia,2016,9/8/2016 0:55,0.001,,1024,
eia,2016,9/8/2016 1:15,0.001,,1024,
eia,2016,9/8/2016 1:20,0.003,,1024,
eia,2016,9/8/2016 1:25,0.002,1023,1024,
eia,2016,9/8/2016 1:30,0.007,1023,1024,
eia,2016,9/8/2016 1:35,0.007,1023,1024,
eia,2016,9/8/2016 1:40,0.006,1023,1024,
eia,2016,9/8/2016 1:55,0.002,1023,1024,
eia,2016,9/8/2016 2:00,0.004,1023,1024,
eia,2016,9/8/2016 2:05,0.001,1023,1024,
eia,2016,9/8/2016 13:20,0,1023,1024,
eia,2016,9/9/2016 2:00,0,1023,,
eia,2016,9/9/2016 18:30,0.001,,,
eia,2016,9/9/2016 18:35,0.001,,,
eia,2016,9/9/2016 18:40,0.001,,,
eia,2016,9/9/2016 18:45,0.001,,,
eia,2016,9/9/2016 18:50,0.001,,,
eia,2016,9/15/2016 23:25,0.002,,,
eia,2016,9/15/2016 23:30,0.002,,,
eia,2016,9/15/2016 23:35,0.001,1026,1027,
eia,2016,9/15/2016 23:40,0.005,1026,1027,
eia,2016,9/15/2016 23:45,0.002,1026,1027,
eia,2016,9/15/2016 23:50,0.003,1026,1027,
eia,2016,9/15/2016 23:55,0.002,1026,1027,
eia,2016,9/16/2016 0:00,0.003,1026,1027,
eia,2016,9/16/2016 0:05,0.003,1026,1027,
eia,2016,9/16/2016 0:10,0.002,1026,1027,
eia,2016,9/16/2016 0:15,0.001,1026,1027,
eia,2016,9/16/2016 0:20,0.001,1026,1027,
eia,2016,9/16/2016 0:25,0.001,1026,1027,
eia,2016,9/16/2016 0:30,0.001,1026,1027,
eia,2016,9/16/2016 0:50,0.001,1026,1027,
eia,2016,9/16/2016 1:35,0.001,1026,1027,
eia,2016,9/16/2016 3:30,0,1026,1027,
eia,2016,9/17/2016 1:30,0,1026,,
eia,2016,9/23/2016 3:00,0.001,1031,,
eia,2016,9/23/2016 3:05,0.001,1031,,
eia,2016,9/23/2016 3:10,0.003,1031,,
eia,2016,9/23/2016 3:15,0.004,1031,1032,
eia,2016,9/23/2016 3:20,0.003,1031,1032,
eia,2016,9/23/2016 3:25,0.004,1031,1032,
eia,2016,9/23/2016 3:30,0.004,1031,1032,
eia,2016,9/23/2016 3:35,0.003,1031,1032,
eia,2016,9/23/2016 3:40,0.003,1031,1032,
eia,2016,9/23/2016 3:45,0.004,1031,1032,
eia,2016,9/23/2016 3:50,0.005,1031,1032,
eia,2016,9/23/2016 3:55,0.005,1031,1032,
eia,2016,9/23/2016 4:00,0.004,1031,1032,
eia,2016,9/23/2016 4:05,0.005,1031,1032,
eia,2016,9/23/2016 4:10,0.003,1031,1032,
eia,2016,9/23/2016 4:15,0.003,1031,1032,
eia,2016,9/23/2016 4:20,0.002,1031,1032,
eia,2016,9/23/2016 4:25,0.003,1031,1032,
eia,2016,9/23/2016 4:30,0.001,1031,1032,
eia,2016,9/23/2016 5:20,0.001,1031,1032,
eia,2016,9/24/2016 5:15,0,1031,1032,
eia,2016,10/6/2016 20:05,0.001,,,
eia,2016,10/26/2016 4:10,0.001,1036,,
eia,2016,10/26/2016 4:15,0.001,1036,,
eia,2016,10/26/2016 4:20,0.001,1036,,
eia,2016,10/26/2016 4:25,0.002,1036,,
eia,2016,10/26/2016 4:30,0.003,1036,,
eia,2016,10/26/2016 4:35,0.002,1036,,
eia,2016,10/26/2016 5:20,0.001,1036,,
eia,2016,10/26/2016 5:25,0.001,1036,,
eia,2016,10/26/2016 5:30,0.001,1036,,
eia,2016,10/26/2016 5:40,0.002,1036,,
eia,2016,10/26/2016 5:45,0.002,1036,,
eia,2016,10/26/2016 5:50,0.002,1036,,
eia,2016,10/26/2016 5:55,0.002,1036,,
eia,2016,10/26/2016 6:00,0.001,1036,,
eia,2016,10/26/2016 6:05,0.001,1036,,
eia,2016,10/26/2016 6:30,0.001,1036,,
eia,2016,10/26/2016 6:35,0.001,1036,,
eia,2016,10/26/2016 6:40,0.002,1036,,
eia,2016,10/26/2016 7:00,0.001,1036,,
eia,2016,10/26/2016 7:15,0.001,1036,,
eia,2016,10/27/2016 7:10,0,1036,,
eia,2016,11/2/2016 0:20,0.001,1037,,
eia,2016,11/2/2016 0:25,0.002,1037,,
eia,2016,11/2/2016 0:50,0.001,1037,,
eia,2016,11/2/2016 1:25,0.001,1037,,
eia,2016,11/2/2016 1:30,0.001,1037,,
eia,2016,11/2/2016 2:40,0.001,1037,,
eia,2016,11/2/2016 2:45,0.001,1037,,
eia,2016,11/2/2016 2:50,0.005,1037,,
eia,2016,11/2/2016 2:55,0.002,1037,,
eia,2016,11/2/2016 3:00,0,,1038,
eia,2016,11/2/2016 5:50,0.001,,1038,
eia,2016,11/2/2016 5:55,0.002,,1038,
eia,2016,11/2/2016 6:30,0.001,,1038,
eia,2016,11/3/2016 6:25,0,,1038,
eia,2017,3/29/2017 15:15,0.001,,,
eia,2017,3/29/2017 23:00,0.001,,,
eia,2017,3/29/2017 23:05,0.002,,,
eia,2017,3/29/2017 23:10,0.001,,,
eia,2017,3/29/2017 23:15,0.001,,,
eia,2017,4/3/2017 6:40,0.001,,,
eia,2017,4/3/2017 6:45,0.001,,,
eia,2017,4/10/2017 1:50,0.004,,,
eia,2017,4/10/2017 1:55,0.001,,,
eia,2017,4/13/2017 2:30,0.001,,,
eia,2017,4/13/2017 2:55,0.001,,,
eia,2017,4/13/2017 3:20,0.001,,,
eia,2017,4/13/2017 3:25,0.001,,,
eia,2017,4/13/2017 3:50,0.001,,,
eia,2017,4/14/2017 13:05,0.001,,,
eia,2017,4/14/2017 16:35,0.001,,,
eia,2017,4/14/2017 16:40,0.001,,,
eia,2017,4/14/2017 18:40,0.001,,,
eia,2017,4/14/2017 19:10,0.002,,,
eia,2017,4/15/2017 17:55,0.001,,,
eia,2017,4/15/2017 18:00,0.001,,,
eia,2017,4/15/2017 18:55,0.001,,,
eia,2017,4/15/2017 19:00,0.001,,,
eia,2017,4/15/2017 22:30,0.003,,,
eia,2017,4/15/2017 22:35,0.003,,,
eia,2017,4/15/2017 22:40,0.001,,,
eia,2017,4/15/2017 22:45,0.001,,,
eia,2017,4/15/2017 22:50,0.001,,,
eia,2017,4/15/2017 22:55,0.001,,,
eia,2017,4/19/2017 0:10,0.001,,,
eia,2017,4/26/2017 2:15,0.001,,,
eia,2017,4/26/2017 4:10,0.001,,,
eia,2017,4/28/2017 14:20,0.001,,,
eia,2017,4/28/2017 15:10,0.001,,,
eia,2017,4/28/2017 15:20,0.001,,,
eia,2017,4/30/2017 15:30,0.001,,,
eia,2017,4/30/2017 15:55,0.001,,,
eia,2017,4/30/2017 18:10,0.001,,,
eia,2017,4/30/2017 20:30,0.001,,,
eia,2017,4/30/2017 20:35,0.001,,,
eia,2017,4/30/2017 20:40,0.001,,,
eia,2017,4/30/2017 20:45,0.001,,,
eia,2017,4/30/2017 20:50,0.001,,,
eia,2017,4/30/2017 20:55,0.001,,,
eia,2017,4/30/2017 21:05,0.001,,,
eia,2017,5/2/2017 8:45,0,,,1
eia,2017,5/10/2017 8:55,0.001,,,1
eia,2017,5/10/2017 9:05,0.001,,,1
eia,2017,5/10/2017 9:15,0.001,,,1
eia,2017,5/10/2017 14:50,0.001,,,1
eia,2017,5/10/2017 14:55,0.001,,,1
eia,2017,5/10/2017 15:00,0.001,,,1
eia,2017,5/10/2017 15:05,0.001,,,1
eia,2017,5/10/2017 15:10,0.001,,,1
eia,2017,5/10/2017 15:15,0.001,,,1
eia,2017,5/10/2017 15:20,0.001,,,1
eia,2017,5/10/2017 15:25,0.004,,,1
eia,2017,5/10/2017 15:30,0.001,,,1
eia,2017,5/10/2017 15:40,0.001,,,1
eia,2017,5/17/2017 7:40,0.001,,,1
eia,2017,5/17/2017 7:45,0.001,,,1
eia,2017,5/17/2017 17:05,0.001,,,1
eia,2017,5/17/2017 17:10,0.001,,,1
eia,2017,5/17/2017 18:15,0.002,,,1
eia,2017,5/17/2017 18:20,0.003,,,1
eia,2017,5/17/2017 18:25,0.003,,,1
eia,2017,5/17/2017 18:30,0.003,,,1
eia,2017,5/17/2017 18:35,0.001,,,1
eia,2017,5/17/2017 18:40,0.001,,,1
eia,2017,5/19/2017 3:15,0.001,,,1
eia,2017,5/19/2017 4:15,0.001,,,1
eia,2017,5/19/2017 4:20,0.001,,,1
eia,2017,5/19/2017 4:25,0.001,,,1
eia,2017,5/19/2017 4:30,0.001,,,1
eia,2017,5/19/2017 4:50,0.001,,,1
eia,2017,5/19/2017 4:55,0.001,,,1
eia,2017,5/19/2017 5:05,0.001,,,1
eia,2017,5/19/2017 7:50,0.001,,,1
eia,2017,5/25/2017 8:45,0,,,2
