"watershed","date_time","rain","treatment","site","year","cumulative_rain","watershed_year"
"rhodestrt",2016-03-13 02:50:00,0.001,"treatment","rhodes",2016,0.0393701,"rhodestrt_2016"
"rhodestrt",2016-03-15 15:00:00,0.001,"treatment","rhodes",2016,0.0787402,"rhodestrt_2016"
"rhodestrt",2016-03-15 15:05:00,0.001,"treatment","rhodes",2016,0.1181103,"rhodestrt_2016"
"rhodestrt",2016-03-15 15:10:00,0.001,"treatment","rhodes",2016,0.1574804,"rhodestrt_2016"
"rhodestrt",2016-03-15 15:15:00,0.001,"treatment","rhodes",2016,0.1968505,"rhodestrt_2016"
"rhodestrt",2016-03-15 15:20:00,0.001,"treatment","rhodes",2016,0.2362206,"rhodestrt_2016"
"rhodestrt",2016-03-15 15:25:00,0.001,"treatment","rhodes",2016,0.2755907,"rhodestrt_2016"
"rhodestrt",2016-03-15 15:30:00,0.001,"treatment","rhodes",2016,0.3149608,"rhodestrt_2016"
"rhodestrt",2016-03-15 15:35:00,0.001,"treatment","rhodes",2016,0.3543309,"rhodestrt_2016"
"rhodestrt",2016-03-15 15:40:00,0.001,"treatment","rhodes",2016,0.393701,"rhodestrt_2016"
"rhodestrt",2016-03-15 15:45:00,0.001,"treatment","rhodes",2016,0.4330711,"rhodestrt_2016"
"rhodestrt",2016-03-15 15:50:00,0.001,"treatment","rhodes",2016,0.4724412,"rhodestrt_2016"
"rhodestrt",2016-03-15 16:05:00,0.001,"treatment","rhodes",2016,0.5118113,"rhodestrt_2016"
"rhodestrt",2016-03-15 16:20:00,0.001,"treatment","rhodes",2016,0.5511814,"rhodestrt_2016"
"rhodestrt",2016-03-15 16:30:00,0.001,"treatment","rhodes",2016,0.5905515,"rhodestrt_2016"
"rhodestrt",2016-03-23 20:15:00,0.001,"treatment","rhodes",2016,0.6299216,"rhodestrt_2016"
"rhodestrt",2016-03-23 20:20:00,0.001,"treatment","rhodes",2016,0.6692917,"rhodestrt_2016"
"rhodestrt",2016-03-23 20:30:00,0.001,"treatment","rhodes",2016,0.7086618,"rhodestrt_2016"
"rhodestrt",2016-03-23 20:35:00,0.001,"treatment","rhodes",2016,0.7480319,"rhodestrt_2016"
"rhodestrt",2016-03-23 20:40:00,0.001,"treatment","rhodes",2016,0.787402,"rhodestrt_2016"
"rhodestrt",2016-03-23 20:45:00,0.001,"treatment","rhodes",2016,0.8267721,"rhodestrt_2016"
"rhodestrt",2016-03-23 20:50:00,0.001,"treatment","rhodes",2016,0.8661422,"rhodestrt_2016"
"rhodestrt",2016-03-23 20:55:00,0.001,"treatment","rhodes",2016,0.9055123,"rhodestrt_2016"
"rhodestrt",2016-03-23 21:00:00,0.001,"treatment","rhodes",2016,0.9448824,"rhodestrt_2016"
"rhodestrt",2016-03-23 21:05:00,0.001,"treatment","rhodes",2016,0.9842525,"rhodestrt_2016"
"rhodestrt",2016-03-23 21:10:00,0.002,"treatment","rhodes",2016,1.0629927,"rhodestrt_2016"
"rhodestrt",2016-03-23 21:15:00,0.001,"treatment","rhodes",2016,1.1023628,"rhodestrt_2016"
"rhodestrt",2016-03-30 20:25:00,0.001,"treatment","rhodes",2016,1.1417329,"rhodestrt_2016"
"rhodestrt",2016-03-30 20:30:00,0.001,"treatment","rhodes",2016,1.181103,"rhodestrt_2016"
"rhodestrt",2016-03-30 20:35:00,0.001,"treatment","rhodes",2016,1.2204731,"rhodestrt_2016"
"rhodestrt",2016-03-30 20:40:00,0.001,"treatment","rhodes",2016,1.2598432,"rhodestrt_2016"
"rhodestrt",2016-03-30 21:10:00,0.001,"treatment","rhodes",2016,1.2992133,"rhodestrt_2016"
"rhodestrt",2016-04-01 00:55:00,0.001,"treatment","rhodes",2016,1.3385834,"rhodestrt_2016"
"rhodestrt",2016-04-01 01:15:00,0.001,"treatment","rhodes",2016,1.3779535,"rhodestrt_2016"
"rhodestrt",2016-04-05 22:55:00,0.001,"treatment","rhodes",2016,1.4173236,"rhodestrt_2016"
"rhodestrt",2016-04-05 23:35:00,0.001,"treatment","rhodes",2016,1.4566937,"rhodestrt_2016"
"rhodestrt",2016-04-06 00:00:00,0.001,"treatment","rhodes",2016,1.4960638,"rhodestrt_2016"
"rhodestrt",2016-04-06 00:05:00,0.001,"treatment","rhodes",2016,1.5354339,"rhodestrt_2016"
"rhodestrt",2016-04-06 00:10:00,0.001,"treatment","rhodes",2016,1.574804,"rhodestrt_2016"
"rhodestrt",2016-04-06 00:15:00,0.001,"treatment","rhodes",2016,1.6141741,"rhodestrt_2016"
"rhodestrt",2016-04-06 00:25:00,0.001,"treatment","rhodes",2016,1.6535442,"rhodestrt_2016"
"rhodestrt",2016-04-20 08:10:00,0.001,"treatment","rhodes",2016,1.6929143,"rhodestrt_2016"
"rhodestrt",2016-04-20 11:30:00,0.001,"treatment","rhodes",2016,1.7322844,"rhodestrt_2016"
"rhodestrt",2016-04-20 12:55:00,0.001,"treatment","rhodes",2016,1.7716545,"rhodestrt_2016"
"rhodestrt",2016-04-21 18:30:00,0.001,"treatment","rhodes",2016,1.8110246,"rhodestrt_2016"
"rhodestrt",2016-04-25 00:35:00,0.001,"treatment","rhodes",2016,1.8503947,"rhodestrt_2016"
"rhodestrt",2016-04-27 07:45:00,0.001,"treatment","rhodes",2016,1.8897648,"rhodestrt_2016"
"rhodestrt",2016-04-27 07:55:00,0.001,"treatment","rhodes",2016,1.9291349,"rhodestrt_2016"
"rhodestrt",2016-04-27 08:00:00,0.001,"treatment","rhodes",2016,1.968505,"rhodestrt_2016"
"rhodestrt",2016-04-27 09:10:00,0.001,"treatment","rhodes",2016,2.0078751,"rhodestrt_2016"
"rhodestrt",2016-04-27 20:45:00,0.001,"treatment","rhodes",2016,2.0472452,"rhodestrt_2016"
"rhodestrt",2016-04-27 20:55:00,0.001,"treatment","rhodes",2016,2.0866153,"rhodestrt_2016"
"rhodestrt",2016-04-27 21:00:00,0.001,"treatment","rhodes",2016,2.1259854,"rhodestrt_2016"
"rhodestrt",2016-04-27 21:05:00,0.001,"treatment","rhodes",2016,2.1653555,"rhodestrt_2016"
"rhodestrt",2016-04-27 21:10:00,0.001,"treatment","rhodes",2016,2.2047256,"rhodestrt_2016"
"rhodestrt",2016-04-27 21:15:00,0.001,"treatment","rhodes",2016,2.2440957,"rhodestrt_2016"
"rhodestrt",2016-04-27 21:20:00,0.001,"treatment","rhodes",2016,2.2834658,"rhodestrt_2016"
"rhodestrt",2016-04-27 21:25:00,0.001,"treatment","rhodes",2016,2.3228359,"rhodestrt_2016"
"rhodestrt",2016-04-27 21:30:00,0.001,"treatment","rhodes",2016,2.362206,"rhodestrt_2016"
"rhodestrt",2016-04-27 21:35:00,0.001,"treatment","rhodes",2016,2.4015761,"rhodestrt_2016"
"rhodestrt",2016-04-27 21:40:00,0.001,"treatment","rhodes",2016,2.4409462,"rhodestrt_2016"
"rhodestrt",2016-04-27 21:45:00,0.001,"treatment","rhodes",2016,2.4803163,"rhodestrt_2016"
"rhodestrt",2016-04-30 09:40:00,0.001,"treatment","rhodes",2016,2.5196864,"rhodestrt_2016"
"rhodestrt",2016-04-30 10:15:00,0.001,"treatment","rhodes",2016,2.5590565,"rhodestrt_2016"
"rhodestrt",2016-04-30 12:05:00,0.001,"treatment","rhodes",2016,2.5984266,"rhodestrt_2016"
"rhodestrt",2016-04-30 12:10:00,0.001,"treatment","rhodes",2016,2.6377967,"rhodestrt_2016"
"rhodestrt",2016-04-30 12:15:00,0.001,"treatment","rhodes",2016,2.6771668,"rhodestrt_2016"
"rhodestrt",2016-04-30 12:20:00,0.001,"treatment","rhodes",2016,2.7165369,"rhodestrt_2016"
"rhodestrt",2016-04-30 12:25:00,0.001,"treatment","rhodes",2016,2.755907,"rhodestrt_2016"
"rhodestrt",2016-04-30 12:40:00,0.001,"treatment","rhodes",2016,2.7952771,"rhodestrt_2016"
"rhodestrt",2016-04-30 15:05:00,0.001,"treatment","rhodes",2016,2.8346472,"rhodestrt_2016"
"rhodestrt",2016-04-30 16:25:00,0.001,"treatment","rhodes",2016,2.8740173,"rhodestrt_2016"
"rhodestrt",2016-05-01 14:05:00,0.001,"treatment","rhodes",2016,2.9133874,"rhodestrt_2016"
"rhodestrt",2016-06-11 01:50:00,0.001,"treatment","rhodes",2016,2.9527575,"rhodestrt_2016"
"rhodestrt",2016-06-11 01:55:00,0.003,"treatment","rhodes",2016,3.0708678,"rhodestrt_2016"
"rhodestrt",2016-06-11 02:00:00,0.002,"treatment","rhodes",2016,3.149608,"rhodestrt_2016"
"rhodestrt",2016-06-11 02:05:00,0.001,"treatment","rhodes",2016,3.1889781,"rhodestrt_2016"
"rhodestrt",2016-06-11 03:50:00,0.001,"treatment","rhodes",2016,3.2283482,"rhodestrt_2016"
"rhodestrt",2016-06-11 03:55:00,0.006,"treatment","rhodes",2016,3.4645688,"rhodestrt_2016"
"rhodestrt",2016-06-11 04:00:00,0.005,"treatment","rhodes",2016,3.6614193,"rhodestrt_2016"
"rhodestrt",2016-06-11 04:05:00,0.001,"treatment","rhodes",2016,3.7007894,"rhodestrt_2016"
"rhodestrt",2016-06-11 04:15:00,0.001,"treatment","rhodes",2016,3.7401595,"rhodestrt_2016"
"rhodestrt",2016-06-11 04:20:00,0.001,"treatment","rhodes",2016,3.7795296,"rhodestrt_2016"
"rhodestrt",2016-06-11 04:45:00,0.004,"treatment","rhodes",2016,3.93701,"rhodestrt_2016"
"rhodestrt",2016-06-11 04:50:00,0.007,"treatment","rhodes",2016,4.2126007,"rhodestrt_2016"
"rhodestrt",2016-06-11 04:55:00,0.002,"treatment","rhodes",2016,4.2913409,"rhodestrt_2016"
"rhodestrt",2016-06-11 05:00:00,0.001,"treatment","rhodes",2016,4.330711,"rhodestrt_2016"
"rhodestrt",2016-06-14 19:50:00,0.001,"treatment","rhodes",2016,4.3700811,"rhodestrt_2016"
"rhodestrt",2016-06-14 20:40:00,0.001,"treatment","rhodes",2016,4.4094512,"rhodestrt_2016"
"rhodestrt",2016-06-14 20:45:00,0.001,"treatment","rhodes",2016,4.4488213,"rhodestrt_2016"
"rhodestrt",2016-06-14 20:50:00,0.001,"treatment","rhodes",2016,4.4881914,"rhodestrt_2016"
"rhodestrt",2016-06-14 21:00:00,0.001,"treatment","rhodes",2016,4.5275615,"rhodestrt_2016"
"rhodestrt",2016-06-20 06:10:00,0.002,"treatment","rhodes",2016,4.6063017,"rhodestrt_2016"
"rhodestrt",2016-06-20 06:15:00,0.002,"treatment","rhodes",2016,4.6850419,"rhodestrt_2016"
"rhodestrt",2016-06-20 06:20:00,0.001,"treatment","rhodes",2016,4.724412,"rhodestrt_2016"
"rhodestrt",2016-06-21 19:45:00,0.003,"treatment","rhodes",2016,4.8425223,"rhodestrt_2016"
"rhodestrt",2016-06-21 22:30:00,0.001,"treatment","rhodes",2016,4.8818924,"rhodestrt_2016"
"rhodestrt",2016-06-26 02:10:00,0.001,"treatment","rhodes",2016,4.9212625,"rhodestrt_2016"
"rhodestrt",2016-06-26 02:15:00,0.001,"treatment","rhodes",2016,4.9606326,"rhodestrt_2016"
"rhodestrt",2016-06-26 02:20:00,0.003,"treatment","rhodes",2016,5.0787429,"rhodestrt_2016"
"rhodestrt",2016-06-26 02:25:00,0.001,"treatment","rhodes",2016,5.118113,"rhodestrt_2016"
"rhodestrt",2016-06-26 02:55:00,0.002,"treatment","rhodes",2016,5.1968532,"rhodestrt_2016"
"rhodestrt",2016-06-26 03:00:00,0.001,"treatment","rhodes",2016,5.2362233,"rhodestrt_2016"
"rhodestrt",2016-06-26 03:10:00,0.001,"treatment","rhodes",2016,5.2755934,"rhodestrt_2016"
"rhodestrt",2016-06-30 16:50:00,0.002,"treatment","rhodes",2016,5.3543336,"rhodestrt_2016"
"rhodestrt",2016-06-30 16:55:00,0.005,"treatment","rhodes",2016,5.5511841,"rhodestrt_2016"
"rhodestrt",2016-06-30 17:00:00,0.004,"treatment","rhodes",2016,5.7086645,"rhodestrt_2016"
"rhodestrt",2016-06-30 17:05:00,0.001,"treatment","rhodes",2016,5.7480346,"rhodestrt_2016"
"rhodestrt",2016-07-07 06:15:00,0.001,"treatment","rhodes",2016,5.7874047,"rhodestrt_2016"
"rhodestrt",2016-07-07 06:20:00,0.001,"treatment","rhodes",2016,5.8267748,"rhodestrt_2016"
"rhodestrt",2016-07-07 06:25:00,0.001,"treatment","rhodes",2016,5.8661449,"rhodestrt_2016"
"rhodestrt",2016-07-07 06:30:00,0.001,"treatment","rhodes",2016,5.905515,"rhodestrt_2016"
"rhodestrt",2016-07-07 07:10:00,0.001,"treatment","rhodes",2016,5.9448851,"rhodestrt_2016"
"rhodestrt",2016-07-07 07:15:00,0.001,"treatment","rhodes",2016,5.9842552,"rhodestrt_2016"
"rhodestrt",2016-07-07 07:20:00,0.001,"treatment","rhodes",2016,6.0236253,"rhodestrt_2016"
"rhodestrt",2016-07-07 07:25:00,0.001,"treatment","rhodes",2016,6.0629954,"rhodestrt_2016"
"rhodestrt",2016-07-07 07:30:00,0.001,"treatment","rhodes",2016,6.1023655,"rhodestrt_2016"
"rhodestrt",2016-07-07 07:35:00,0.001,"treatment","rhodes",2016,6.1417356,"rhodestrt_2016"
"rhodestrt",2016-07-07 07:40:00,0.001,"treatment","rhodes",2016,6.1811057,"rhodestrt_2016"
"rhodestrt",2016-07-10 13:25:00,0.001,"treatment","rhodes",2016,6.2204758,"rhodestrt_2016"
"rhodestrt",2016-07-10 13:30:00,0.004,"treatment","rhodes",2016,6.3779562,"rhodestrt_2016"
"rhodestrt",2016-07-10 13:35:00,0.004,"treatment","rhodes",2016,6.5354366,"rhodestrt_2016"
"rhodestrt",2016-07-12 00:15:00,0.001,"treatment","rhodes",2016,6.5748067,"rhodestrt_2016"
"rhodestrt",2016-07-12 00:20:00,0.002,"treatment","rhodes",2016,6.6535469,"rhodestrt_2016"
"rhodestrt",2016-07-12 00:25:00,0.001,"treatment","rhodes",2016,6.692917,"rhodestrt_2016"
"rhodestrt",2016-07-12 00:55:00,0.001,"treatment","rhodes",2016,6.7322871,"rhodestrt_2016"
"rhodestrt",2016-07-12 01:00:00,0.002,"treatment","rhodes",2016,6.8110273,"rhodestrt_2016"
"rhodestrt",2016-07-17 05:25:00,0.012,"treatment","rhodes",2016,7.2834685,"rhodestrt_2016"
"rhodestrt",2016-07-17 08:10:00,0.001,"treatment","rhodes",2016,7.3228386,"rhodestrt_2016"
"rhodestrt",2016-07-17 08:15:00,0.001,"treatment","rhodes",2016,7.3622087,"rhodestrt_2016"
"rhodestrt",2016-07-18 03:15:00,0.001,"treatment","rhodes",2016,7.4015788,"rhodestrt_2016"
"rhodestrt",2016-07-18 03:20:00,0.001,"treatment","rhodes",2016,7.4409489,"rhodestrt_2016"
"rhodestrt",2016-07-18 03:30:00,0.001,"treatment","rhodes",2016,7.480319,"rhodestrt_2016"
"rhodestrt",2016-07-18 03:40:00,0.001,"treatment","rhodes",2016,7.5196891,"rhodestrt_2016"
"rhodestrt",2016-07-18 05:00:00,0.001,"treatment","rhodes",2016,7.5590592,"rhodestrt_2016"
"rhodestrt",2016-07-18 05:05:00,0.004,"treatment","rhodes",2016,7.7165396,"rhodestrt_2016"
"rhodestrt",2016-07-18 05:10:00,0.001,"treatment","rhodes",2016,7.7559097,"rhodestrt_2016"
"rhodestrt",2016-07-18 05:15:00,0.001,"treatment","rhodes",2016,7.7952798,"rhodestrt_2016"
"rhodestrt",2016-07-19 12:05:00,0.001,"treatment","rhodes",2016,7.8346499,"rhodestrt_2016"
"rhodestrt",2016-07-19 12:25:00,0.001,"treatment","rhodes",2016,7.87402,"rhodestrt_2016"
"rhodestrt",2016-07-19 12:30:00,0.002,"treatment","rhodes",2016,7.9527602,"rhodestrt_2016"
"rhodestrt",2016-07-19 12:35:00,0.001,"treatment","rhodes",2016,7.9921303,"rhodestrt_2016"
"rhodestrt",2016-07-19 12:40:00,0.001,"treatment","rhodes",2016,8.0315004,"rhodestrt_2016"
"rhodestrt",2016-07-19 12:45:00,0.001,"treatment","rhodes",2016,8.0708705,"rhodestrt_2016"
"rhodestrt",2016-07-19 12:50:00,0.001,"treatment","rhodes",2016,8.1102406,"rhodestrt_2016"
"rhodestrt",2016-07-19 12:55:00,0.001,"treatment","rhodes",2016,8.1496107,"rhodestrt_2016"
"rhodestrt",2016-07-19 13:00:00,0.001,"treatment","rhodes",2016,8.1889808,"rhodestrt_2016"
"rhodestrt",2016-07-19 13:45:00,0.001,"treatment","rhodes",2016,8.2283509,"rhodestrt_2016"
"rhodestrt",2016-07-19 13:50:00,0.001,"treatment","rhodes",2016,8.267721,"rhodestrt_2016"
"rhodestrt",2016-07-19 14:00:00,0.001,"treatment","rhodes",2016,8.3070911,"rhodestrt_2016"
"rhodestrt",2016-08-02 07:25:00,0.002,"treatment","rhodes",2016,8.3858313,"rhodestrt_2016"
"rhodestrt",2016-08-02 07:30:00,0.001,"treatment","rhodes",2016,8.4252014,"rhodestrt_2016"
"rhodestrt",2016-08-02 07:35:00,0.002,"treatment","rhodes",2016,8.5039416,"rhodestrt_2016"
"rhodestrt",2016-08-02 07:40:00,0.001,"treatment","rhodes",2016,8.5433117,"rhodestrt_2016"
"rhodestrt",2016-08-04 15:55:00,0.001,"treatment","rhodes",2016,8.5826818,"rhodestrt_2016"
"rhodestrt",2016-08-04 16:00:00,0.001,"treatment","rhodes",2016,8.6220519,"rhodestrt_2016"
"rhodestrt",2016-08-04 16:05:00,0.001,"treatment","rhodes",2016,8.661422,"rhodestrt_2016"
"rhodestrt",2016-08-04 16:20:00,0.002,"treatment","rhodes",2016,8.7401622,"rhodestrt_2016"
"rhodestrt",2016-08-04 16:25:00,0.001,"treatment","rhodes",2016,8.7795323,"rhodestrt_2016"
"rhodestrt",2016-08-04 18:10:00,0.002,"treatment","rhodes",2016,8.8582725,"rhodestrt_2016"
"rhodestrt",2016-08-04 19:05:00,0.004,"treatment","rhodes",2016,9.0157529,"rhodestrt_2016"
"rhodestrt",2016-08-04 19:10:00,0.007,"treatment","rhodes",2016,9.2913436,"rhodestrt_2016"
"rhodestrt",2016-08-04 19:15:00,0.005,"treatment","rhodes",2016,9.4881941,"rhodestrt_2016"
"rhodestrt",2016-08-04 19:20:00,0.002,"treatment","rhodes",2016,9.5669343,"rhodestrt_2016"
"rhodestrt",2016-08-04 21:55:00,0.001,"treatment","rhodes",2016,9.6063044,"rhodestrt_2016"
"rhodestrt",2016-08-11 05:10:00,0.003,"treatment","rhodes",2016,9.7244147,"rhodestrt_2016"
"rhodestrt",2016-08-11 05:15:00,0.001,"treatment","rhodes",2016,9.7637848,"rhodestrt_2016"
"rhodestrt",2016-08-11 05:20:00,0.001,"treatment","rhodes",2016,9.8031549,"rhodestrt_2016"
"rhodestrt",2016-08-11 05:25:00,0.002,"treatment","rhodes",2016,9.8818951,"rhodestrt_2016"
"rhodestrt",2016-08-11 06:25:00,0.003,"treatment","rhodes",2016,10.0000054,"rhodestrt_2016"
"rhodestrt",2016-08-11 07:40:00,0.004,"treatment","rhodes",2016,10.1574858,"rhodestrt_2016"
"rhodestrt",2016-08-11 07:45:00,0.002,"treatment","rhodes",2016,10.236226,"rhodestrt_2016"
"rhodestrt",2016-08-11 07:50:00,0.001,"treatment","rhodes",2016,10.2755961,"rhodestrt_2016"
"rhodestrt",2016-08-11 07:55:00,0.001,"treatment","rhodes",2016,10.3149662,"rhodestrt_2016"
"rhodestrt",2016-08-11 08:00:00,0.001,"treatment","rhodes",2016,10.3543363,"rhodestrt_2016"
"rhodestrt",2016-08-11 08:35:00,0.001,"treatment","rhodes",2016,10.3937064,"rhodestrt_2016"
"rhodestrt",2016-08-11 08:50:00,0.001,"treatment","rhodes",2016,10.4330765,"rhodestrt_2016"
"rhodestrt",2016-08-11 09:00:00,0.001,"treatment","rhodes",2016,10.4724466,"rhodestrt_2016"
"rhodestrt",2016-08-11 09:35:00,0.001,"treatment","rhodes",2016,10.5118167,"rhodestrt_2016"
"rhodestrt",2016-08-11 09:40:00,0.001,"treatment","rhodes",2016,10.5511868,"rhodestrt_2016"
"rhodestrt",2016-08-11 09:45:00,0.001,"treatment","rhodes",2016,10.5905569,"rhodestrt_2016"
"rhodestrt",2016-08-11 09:50:00,0.002,"treatment","rhodes",2016,10.6692971,"rhodestrt_2016"
"rhodestrt",2016-08-11 09:55:00,0.001,"treatment","rhodes",2016,10.7086672,"rhodestrt_2016"
"rhodestrt",2016-08-11 10:00:00,0.001,"treatment","rhodes",2016,10.7480373,"rhodestrt_2016"
"rhodestrt",2016-08-11 19:40:00,0.002,"treatment","rhodes",2016,10.8267775,"rhodestrt_2016"
"rhodestrt",2016-08-11 19:50:00,0.002,"treatment","rhodes",2016,10.9055177,"rhodestrt_2016"
"rhodestrt",2016-08-11 19:55:00,0.002,"treatment","rhodes",2016,10.9842579,"rhodestrt_2016"
"rhodestrt",2016-08-11 20:00:00,0.001,"treatment","rhodes",2016,11.023628,"rhodestrt_2016"
"rhodestrt",2016-08-11 20:10:00,0.001,"treatment","rhodes",2016,11.0629981,"rhodestrt_2016"
"rhodestrt",2016-08-11 20:15:00,0.001,"treatment","rhodes",2016,11.1023682,"rhodestrt_2016"
"rhodestrt",2016-08-11 20:20:00,0.001,"treatment","rhodes",2016,11.1417383,"rhodestrt_2016"
"rhodestrt",2016-08-11 20:25:00,0.003,"treatment","rhodes",2016,11.2598486,"rhodestrt_2016"
"rhodestrt",2016-08-11 20:30:00,0.003,"treatment","rhodes",2016,11.3779589,"rhodestrt_2016"
"rhodestrt",2016-08-11 20:35:00,0.002,"treatment","rhodes",2016,11.4566991,"rhodestrt_2016"
"rhodestrt",2016-08-11 20:40:00,0.001,"treatment","rhodes",2016,11.4960692,"rhodestrt_2016"
"rhodestrt",2016-08-11 20:45:00,0.001,"treatment","rhodes",2016,11.5354393,"rhodestrt_2016"
"rhodestrt",2016-08-11 21:05:00,0.001,"treatment","rhodes",2016,11.5748094,"rhodestrt_2016"
"rhodestrt",2016-08-11 21:10:00,0.004,"treatment","rhodes",2016,11.7322898,"rhodestrt_2016"
"rhodestrt",2016-08-11 21:15:00,0.004,"treatment","rhodes",2016,11.8897702,"rhodestrt_2016"
"rhodestrt",2016-08-11 21:20:00,0.002,"treatment","rhodes",2016,11.9685104,"rhodestrt_2016"
"rhodestrt",2016-08-11 21:25:00,0.001,"treatment","rhodes",2016,12.0078805,"rhodestrt_2016"
"rhodestrt",2016-08-11 21:30:00,0.002,"treatment","rhodes",2016,12.0866207,"rhodestrt_2016"
"rhodestrt",2016-08-11 21:35:00,0.001,"treatment","rhodes",2016,12.1259908,"rhodestrt_2016"
"rhodestrt",2016-08-11 21:40:00,0.001,"treatment","rhodes",2016,12.1653609,"rhodestrt_2016"
"rhodestrt",2016-08-11 21:45:00,0.001,"treatment","rhodes",2016,12.204731,"rhodestrt_2016"
"rhodestrt",2016-08-11 22:25:00,0.001,"treatment","rhodes",2016,12.2441011,"rhodestrt_2016"
"rhodestrt",2016-08-12 01:15:00,0.001,"treatment","rhodes",2016,12.2834712,"rhodestrt_2016"
"rhodestrt",2016-08-12 01:25:00,0.001,"treatment","rhodes",2016,12.3228413,"rhodestrt_2016"
"rhodestrt",2016-08-12 01:45:00,0.001,"treatment","rhodes",2016,12.3622114,"rhodestrt_2016"
"rhodestrt",2016-08-12 02:05:00,0.001,"treatment","rhodes",2016,12.4015815,"rhodestrt_2016"
"rhodestrt",2016-08-12 02:10:00,0.001,"treatment","rhodes",2016,12.4409516,"rhodestrt_2016"
"rhodestrt",2016-08-12 02:15:00,0.001,"treatment","rhodes",2016,12.4803217,"rhodestrt_2016"
"rhodestrt",2016-08-12 05:05:00,0.001,"treatment","rhodes",2016,12.5196918,"rhodestrt_2016"
"rhodestrt",2016-08-12 05:30:00,0.001,"treatment","rhodes",2016,12.5590619,"rhodestrt_2016"
"rhodestrt",2016-08-17 03:45:00,0.001,"treatment","rhodes",2016,12.598432,"rhodestrt_2016"
"rhodestrt",2016-08-17 03:50:00,0.005,"treatment","rhodes",2016,12.7952825,"rhodestrt_2016"
"rhodestrt",2016-08-17 03:55:00,0.001,"treatment","rhodes",2016,12.8346526,"rhodestrt_2016"
"rhodestrt",2016-08-17 04:15:00,0.001,"treatment","rhodes",2016,12.8740227,"rhodestrt_2016"
"rhodestrt",2016-08-17 04:35:00,0.002,"treatment","rhodes",2016,12.9527629,"rhodestrt_2016"
"rhodestrt",2016-08-17 04:40:00,0.003,"treatment","rhodes",2016,13.0708732,"rhodestrt_2016"
"rhodestrt",2016-08-17 04:45:00,0.002,"treatment","rhodes",2016,13.1496134,"rhodestrt_2016"
"rhodestrt",2016-08-17 04:50:00,0.003,"treatment","rhodes",2016,13.2677237,"rhodestrt_2016"
"rhodestrt",2016-08-17 04:55:00,0.002,"treatment","rhodes",2016,13.3464639,"rhodestrt_2016"
"rhodestrt",2016-08-17 05:00:00,0.001,"treatment","rhodes",2016,13.385834,"rhodestrt_2016"
"rhodestrt",2016-08-17 05:05:00,0.003,"treatment","rhodes",2016,13.5039443,"rhodestrt_2016"
"rhodestrt",2016-08-17 05:10:00,0.001,"treatment","rhodes",2016,13.5433144,"rhodestrt_2016"
"rhodestrt",2016-08-17 05:20:00,0.001,"treatment","rhodes",2016,13.5826845,"rhodestrt_2016"
"rhodestrt",2016-08-17 05:50:00,0.001,"treatment","rhodes",2016,13.6220546,"rhodestrt_2016"
"rhodestrt",2016-08-19 19:55:00,0.001,"treatment","rhodes",2016,13.6614247,"rhodestrt_2016"
"rhodestrt",2016-08-19 20:00:00,0.001,"treatment","rhodes",2016,13.7007948,"rhodestrt_2016"
"rhodestrt",2016-08-19 20:05:00,0.004,"treatment","rhodes",2016,13.8582752,"rhodestrt_2016"
"rhodestrt",2016-08-19 20:10:00,0.001,"treatment","rhodes",2016,13.8976453,"rhodestrt_2016"
"rhodestrt",2016-08-19 20:15:00,0.001,"treatment","rhodes",2016,13.9370154,"rhodestrt_2016"
"rhodestrt",2016-08-19 20:30:00,0.001,"treatment","rhodes",2016,13.9763855,"rhodestrt_2016"
"rhodestrt",2016-08-19 20:35:00,0.001,"treatment","rhodes",2016,14.0157556,"rhodestrt_2016"
"rhodestrt",2016-08-19 21:30:00,0.001,"treatment","rhodes",2016,14.0551257,"rhodestrt_2016"
"rhodestrt",2016-08-19 21:40:00,0.001,"treatment","rhodes",2016,14.0944958,"rhodestrt_2016"
"rhodestrt",2016-08-19 21:50:00,0.001,"treatment","rhodes",2016,14.1338659,"rhodestrt_2016"
"rhodestrt",2016-08-20 06:20:00,0.001,"treatment","rhodes",2016,14.173236,"rhodestrt_2016"
"rhodestrt",2016-08-26 20:20:00,0.001,"treatment","rhodes",2016,14.2126061,"rhodestrt_2016"
"rhodestrt",2016-08-26 20:25:00,0.001,"treatment","rhodes",2016,14.2519762,"rhodestrt_2016"
"rhodestrt",2016-08-26 20:40:00,0.001,"treatment","rhodes",2016,14.2913463,"rhodestrt_2016"
"rhodestrt",2016-08-26 20:45:00,0.001,"treatment","rhodes",2016,14.3307164,"rhodestrt_2016"
"rhodestrt",2016-09-07 12:05:00,0.002,"treatment","rhodes",2016,14.4094566,"rhodestrt_2016"
"rhodestrt",2016-09-07 12:10:00,0.001,"treatment","rhodes",2016,14.4488267,"rhodestrt_2016"
"rhodestrt",2016-09-07 12:40:00,0.001,"treatment","rhodes",2016,14.4881968,"rhodestrt_2016"
"rhodestrt",2016-09-07 12:45:00,0.001,"treatment","rhodes",2016,14.5275669,"rhodestrt_2016"
"rhodestrt",2016-09-07 12:55:00,0.001,"treatment","rhodes",2016,14.566937,"rhodestrt_2016"
"rhodestrt",2016-09-07 13:00:00,0.001,"treatment","rhodes",2016,14.6063071,"rhodestrt_2016"
