"SiteID","Year","eventid","precipitation","eventStart","eventEnd","rain_time"
"WHI",2017,164,0.012,2017-07-12 15:20:00,2017-07-12 16:10:00,51
"WHI",2017,170,0.032,2017-07-20 19:55:00,2017-07-20 20:30:00,36
"WHI",2017,176,0.016,2017-08-03 05:30:00,2017-08-03 06:55:00,86
"WHI",2017,180,0.018,2017-08-16 10:10:00,2017-08-16 14:30:00,261
"WHI",2017,184,0.02,2017-08-21 00:35:00,2017-08-21 04:55:00,261
"WHI",2017,192,0.014,2017-09-16 22:35:00,2017-09-16 23:45:00,71
"WHI",2017,196,0.015,2017-09-25 14:30:00,2017-09-25 17:05:00,156
"WHI",2017,200,0.015,2017-10-02 03:05:00,2017-10-02 08:05:00,301
"WHI",2017,204,0.04,2017-10-06 15:05:00,2017-10-07 01:05:00,601
"WHI",2017,206,0.013,2017-10-07 08:00:00,2017-10-07 12:15:00,256
"WHI",2017,208,0.03,2017-10-10 04:35:00,2017-10-10 10:10:00,336
"WHI",2017,216,0.007,2017-10-21 17:10:00,2017-10-21 17:20:00,11
"WHI",2018,2,0.009,2018-05-01 04:45:00,2018-05-01 05:00:00,16
"WHI",2018,4,0.022,2018-05-01 19:55:00,2018-05-01 21:05:00,71
"WHI",2018,8,0.008,2018-05-02 20:25:00,2018-05-02 21:15:00,51
"WHI",2018,10,0.015,2018-05-03 11:20:00,2018-05-03 11:45:00,26
"WHI",2018,12,0.011,2018-05-03 18:10:00,2018-05-03 19:45:00,96
"WHI",2018,14,0.009,2018-05-13 10:55:00,2018-05-13 11:25:00,31
"WHI",2018,20,0.043,2018-05-29 17:15:00,2018-05-29 20:10:00,176
"WHI",2018,22,0.02,2018-06-02 04:15:00,2018-06-02 06:10:00,116
"WHI",2018,24,0.014,2018-06-10 07:05:00,2018-06-10 09:35:00,151
"WHI",2018,28,0.016,2018-06-19 11:30:00,2018-06-19 11:30:00,1
"WHI",2018,30,0.01,2018-06-19 18:35:00,2018-06-19 19:05:00,31
"WHI",2018,34,0.007,2018-06-21 16:10:00,2018-06-21 17:30:00,81
"WHI",2018,36,0.015,2018-06-24 15:20:00,2018-06-24 16:50:00,91
"WHI",2018,38,0.012,2018-06-26 12:10:00,2018-06-26 12:10:00,1
"WHI",2018,40,0.029,2018-06-30 20:20:00,2018-07-01 03:40:00,441
"WHI",2018,42,0.027,2018-07-04 23:05:00,2018-07-04 23:45:00,41
"WHI",2018,50,0.012,2018-08-15 16:15:00,2018-08-15 17:30:00,76
"WHI",2018,54,0.087,2018-08-20 00:00:00,2018-08-20 14:10:00,851
"WHI",2018,64,0.014,2018-09-01 22:15:00,2018-09-02 10:45:00,751
"WHI",2018,68,0.019,2018-09-04 16:30:00,2018-09-05 10:00:00,1051
"WHI",2018,70,0.007,2018-09-18 14:30:00,2018-09-18 14:45:00,16
"WHI",2018,72,0.031,2018-09-20 20:35:00,2018-09-21 00:25:00,231
"WHI",2018,74,0.035,2018-09-25 09:15:00,2018-09-25 11:55:00,161
"WHI",2018,78,0.039,2018-09-30 21:05:00,2018-10-01 11:30:00,866
"WHI",2018,88,0.018,2018-10-08 18:00:00,2018-10-08 19:00:00,61
"WHI",2018,90,0.02,2018-10-09 14:00:00,2018-10-09 18:10:00,251
"WHI",2018,92,0.009,2018-05-01 04:45:00,2018-05-01 05:00:00,16
"WHI",2018,94,0.022,2018-05-01 19:55:00,2018-05-01 21:05:00,71
"WHI",2018,98,0.008,2018-05-02 20:25:00,2018-05-02 21:15:00,51
"WHI",2018,100,0.015,2018-05-03 11:20:00,2018-05-03 11:45:00,26
"WHI",2018,102,0.011,2018-05-03 18:10:00,2018-05-03 19:45:00,96
"WHI",2018,104,0.009,2018-05-13 10:55:00,2018-05-13 11:25:00,31
"WHI",2018,110,0.043,2018-05-29 17:15:00,2018-05-29 20:10:00,176
"WHI",2018,112,0.02,2018-06-02 04:15:00,2018-06-02 06:10:00,116
"WHI",2018,114,0.014,2018-06-10 07:05:00,2018-06-10 09:35:00,151
"WHI",2018,118,0.016,2018-06-19 11:30:00,2018-06-19 11:30:00,1
"WHI",2018,120,0.01,2018-06-19 18:35:00,2018-06-19 19:05:00,31
"WHI",2018,124,0.007,2018-06-21 16:10:00,2018-06-21 17:30:00,81
"WHI",2018,126,0.015,2018-06-24 15:20:00,2018-06-24 16:50:00,91
"WHI",2018,128,0.012,2018-06-26 12:10:00,2018-06-26 12:10:00,1
"WHI",2018,130,0.029,2018-06-30 20:20:00,2018-07-01 03:40:00,441
"WHI",2018,132,0.027,2018-07-04 23:05:00,2018-07-04 23:45:00,41
"WHI",2018,140,0.012,2018-08-15 16:15:00,2018-08-15 17:30:00,76
"WHI",2018,144,0.087,2018-08-20 00:00:00,2018-08-20 14:10:00,851
"WHI",2018,154,0.014,2018-09-01 22:15:00,2018-09-02 10:45:00,751
"WHI",2018,158,0.019,2018-09-04 16:30:00,2018-09-05 10:00:00,1051
"WHI",2018,160,0.007,2018-09-18 14:30:00,2018-09-18 14:45:00,16
"WHI",2018,162,0.031,2018-09-20 20:35:00,2018-09-21 00:25:00,231
"WHI",2018,164,0.035,2018-09-25 09:15:00,2018-09-25 11:55:00,161
"WHI",2018,168,0.039,2018-09-30 21:05:00,2018-10-01 11:30:00,866
"WHI",2018,178,0.018,2018-10-08 18:00:00,2018-10-08 19:00:00,61
"WHI",2018,180,0.02,2018-10-09 14:00:00,2018-10-09 18:10:00,251
"WHI",2019,6,0.011,2019-04-27 01:25:00,2019-04-27 06:20:00,296
"WHI",2019,10,0.01,2019-05-05 00:15:00,2019-05-05 01:15:00,61
"WHI",2019,14,0.026,2019-05-08 02:35:00,2019-05-08 09:20:00,406
"WHI",2019,24,0.07696,2019-05-18 17:00:00,2019-05-29 10:00:00,15421
"WHI",2019,26,0.021,2019-06-17 15:40:00,2019-06-17 17:20:00,101
"WHI",2019,28,0.01091,2019-06-18 09:00:00,2019-06-21 10:00:00,4381
"WHI",2019,32,0.008,2019-07-16 06:50:00,2019-07-16 07:40:00,51
"WHI",2019,34,0.012,2019-07-17 10:30:00,2019-07-17 10:40:00,11
"WHI",2019,38,0.021,2019-07-20 17:55:00,2019-07-20 18:30:00,36
"WHI",2019,42,0.018,2019-07-31 10:55:00,2019-07-31 16:15:00,321
"WHI",2019,46,0.023,2019-08-18 03:20:00,2019-08-18 04:50:00,91
"WHI",2019,48,0.102,2019-08-20 03:20:00,2019-08-20 05:05:00,106
"WHI",2019,58,0.011,2019-09-10 02:10:00,2019-09-10 06:40:00,271
"WHI",2019,60,0.024,2019-09-11 06:25:00,2019-09-11 09:20:00,176
"WHI",2019,64,0.014,2019-09-12 15:35:00,2019-09-12 15:45:00,11
"WHI",2019,66,0.007,2019-09-14 13:00:00,2019-09-14 13:30:00,31
"WHI",2019,76,0.015,2019-09-24 21:50:00,2019-09-24 22:15:00,26
"WHI",2019,78,0.009,2019-09-29 09:35:00,2019-09-29 15:00:00,326
"WHI",2019,80,0.037,2019-10-01 15:30:00,2019-10-01 23:15:00,466
"WHI",2019,82,0.007,2019-10-02 10:35:00,2019-10-02 13:30:00,176
"WHI",2019,84,0.017,2019-10-05 00:25:00,2019-10-05 09:30:00,546
"WHI",2019,86,0.031,2019-10-09 19:30:00,2019-10-09 21:05:00,96
"WHI",2019,88,0.042,2019-10-10 05:35:00,2019-10-10 16:00:00,626
"WHI",2019,98,0.011,2019-04-27 01:25:00,2019-04-27 06:20:00,296
"WHI",2019,102,0.01,2019-05-05 00:15:00,2019-05-05 01:15:00,61
"WHI",2019,106,0.026,2019-05-08 02:35:00,2019-05-08 09:20:00,406
"WHI",2019,116,0.07696,2019-05-18 17:00:00,2019-05-29 10:00:00,15421
"WHI",2019,118,0.021,2019-06-17 15:40:00,2019-06-17 17:20:00,101
"WHI",2019,120,0.01091,2019-06-18 09:00:00,2019-06-21 10:00:00,4381
"WHI",2019,124,0.008,2019-07-16 06:50:00,2019-07-16 07:40:00,51
"WHI",2019,126,0.012,2019-07-17 10:30:00,2019-07-17 10:40:00,11
"WHI",2019,130,0.021,2019-07-20 17:55:00,2019-07-20 18:30:00,36
"WHI",2019,134,0.018,2019-07-31 10:55:00,2019-07-31 16:15:00,321
"WHI",2019,138,0.023,2019-08-18 03:20:00,2019-08-18 04:50:00,91
"WHI",2019,140,0.102,2019-08-20 03:20:00,2019-08-20 05:05:00,106
"WHI",2019,150,0.011,2019-09-10 02:10:00,2019-09-10 06:40:00,271
"WHI",2019,152,0.024,2019-09-11 06:25:00,2019-09-11 09:20:00,176
"WHI",2019,156,0.014,2019-09-12 15:35:00,2019-09-12 15:45:00,11
"WHI",2019,158,0.007,2019-09-14 13:00:00,2019-09-14 13:30:00,31
"WHI",2019,168,0.015,2019-09-24 21:50:00,2019-09-24 22:15:00,26
"WHI",2019,170,0.009,2019-09-29 09:35:00,2019-09-29 15:00:00,326
"WHI",2019,172,0.037,2019-10-01 15:30:00,2019-10-01 23:15:00,466
"WHI",2019,174,0.007,2019-10-02 10:35:00,2019-10-02 13:30:00,176
"WHI",2019,176,0.017,2019-10-05 00:25:00,2019-10-05 09:30:00,546
"WHI",2019,178,0.031,2019-10-09 19:30:00,2019-10-09 21:05:00,96
"WHI",2019,180,0.042,2019-10-10 05:35:00,2019-10-10 16:00:00,626
"WHI",2020,6,0.018,2020-05-16 22:00:00,2020-05-16 22:55:00,56
"WHI",2020,20,0.014,2020-06-09 22:55:00,2020-06-09 23:30:00,36
"WHI",2020,28,0.01,2020-06-22 08:20:00,2020-06-22 10:25:00,126
"WHI",2020,34,0.007,2020-07-01 03:05:00,2020-07-01 05:20:00,136
"WHI",2020,36,0.01,2020-07-26 10:00:00,2020-07-26 10:25:00,26
"WHI",2020,40,0.039,2020-07-29 21:05:00,2020-07-29 22:05:00,61
"WHI",2020,42,0.009,2020-08-06 07:20:00,2020-08-06 12:00:00,281
"WHI",2020,44,0.021,2020-08-10 10:00:00,2020-08-10 10:35:00,36
"WHI",2020,50,0.028,2020-09-08 14:00:00,2020-09-08 18:15:00,256
"WHI",2020,52,0.016,2020-09-09 03:35:00,2020-09-09 09:50:00,376
"WHI",2020,62,0.008,2020-10-12 00:20:00,2020-10-12 01:05:00,46
"WHI",2020,64,0.011,2020-10-22 02:00:00,2020-10-22 09:30:00,451
"WHI",2020,70,0.018,2020-05-16 22:00:00,2020-05-16 22:55:00,56
"WHI",2020,84,0.014,2020-06-09 22:55:00,2020-06-09 23:30:00,36
"WHI",2020,92,0.01,2020-06-22 08:20:00,2020-06-22 10:25:00,126
"WHI",2020,98,0.007,2020-07-01 03:05:00,2020-07-01 05:20:00,136
"WHI",2020,100,0.01,2020-07-26 10:00:00,2020-07-26 10:25:00,26
"WHI",2020,104,0.039,2020-07-29 21:05:00,2020-07-29 22:05:00,61
"WHI",2020,106,0.009,2020-08-06 07:20:00,2020-08-06 12:00:00,281
"WHI",2020,108,0.021,2020-08-10 10:00:00,2020-08-10 10:35:00,36
"WHI",2020,114,0.028,2020-09-08 14:00:00,2020-09-08 18:15:00,256
"WHI",2020,116,0.016,2020-09-09 03:35:00,2020-09-09 09:50:00,376
"WHI",2020,126,0.008,2020-10-12 00:20:00,2020-10-12 01:05:00,46
"WHI",2020,128,0.011,2020-10-22 02:00:00,2020-10-22 13:25:00,686
"WHI",2021,4,0.007,2021-04-07 23:30:00,2021-04-08 05:05:00,336
"WHI",2021,6,0.013,2021-05-03 00:15:00,2021-05-03 03:00:00,166
"WHI",2021,12,0.008,2021-05-20 18:45:00,2021-05-20 20:30:00,106
"WHI",2021,16,0.01,2021-05-25 18:40:00,2021-05-25 18:50:00,11
"WHI",2021,18,0.015,2021-05-27 04:25:00,2021-05-27 05:50:00,86
"WHI",2021,22,0.011,2021-06-24 05:05:00,2021-06-24 05:10:00,6
"WHI",2021,26,0.00736,2021-09-02 22:00:00,2021-09-03 12:00:00,841
"WHI",2021,32,0.017,2021-09-30 03:35:00,2021-09-30 05:20:00,106
"WHI",2021,38,0.009,2021-10-13 03:45:00,2021-10-13 05:40:00,116
"WHI",2021,40,0.061,2021-10-24 03:10:00,2021-10-24 17:55:00,886
"WHI",2021,44,0.007,2021-04-07 23:30:00,2021-04-08 05:05:00,336
"WHI",2021,46,0.013,2021-05-03 00:15:00,2021-05-03 03:00:00,166
"WHI",2021,52,0.008,2021-05-20 18:45:00,2021-05-20 20:30:00,106
"WHI",2021,56,0.01,2021-05-25 18:40:00,2021-05-25 18:50:00,11
"WHI",2021,58,0.015,2021-05-27 04:25:00,2021-05-27 05:50:00,86
"WHI",2021,62,0.011,2021-06-24 05:05:00,2021-06-24 05:10:00,6
"WHI",2021,66,0.00736,2021-09-02 22:00:00,2021-09-03 12:00:00,841
"WHI",2021,72,0.017,2021-09-30 03:35:00,2021-09-30 05:20:00,106
"WHI",2021,78,0.009,2021-10-13 03:45:00,2021-10-13 05:40:00,116
"WHI",2021,80,0.061,2021-10-24 03:10:00,2021-10-24 17:55:00,886
"WOR",2016,6,0.014,2016-03-30 17:50:00,2016-03-30 20:05:00,136
"WOR",2016,10,0.008,2016-04-20 08:35:00,2016-04-20 12:50:00,256
"WOR",2016,18,0.009,2016-04-27 20:10:00,2016-04-27 21:20:00,71
"WOR",2016,20,0.025,2016-04-30 10:20:00,2016-04-30 15:40:00,321
"WOR",2016,30,0.008,2016-05-25 05:30:00,2016-05-25 09:05:00,216
"WOR",2016,32,0.008,2016-05-26 03:15:00,2016-05-26 04:00:00,46
"WOR",2016,36,0.023,2016-05-27 09:00:00,2016-05-27 11:40:00,161
"WOR",2016,40,0.01,2016-05-30 19:05:00,2016-05-30 20:40:00,96
"WOR",2016,42,0.009,2016-05-31 14:50:00,2016-05-31 15:35:00,46
"WOR",2016,54,0.008,2016-07-06 01:05:00,2016-07-06 01:25:00,21
"WOR",2016,60,0.014,2016-07-11 23:20:00,2016-07-12 00:35:00,76
"WOR",2016,62,0.019,2016-07-17 04:15:00,2016-07-17 06:05:00,111
"WOR",2016,64,0.032,2016-07-18 04:25:00,2016-07-18 05:55:00,91
"WOR",2016,66,0.016,2016-07-19 09:45:00,2016-07-19 13:15:00,211
"WOR",2016,70,0.008,2016-08-11 03:25:00,2016-08-11 07:25:00,241
"WOR",2016,72,0.062,2016-08-11 18:45:00,2016-08-12 02:00:00,436
"WOR",2016,74,0.016,2016-08-19 13:05:00,2016-08-19 20:25:00,441
"WOR",2016,80,0.039,2016-08-29 17:00:00,2016-08-29 17:45:00,46
"WOR",2016,82,0.061,2016-09-07 10:45:00,2016-09-08 00:40:00,836
"WOR",2016,88,0.052,2016-09-15 20:20:00,2016-09-16 04:25:00,486
"WOR",2016,90,0.007,2016-09-22 05:35:00,2016-09-22 06:35:00,61
"WOR",2016,92,0.059,2016-09-22 20:15:00,2016-09-22 23:35:00,201
"WOR",2016,96,0.025,2016-09-24 19:30:00,2016-09-25 03:20:00,471
"WOR",2016,114,0.014,2016-03-30 17:50:00,2016-03-30 20:05:00,136
"WOR",2016,118,0.008,2016-04-20 08:35:00,2016-04-20 12:50:00,256
"WOR",2016,126,0.009,2016-04-27 20:10:00,2016-04-27 21:20:00,71
"WOR",2016,128,0.025,2016-04-30 10:20:00,2016-04-30 15:40:00,321
"WOR",2016,138,0.008,2016-05-25 05:30:00,2016-05-25 09:05:00,216
"WOR",2016,140,0.008,2016-05-26 03:15:00,2016-05-26 04:00:00,46
"WOR",2016,144,0.023,2016-05-27 09:00:00,2016-05-27 11:40:00,161
"WOR",2016,148,0.01,2016-05-30 19:05:00,2016-05-30 20:40:00,96
"WOR",2016,158,0.008,2016-07-06 01:05:00,2016-07-06 01:25:00,21
"WOR",2016,164,0.014,2016-07-11 23:20:00,2016-07-12 00:35:00,76
"WOR",2016,166,0.019,2016-07-17 04:15:00,2016-07-17 06:05:00,111
"WOR",2016,168,0.032,2016-07-18 04:25:00,2016-07-18 05:55:00,91
"WOR",2016,170,0.016,2016-07-19 09:45:00,2016-07-19 13:15:00,211
"WOR",2016,172,0.016,2016-08-19 13:05:00,2016-08-19 20:25:00,441
"WOR",2016,178,0.039,2016-08-29 17:00:00,2016-08-29 17:45:00,46
"WOR",2016,180,0.061,2016-09-07 10:45:00,2016-09-08 00:40:00,836
"WOR",2016,186,0.052,2016-09-15 20:20:00,2016-09-16 04:25:00,486
"WOR",2016,188,0.007,2016-09-22 05:35:00,2016-09-22 06:35:00,61
"WOR",2016,190,0.059,2016-09-22 20:15:00,2016-09-22 23:35:00,201
"WOR",2016,194,0.025,2016-09-24 19:30:00,2016-09-25 03:20:00,471
"WOR",2017,2,0.022,2017-03-29 11:10:00,2017-03-29 22:15:00,666
"WOR",2017,6,0.007,2017-04-14 15:40:00,2017-04-14 16:10:00,31
"WOR",2017,8,0.013,2017-04-15 17:50:00,2017-04-15 19:25:00,96
"WOR",2017,16,0.03,2017-04-30 09:55:00,2017-04-30 20:00:00,606
"WOR",2017,18,0.008,2017-05-01 03:10:00,2017-05-01 04:50:00,101
"WOR",2017,20,0.021,2017-05-10 05:10:00,2017-05-10 12:55:00,466
"WOR",2017,22,0.012,2017-05-16 21:45:00,2017-05-17 00:00:00,136
"WOR",2017,24,0.008,2017-05-17 15:25:00,2017-05-17 16:45:00,81
"WOR",2017,26,0.014,2017-05-19 00:20:00,2017-05-19 09:10:00,531
"WOR",2017,34,0.007,2017-05-27 12:15:00,2017-05-27 14:25:00,131
"WOR",2017,36,0.025,2017-06-14 01:00:00,2017-06-14 10:00:00,541
"WOR",2017,42,0.007,2017-06-28 03:50:00,2017-06-28 06:05:00,136
"WOR",2017,46,0.034,2017-07-20 21:40:00,2017-07-20 22:20:00,41
"WOR",2017,48,0.008,2017-07-26 15:30:00,2017-07-26 15:50:00,21
"WOR",2017,50,0.017,2017-08-01 22:30:00,2017-08-01 23:00:00,31
"WOR",2017,54,0.017,2017-08-14 05:15:00,2017-08-14 06:30:00,76
"WOR",2017,60,0.009,2017-08-21 04:30:00,2017-08-21 06:15:00,106
"WOR",2017,62,0.019,2017-08-21 13:35:00,2017-08-21 18:05:00,271
"WOR",2017,66,0.015,2017-09-16 23:10:00,2017-09-17 01:15:00,126
"WOR",2017,70,0.008,2017-09-25 15:45:00,2017-09-25 19:20:00,216
"WOR",2017,72,0.01,2017-10-10 08:45:00,2017-10-10 11:55:00,191
"WOR",2017,74,0.023,2017-10-13 09:15:00,2017-10-13 11:35:00,141
"WOR",2017,76,0.011,2017-10-14 07:20:00,2017-10-14 16:00:00,521
"WOR",2017,78,0.022,2017-03-29 11:10:00,2017-03-29 22:15:00,666
"WOR",2017,82,0.007,2017-04-14 15:40:00,2017-04-14 16:10:00,31
"WOR",2017,84,0.013,2017-04-15 17:50:00,2017-04-15 19:25:00,96
"WOR",2017,92,0.03,2017-04-30 09:55:00,2017-04-30 20:00:00,606
"WOR",2017,94,0.008,2017-05-01 03:10:00,2017-05-01 04:50:00,101
"WOR",2017,96,0.021,2017-05-10 05:10:00,2017-05-10 12:55:00,466
"WOR",2017,98,0.012,2017-05-16 21:45:00,2017-05-17 00:00:00,136
"WOR",2017,100,0.008,2017-05-17 15:25:00,2017-05-17 16:45:00,81
"WOR",2017,102,0.014,2017-05-19 00:20:00,2017-05-19 09:10:00,531
"WOR",2017,110,0.007,2017-05-27 12:15:00,2017-05-27 14:25:00,131
"WOR",2017,112,0.025,2017-06-14 01:00:00,2017-06-14 10:00:00,541
"WOR",2017,118,0.007,2017-06-28 03:50:00,2017-06-28 06:05:00,136
"WOR",2017,122,0.034,2017-07-20 21:40:00,2017-07-20 22:20:00,41
"WOR",2017,124,0.008,2017-07-26 15:30:00,2017-07-26 15:50:00,21
"WOR",2017,126,0.017,2017-08-01 22:30:00,2017-08-01 23:00:00,31
"WOR",2017,130,0.017,2017-08-14 05:15:00,2017-08-14 06:30:00,76
"WOR",2017,136,0.009,2017-08-21 04:30:00,2017-08-21 06:15:00,106
"WOR",2017,138,0.019,2017-08-21 13:35:00,2017-08-21 18:05:00,271
"WOR",2017,142,0.015,2017-09-16 23:10:00,2017-09-17 01:15:00,126
"WOR",2017,146,0.008,2017-09-25 15:45:00,2017-09-25 19:20:00,216
"WOR",2017,148,0.01,2017-10-10 08:45:00,2017-10-10 11:55:00,191
"WOR",2017,150,0.023,2017-10-13 09:15:00,2017-10-13 11:35:00,141
"WOR",2017,152,0.011,2017-10-14 07:20:00,2017-10-14 16:00:00,521
"WOR",2018,4,0.037,2018-05-01 17:05:00,2018-05-01 22:55:00,351
"WOR",2018,8,0.023,2018-05-03 12:20:00,2018-05-03 19:10:00,411
"WOR",2018,12,0.09906,2018-06-06 17:00:00,2018-08-16 20:00:00,102421
"WOR",2018,16,0.02,2018-08-28 13:00:00,2018-08-28 19:45:00,406
"WOR",2018,18,0.016,2018-08-31 06:25:00,2018-08-31 07:35:00,71
"WOR",2018,20,0.007,2018-09-01 04:50:00,2018-09-01 05:15:00,26
"WOR",2018,22,0.04,2018-09-01 19:35:00,2018-09-02 00:55:00,321
"WOR",2018,24,0.009,2018-09-02 11:20:00,2018-09-02 11:55:00,36
"WOR",2018,28,0.017,2018-09-04 17:55:00,2018-09-04 20:10:00,136
"WOR",2018,30,0.011,2018-09-05 03:40:00,2018-09-05 10:50:00,431
"WOR",2018,32,0.007,2018-09-18 13:05:00,2018-09-18 15:05:00,121
"WOR",2018,34,0.009,2018-09-19 08:45:00,2018-09-19 09:10:00,26
"WOR",2018,38,0.012,2018-09-20 21:50:00,2018-09-20 23:10:00,81
"WOR",2018,40,0.026,2018-09-25 10:40:00,2018-09-25 11:55:00,76
"WOR",2018,44,0.026,2018-09-30 20:20:00,2018-10-01 12:45:00,986
"WOR",2018,58,0.037,2018-05-01 17:05:00,2018-05-01 22:55:00,351
"WOR",2018,62,0.023,2018-05-03 12:20:00,2018-05-03 19:10:00,411
"WOR",2018,66,0.09906,2018-06-06 17:00:00,2018-08-16 20:00:00,102421
"WOR",2018,70,0.02,2018-08-28 13:00:00,2018-08-28 19:45:00,406
"WOR",2018,72,0.016,2018-08-31 06:25:00,2018-08-31 07:35:00,71
"WOR",2018,74,0.007,2018-09-01 04:50:00,2018-09-01 05:15:00,26
"WOR",2018,76,0.04,2018-09-01 19:35:00,2018-09-02 00:55:00,321
"WOR",2018,78,0.009,2018-09-02 11:20:00,2018-09-02 11:55:00,36
"WOR",2018,82,0.017,2018-09-04 17:55:00,2018-09-04 20:10:00,136
"WOR",2018,84,0.011,2018-09-05 03:40:00,2018-09-05 10:50:00,431
"WOR",2018,86,0.007,2018-09-18 13:05:00,2018-09-18 15:05:00,121
"WOR",2018,88,0.009,2018-09-19 08:45:00,2018-09-19 09:10:00,26
"WOR",2018,92,0.012,2018-09-20 21:50:00,2018-09-20 23:10:00,81
"WOR",2018,94,0.026,2018-09-25 10:40:00,2018-09-25 11:55:00,76
"WOR",2018,98,0.026,2018-09-30 20:20:00,2018-10-01 12:45:00,986
"WOR",2019,2,0.012,2019-04-07 16:10:00,2019-04-07 16:30:00,21
"WOR",2019,16,0.007,2019-04-30 11:00:00,2019-04-30 19:20:00,501
"WOR",2019,20,0.007,2019-05-08 04:45:00,2019-05-08 12:25:00,461
"WOR",2019,22,0.01,2019-05-14 07:55:00,2019-05-14 09:25:00,91
"WOR",2019,24,0.016,2019-05-17 03:30:00,2019-05-17 10:05:00,396
"WOR",2019,26,0.014,2019-05-18 17:40:00,2019-05-19 00:45:00,426
"WOR",2019,28,0.016,2019-05-21 13:20:00,2019-05-21 18:35:00,316
"WOR",2019,30,0.057,2019-05-23 23:40:00,2019-05-24 07:25:00,466
"WOR",2019,34,0.014,2019-05-28 07:35:00,2019-05-28 08:55:00,81
"WOR",2019,42,0.021,2019-06-15 17:00:00,2019-06-15 18:05:00,66
"WOR",2019,44,0.029,2019-06-21 06:20:00,2019-06-21 08:45:00,146
"WOR",2019,48,0.01,2019-06-22 21:40:00,2019-06-22 23:50:00,131
"WOR",2019,52,0.015,2019-07-02 11:25:00,2019-07-02 21:55:00,631
"WOR",2019,54,0.014,2019-07-03 04:50:00,2019-07-03 05:45:00,56
"WOR",2019,56,0.021,2019-07-03 16:15:00,2019-07-03 16:50:00,36
"WOR",2019,62,0.017,2019-07-16 05:10:00,2019-07-16 05:35:00,26
"WOR",2019,66,0.012,2019-07-17 10:55:00,2019-07-17 11:30:00,36
"WOR",2019,72,0.01,2019-08-05 22:30:00,2019-08-05 22:35:00,6
"WOR",2019,78,0.011,2019-08-18 02:45:00,2019-08-18 05:15:00,151
"WOR",2019,80,0.013,2019-08-20 05:00:00,2019-08-20 05:15:00,16
"WOR",2019,84,0.007,2019-08-29 06:40:00,2019-08-29 07:15:00,36
"WOR",2019,90,0.037,2019-09-09 05:15:00,2019-09-09 06:10:00,56
"WOR",2019,92,0.021,2019-09-09 17:05:00,2019-09-09 18:45:00,101
"WOR",2019,96,0.016,2019-09-11 07:55:00,2019-09-11 10:25:00,151
"WOR",2019,98,0.007,2019-09-12 17:05:00,2019-09-12 17:45:00,41
"WOR",2019,100,0.007,2019-09-14 17:40:00,2019-09-14 17:50:00,11
"WOR",2019,106,0.01,2019-09-21 16:55:00,2019-09-21 18:45:00,111
"WOR",2019,110,0.007,2019-09-22 10:20:00,2019-09-22 11:00:00,41
"WOR",2019,114,0.01,2019-09-29 11:05:00,2019-09-29 16:05:00,301
"WOR",2019,116,0.022,2019-10-01 16:40:00,2019-10-02 00:00:00,441
"WOR",2019,120,0.012,2019-10-05 04:25:00,2019-10-05 11:00:00,396
"WOR",2019,122,0.008,2019-10-09 20:00:00,2019-10-09 21:55:00,116
"WOR",2019,124,0.02,2019-10-10 06:55:00,2019-10-10 18:40:00,706
"WOR",2019,128,0.036,2019-10-21 00:15:00,2019-10-21 06:45:00,391
"WOR",2019,132,0.012,2019-04-07 16:10:00,2019-04-07 16:30:00,21
"WOR",2019,146,0.007,2019-04-30 11:00:00,2019-04-30 19:20:00,501
"WOR",2019,150,0.007,2019-05-08 04:45:00,2019-05-08 12:25:00,461
"WOR",2019,152,0.01,2019-05-14 07:55:00,2019-05-14 09:25:00,91
"WOR",2019,154,0.016,2019-05-17 03:30:00,2019-05-17 10:05:00,396
"WOR",2019,156,0.014,2019-05-18 17:40:00,2019-05-19 00:45:00,426
"WOR",2019,158,0.016,2019-05-21 13:20:00,2019-05-21 18:35:00,316
"WOR",2019,160,0.057,2019-05-23 23:40:00,2019-05-24 07:25:00,466
"WOR",2019,164,0.014,2019-05-28 07:35:00,2019-05-28 08:55:00,81
"WOR",2019,172,0.021,2019-06-15 17:00:00,2019-06-15 18:05:00,66
"WOR",2019,174,0.029,2019-06-21 06:20:00,2019-06-21 08:45:00,146
"WOR",2019,178,0.01,2019-06-22 21:40:00,2019-06-22 23:50:00,131
"WOR",2019,182,0.015,2019-07-02 11:25:00,2019-07-02 21:55:00,631
"WOR",2019,184,0.014,2019-07-03 04:50:00,2019-07-03 05:45:00,56
"WOR",2019,186,0.021,2019-07-03 16:15:00,2019-07-03 16:50:00,36
"WOR",2019,192,0.017,2019-07-16 05:10:00,2019-07-16 05:35:00,26
"WOR",2019,196,0.012,2019-07-17 10:55:00,2019-07-17 11:30:00,36
"WOR",2019,202,0.01,2019-08-05 22:30:00,2019-08-05 22:35:00,6
"WOR",2019,208,0.011,2019-08-18 02:45:00,2019-08-18 05:15:00,151
"WOR",2019,210,0.013,2019-08-20 05:00:00,2019-08-20 05:15:00,16
"WOR",2019,214,0.007,2019-08-29 06:40:00,2019-08-29 07:15:00,36
"WOR",2019,220,0.037,2019-09-09 05:15:00,2019-09-09 06:10:00,56
"WOR",2019,222,0.021,2019-09-09 17:05:00,2019-09-09 18:45:00,101
"WOR",2019,226,0.016,2019-09-11 07:55:00,2019-09-11 10:25:00,151
"WOR",2019,228,0.007,2019-09-12 17:05:00,2019-09-12 17:45:00,41
