"SiteID","Year","eventid","precipitation","eventStart","eventEnd","time"
"MAR",2019,74,0.028,2019-10-05 08:20:00,2019-10-05 11:30:00,4.16666666666667
"MAR",2019,76,0.007,2019-10-09 23:25:00,2019-10-10 08:05:00,9.66666666666667
"MAR",2019,80,0.022,2019-10-21 01:50:00,2019-10-21 08:40:00,7.83333333333333
"MAR",2020,6,0.027,2020-05-17 00:40:00,2020-05-17 04:20:00,4.66666666666667
"MAR",2020,12,0.009,2020-05-26 14:15:00,2020-05-26 14:25:00,1.16666666666667
"MAR",2020,14,0.035,2020-05-28 05:55:00,2020-05-28 08:40:00,3.75
"MAR",2020,22,0.029,2020-06-09 11:25:00,2020-06-09 13:40:00,3.25
"MAR",2020,24,0.021,2020-06-10 07:25:00,2020-06-10 10:55:00,4.5
"MAR",2020,26,0.013,2020-06-19 01:05:00,2020-06-19 02:00:00,1.91666666666667
"MAR",2020,28,0.007,2020-06-19 13:20:00,2020-06-19 19:05:00,6.75
"MAR",2020,30,0.01,2020-06-20 02:15:00,2020-06-20 03:00:00,1.75
"MAR",2020,32,0.016,2020-06-22 02:20:00,2020-06-22 13:25:00,12.0833333333333
"MCN",2017,2,0.035,2017-04-03 07:35:00,2017-04-03 11:05:00,4.5
"MCN",2017,6,0.008,2017-04-05 00:45:00,2017-04-05 08:30:00,8.75
"MCN",2017,14,0.03,2017-04-15 21:00:00,2017-04-16 00:15:00,4.25
"MCN",2017,16,0.008,2017-04-19 02:20:00,2017-04-19 06:10:00,4.83333333333333
"MCN",2017,18,0.019,2017-04-26 00:00:00,2017-04-26 06:05:00,7.08333333333333
"MCN",2017,24,0.011,2017-04-30 11:05:00,2017-04-30 21:40:00,11.5833333333333
"MCN",2017,26,0.012,2017-05-08 07:10:00,2017-05-08 09:30:00,3.33333333333333
"MCN",2017,28,0.035,2017-05-10 13:15:00,2017-05-10 15:40:00,3.41666666666667
"MCN",2017,30,0.009,2017-05-17 00:25:00,2017-05-17 02:50:00,3.41666666666667
"MCN",2017,34,0.02,2017-05-19 00:10:00,2017-05-19 02:45:00,3.58333333333333
"MCN",2017,38,0.007,2017-06-15 23:40:00,2017-06-16 00:25:00,1.75
"MCN",2017,42,0.007,2017-06-23 01:30:00,2017-06-23 01:50:00,1.33333333333333
"MCN",2017,52,0.009,2017-07-26 22:10:00,2017-07-26 22:50:00,1.66666666666667
"MCN",2017,54,0.008,2017-08-03 07:40:00,2017-08-03 08:05:00,1.41666666666667
"MCN",2017,58,0.033,2017-10-13 23:15:00,2017-10-14 13:40:00,15.4166666666667
"MCN",2017,60,0.056,2017-10-21 19:15:00,2017-10-22 00:25:00,6.16666666666667
"MCN",2018,2,0.026,2018-05-02 20:00:00,2018-05-02 22:05:00,3.08333333333333
"MCN",2018,8,0.025,2018-05-12 07:50:00,2018-05-12 10:15:00,3.41666666666667
"MCN",2018,10,0.01,2018-05-15 04:55:00,2018-05-15 05:15:00,1.33333333333333
"MCN",2018,12,0.025,2018-05-21 01:40:00,2018-05-21 03:25:00,2.75
"MCN",2018,16,0.03,2018-06-02 05:05:00,2018-06-02 07:35:00,3.5
"MCN",2018,18,0.012,2018-06-06 20:05:00,2018-06-06 22:25:00,3.33333333333333
"MCN",2018,22,0.012,2018-06-11 22:45:00,2018-06-11 23:20:00,1.58333333333333
"MCN",2018,32,0.021,2018-06-24 15:55:00,2018-06-24 19:40:00,4.75
"MCN",2018,36,0.011,2018-06-26 02:25:00,2018-06-26 03:05:00,1.66666666666667
"MCN",2018,40,0.007,2018-06-28 12:40:00,2018-06-28 12:55:00,1.25
"MCN",2018,42,0.048,2018-06-30 21:50:00,2018-07-01 01:55:00,5.08333333333333
"MCN",2018,46,0.018,2018-07-29 00:50:00,2018-07-29 02:55:00,3.08333333333333
"MCN",2018,52,0.15667,2018-08-31 04:00:00,2018-09-07 13:00:00,178
"MCN",2018,58,0.044,2018-10-05 15:10:00,2018-10-06 09:10:00,19
"MCN",2018,60,0.014,2018-10-07 00:25:00,2018-10-07 11:50:00,12.4166666666667
"MCN",2018,64,0.013,2018-10-08 01:55:00,2018-10-08 03:35:00,2.66666666666667
"MCN",2018,68,0.061,2018-10-08 20:00:00,2018-10-09 10:15:00,15.25
"MCN",2019,8,0.04,2019-04-29 01:10:00,2019-04-29 04:30:00,4.33333333333333
"MCN",2019,16,0.007,2019-05-17 00:40:00,2019-05-17 06:20:00,6.66666666666667
"MCN",2019,18,0.008,2019-05-18 06:10:00,2019-05-18 06:30:00,1.33333333333333
"MCN",2019,20,0.007,2019-05-18 16:40:00,2019-05-18 17:55:00,2.25
"MCN",2019,26,0.016,2019-05-21 12:00:00,2019-05-21 17:45:00,6.75
"MCN",2019,28,0.012,2019-05-24 03:15:00,2019-05-24 07:05:00,4.83333333333333
"MCN",2019,30,0.017,2019-05-25 19:20:00,2019-05-25 19:45:00,1.41666666666667
"MCN",2019,32,0.016,2019-05-26 01:50:00,2019-05-26 03:10:00,2.33333333333333
"MCN",2019,34,0.015,2019-05-27 06:55:00,2019-05-27 11:30:00,5.58333333333333
"MCN",2019,36,0.037,2019-05-28 08:05:00,2019-05-28 15:50:00,8.75
"MCN",2019,38,0.013,2019-05-28 22:10:00,2019-05-29 00:20:00,3.16666666666667
"MCN",2019,42,0.015,2019-06-21 07:40:00,2019-06-21 09:40:00,3
"MCN",2019,46,0.016,2019-06-22 22:00:00,2019-06-23 01:05:00,4.08333333333333
"MCN",2019,48,0.024,2019-06-25 17:20:00,2019-06-25 22:00:00,5.66666666666667
"MCN",2019,52,0.05,2019-07-17 12:50:00,2019-07-17 14:15:00,2.41666666666667
"MCN",2019,54,0.013,2019-08-12 05:40:00,2019-08-12 06:50:00,2.16666666666667
"MCN",2019,58,0.048,2019-08-18 02:55:00,2019-08-18 07:50:00,5.91666666666667
"MCN",2019,60,0.048,2019-08-20 05:55:00,2019-08-20 07:15:00,2.33333333333333
"MCN",2019,62,0.017,2019-08-29 07:45:00,2019-08-29 09:05:00,2.33333333333333
"MCN",2019,68,0.029,2019-09-22 01:15:00,2019-09-22 04:50:00,4.58333333333333
"MCN",2019,70,0.009,2019-09-22 11:00:00,2019-09-22 17:15:00,7.25
"MCN",2019,74,0.015,2019-10-01 20:40:00,2019-10-02 01:25:00,5.75
"MCN",2019,76,0.013,2019-10-02 11:05:00,2019-10-02 16:50:00,6.75
"MCN",2019,80,0.023,2019-10-09 21:45:00,2019-10-10 09:05:00,12.3333333333333
"MCN",2019,82,0.01,2019-10-21 01:05:00,2019-10-21 06:00:00,5.91666666666667
"MCN",2020,2,0.008,2020-03-28 00:40:00,2020-03-28 09:10:00,9.5
"MCN",2020,8,0.057,2020-05-14 17:40:00,2020-05-14 19:30:00,2.83333333333333
"MCN",2020,10,0.013,2020-05-17 02:20:00,2020-05-17 03:35:00,2.25
"MCN",2020,12,0.011,2020-05-23 01:55:00,2020-05-23 05:20:00,4.41666666666667
"MCN",2020,16,0.011,2020-05-25 17:50:00,2020-05-25 18:30:00,1.66666666666667
"MCN",2020,18,0.009,2020-05-26 14:35:00,2020-05-26 14:45:00,1.16666666666667
"MCN",2020,20,0.015,2020-05-28 05:35:00,2020-05-28 06:05:00,1.5
"MCN",2020,22,0.007,2020-06-05 05:25:00,2020-06-05 05:45:00,1.33333333333333
"MCN",2020,26,0.039,2020-06-09 23:05:00,2020-06-10 09:35:00,11.5
"MCN",2020,28,0.007,2020-06-19 15:55:00,2020-06-20 03:25:00,12.5
"MCN",2020,30,0.01,2020-06-22 03:45:00,2020-06-22 06:30:00,3.75
"MCN",2020,36,0.027,2020-07-14 22:45:00,2020-07-15 06:55:00,9.16666666666667
"RHO",2016,4,0.014,2016-03-15 15:00:00,2016-03-15 16:30:00,2.5
"RHO",2016,6,0.013,2016-03-23 20:15:00,2016-03-23 21:15:00,2
"RHO",2016,12,0.007,2016-04-05 22:55:00,2016-04-06 00:25:00,2.5
"RHO",2016,22,0.012,2016-04-27 20:45:00,2016-04-27 21:45:00,2
"RHO",2016,24,0.01,2016-04-30 09:40:00,2016-04-30 16:25:00,7.75
"RHO",2016,28,0.036,2016-06-11 01:50:00,2016-06-11 05:00:00,4.16666666666667
"RHO",2016,36,0.01,2016-06-26 02:10:00,2016-06-26 03:10:00,2
"RHO",2016,38,0.012,2016-06-30 16:50:00,2016-06-30 17:05:00,1.25
"RHO",2016,40,0.011,2016-07-07 06:15:00,2016-07-07 07:40:00,2.41666666666667
"RHO",2016,42,0.009,2016-07-10 13:25:00,2016-07-10 13:35:00,1.16666666666667
"RHO",2016,44,0.007,2016-07-12 00:15:00,2016-07-12 01:00:00,1.75
"RHO",2016,46,0.014,2016-07-17 05:25:00,2016-07-17 08:15:00,3.83333333333333
"RHO",2016,48,0.011,2016-07-18 03:15:00,2016-07-18 05:15:00,3
"RHO",2016,50,0.013,2016-07-19 12:05:00,2016-07-19 14:00:00,2.91666666666667
"RHO",2016,54,0.027,2016-08-04 15:55:00,2016-08-04 21:55:00,7
"RHO",2016,56,0.029,2016-08-11 05:10:00,2016-08-11 10:00:00,5.83333333333333
"RHO",2016,58,0.046,2016-08-11 19:40:00,2016-08-12 05:30:00,10.8333333333333
"RHO",2016,60,0.027,2016-08-17 03:45:00,2016-08-17 05:50:00,3.08333333333333
"RHO",2016,62,0.013,2016-08-19 19:55:00,2016-08-19 21:50:00,2.91666666666667
"RHO",2016,68,0.026,2016-09-07 12:05:00,2016-09-08 01:30:00,14.4166666666667
"RHO",2016,70,0.015,2016-09-09 11:40:00,2016-09-09 16:45:00,6.08333333333333
"RHO",2016,72,0.029,2016-09-15 20:20:00,2016-09-15 23:40:00,4.33333333333333
"RHO",2016,74,0.01,2016-09-23 08:00:00,2016-09-23 10:00:00,3
"RHO",2016,76,0.015,2016-09-24 22:05:00,2016-09-25 02:15:00,5.16666666666667
"RHO",2016,86,0.013,2016-11-02 02:30:00,2016-11-02 04:15:00,2.75
"RHO",2017,2,0.011,2017-03-29 12:50:00,2017-03-29 15:50:00,4
"RHO",2017,4,0.015,2017-03-29 22:05:00,2017-03-29 22:55:00,1.83333333333333
"RHO",2017,8,0.01,2017-04-14 16:15:00,2017-04-14 17:30:00,2.25
"RHO",2017,18,0.014,2017-04-30 16:30:00,2017-04-30 19:45:00,4.25
"RHO",2017,20,0.029,2017-05-10 05:50:00,2017-05-10 14:00:00,9.16666666666667
"RHO",2017,22,0.013,2017-05-17 00:30:00,2017-05-17 00:40:00,1.16666666666667
"RHO",2017,26,0.025,2017-05-19 00:05:00,2017-05-19 02:50:00,3.75
"RHO",2017,28,0.013,2017-05-20 01:30:00,2017-05-20 03:10:00,2.66666666666667
"RHO",2017,32,0.017,2017-05-27 12:20:00,2017-05-27 12:55:00,1.58333333333333
"RHO",2017,34,0.02,2017-06-14 03:55:00,2017-06-14 10:20:00,7.41666666666667
"RHO",2017,36,0.027,2017-06-16 22:55:00,2017-06-16 23:25:00,1.5
"RHO",2017,38,0.008,2017-06-19 14:05:00,2017-06-19 14:15:00,1.16666666666667
"RHO",2017,42,0.008,2017-06-28 04:20:00,2017-06-28 05:10:00,1.83333333333333
"RHO",2017,46,0.012,2017-07-12 17:20:00,2017-07-12 17:40:00,1.33333333333333
"RHO",2017,48,0.02,2017-07-20 22:15:00,2017-07-20 23:05:00,1.83333333333333
"RHO",2017,50,0.007,2017-07-22 05:00:00,2017-07-22 05:10:00,1.16666666666667
"RHO",2017,56,0.021,2017-08-14 06:05:00,2017-08-14 08:30:00,3.41666666666667
"RHO",2017,64,0.01,2017-08-21 03:15:00,2017-08-21 05:50:00,3.58333333333333
"RHO",2017,66,0.014,2017-08-21 13:40:00,2017-08-21 18:35:00,5.91666666666667
"RHO",2017,68,0.019,2017-09-17 01:00:00,2017-09-17 02:55:00,2.91666666666667
"RHO",2017,72,0.013,2017-09-25 19:05:00,2017-09-26 01:45:00,7.66666666666667
"RHO",2017,78,0.018,2017-10-06 02:30:00,2017-10-06 06:35:00,5.08333333333333
"RHO",2017,80,0.034,2017-10-06 16:55:00,2017-10-07 01:50:00,9.91666666666667
"RHO",2017,82,0.019,2017-10-10 08:00:00,2017-10-10 12:45:00,5.75
"RHO",2017,84,0.019,2017-10-14 09:55:00,2017-10-14 19:10:00,10.25
"RHO",2017,86,0.019,2017-10-21 18:25:00,2017-10-21 23:05:00,5.66666666666667
"RHO",2018,4,0.023,2018-05-01 19:30:00,2018-05-01 23:05:00,4.58333333333333
"RHO",2018,8,0.013,2018-05-03 13:10:00,2018-05-03 20:15:00,8.08333333333333
"RHO",2018,10,0.016,2018-05-12 02:20:00,2018-05-12 03:45:00,2.41666666666667
"RHO",2018,12,0.008,2018-05-19 14:05:00,2018-05-19 15:45:00,2.66666666666667
"RHO",2018,16,0.014,2018-06-02 06:30:00,2018-06-02 07:45:00,2.25
"RHO",2018,20,0.139,2018-06-14 04:20:00,2018-06-14 10:40:00,7.33333333333333
"RHO",2018,22,0.02,2018-06-19 01:15:00,2018-06-19 04:45:00,4.5
"RHO",2018,24,0.021,2018-06-20 03:35:00,2018-06-20 04:40:00,2.08333333333333
"RHO",2018,26,0.011,2018-06-20 13:55:00,2018-06-20 19:15:00,6.33333333333333
"RHO",2018,30,0.008,2018-06-24 10:35:00,2018-06-24 11:25:00,1.83333333333333
"RHO",2018,32,0.076,2018-06-25 17:10:00,2018-06-26 03:00:00,10.8333333333333
"RHO",2018,36,0.061,2018-06-30 19:35:00,2018-07-01 02:50:00,8.25
"RHO",2018,38,0.007,2018-07-04 18:00:00,2018-07-04 18:05:00,1.08333333333333
"RHO",2018,40,0.007,2018-07-05 01:20:00,2018-07-05 01:30:00,1.16666666666667
"RHO",2018,46,0.015,2018-07-25 22:00:00,2018-07-25 22:15:00,1.25
"RHO",2018,50,0.03,2018-08-06 03:30:00,2018-08-06 05:30:00,3
"RHO",2018,52,0.033,2018-08-07 05:25:00,2018-08-07 07:55:00,3.5
"RHO",2018,58,0.019,2018-08-20 02:40:00,2018-08-20 08:45:00,7.08333333333333
"RHO",2018,60,0.007,2018-08-20 16:10:00,2018-08-20 18:05:00,2.91666666666667
"RHO",2018,62,0.007,2018-08-27 05:05:00,2018-08-27 05:30:00,1.41666666666667
"RHO",2018,64,0.012,2018-08-28 13:45:00,2018-08-28 18:15:00,5.5
"RHO",2018,68,0.056,2018-09-01 19:55:00,2018-09-02 01:10:00,6.25
"RHO",2018,72,0.026,2018-09-03 06:05:00,2018-09-03 12:50:00,7.75
"RHO",2018,74,0.013,2018-09-04 18:35:00,2018-09-04 21:20:00,3.75
"RHO",2018,76,0.009,2018-09-05 05:15:00,2018-09-05 08:55:00,4.66666666666667
"RHO",2018,82,0.025,2018-09-19 09:40:00,2018-09-19 13:15:00,4.58333333333333
"RHO",2018,86,0.013,2018-09-20 22:25:00,2018-09-21 00:00:00,2.58333333333333
"RHO",2018,88,0.022,2018-09-25 11:10:00,2018-09-25 12:30:00,2.33333333333333
"RHO",2018,98,0.008,2018-10-05 17:10:00,2018-10-05 21:10:00,5
"RHO",2018,102,0.016,2018-10-08 20:45:00,2018-10-08 22:00:00,2.25
"RHO",2019,10,0.015,2019-04-17 16:25:00,2019-04-17 16:45:00,1.33333333333333
"RHO",2019,12,0.009,2019-04-28 22:30:00,2019-04-28 23:15:00,1.75
"RHO",2019,16,0.011,2019-05-08 03:45:00,2019-05-08 13:35:00,10.8333333333333
"RHO",2019,18,0.012,2019-05-14 08:25:00,2019-05-14 09:40:00,2.25
"RHO",2019,20,0.015,2019-05-17 04:25:00,2019-05-17 16:15:00,12.8333333333333
"RHO",2019,22,0.024,2019-05-18 16:55:00,2019-05-19 00:25:00,8.5
"RHO",2019,24,0.028,2019-05-21 13:10:00,2019-05-21 18:50:00,6.66666666666667
"RHO",2019,26,0.057,2019-05-23 23:50:00,2019-05-24 08:10:00,9.33333333333333
"RHO",2019,34,0.011,2019-05-28 15:35:00,2019-05-28 16:25:00,1.83333333333333
"RHO",2019,40,0.008,2019-06-05 06:55:00,2019-06-05 07:05:00,1.16666666666667
"RHO",2019,42,0.007,2019-06-15 17:35:00,2019-06-15 18:25:00,1.83333333333333
"RHO",2019,44,0.04,2019-06-21 07:50:00,2019-06-21 09:50:00,3
"RHO",2019,46,0.013,2019-06-22 10:05:00,2019-06-22 10:25:00,1.33333333333333
"RHO",2019,54,0.019,2019-07-02 18:55:00,2019-07-03 03:10:00,9.25
"RHO",2019,58,0.011,2019-07-17 11:25:00,2019-07-17 11:50:00,1.41666666666667
"RHO",2019,62,0.008,2019-08-05 22:50:00,2019-08-05 23:10:00,1.33333333333333
"RHO",2019,66,0.021,2019-08-18 03:15:00,2019-08-18 07:05:00,4.83333333333333
"RHO",2019,68,0.03,2019-08-20 05:30:00,2019-08-20 06:20:00,1.83333333333333
"RHO",2019,76,0.014,2019-09-09 22:55:00,2019-09-10 06:15:00,8.33333333333333
"RHO",2019,84,0.027,2019-09-22 01:20:00,2019-09-22 05:10:00,4.83333333333333
"RHO",2019,90,0.007,2019-10-01 05:30:00,2019-10-01 08:25:00,3.91666666666667
"RHO",2019,92,0.045,2019-10-01 17:10:00,2019-10-02 00:30:00,8.33333333333333
"RHO",2019,96,0.027,2019-10-05 06:10:00,2019-10-05 11:05:00,5.91666666666667
"RHO",2019,100,0.011,2019-10-10 07:38:00,2019-10-10 09:36:00,2.96666666666667
"RHO",2019,102,0.016,2019-10-21 01:25:00,2019-10-21 08:25:00,8
"RHO",2020,10,0.007,2020-05-13 16:30:00,2020-05-13 17:15:00,1.75
"RHO",2020,16,0.032,2020-05-16 23:45:00,2020-05-17 03:55:00,5.16666666666667
"RHO",2020,18,0.012,2020-05-23 04:15:00,2020-05-23 09:15:00,6
"RHO",2020,22,0.01,2020-05-25 17:45:00,2020-05-25 20:00:00,3.25
"RHO",2020,28,0.007,2020-05-28 06:00:00,2020-05-28 07:20:00,2.33333333333333
"RHO",2020,30,0.013,2020-06-03 04:40:00,2020-06-03 05:00:00,1.33333333333333
"RHO",2020,34,0.035,2020-06-09 09:40:00,2020-06-09 14:35:00,5.91666666666667
"RHO",2020,36,0.017,2020-06-10 06:40:00,2020-06-10 11:20:00,5.66666666666667
"RHO",2020,40,0.022,2020-06-19 17:20:00,2020-06-19 18:45:00,2.41666666666667
"RHO",2020,42,0.008,2020-06-20 03:10:00,2020-06-20 03:50:00,1.66666666666667
"RHO",2020,44,0.02,2020-06-22 07:05:00,2020-06-22 13:10:00,7.08333333333333
"RHO",2020,48,0.008,2020-06-26 05:05:00,2020-06-26 08:10:00,4.08333333333333
"RHO",2020,54,0.012,2020-07-14 16:40:00,2020-07-14 20:10:00,4.5
"RHO",2020,56,0.01,2020-07-21 21:45:00,2020-07-21 22:20:00,1.58333333333333
"WHI",2016,2,0.013,2016-07-07 01:45:00,2016-07-07 02:30:00,1.75
"WHI",2016,4,0.024,2016-07-11 22:10:00,2016-07-11 23:30:00,2.33333333333333
"WHI",2016,8,0.008,2016-07-13 17:15:00,2016-07-13 17:30:00,1.25
"WHI",2016,10,0.014,2016-07-17 04:15:00,2016-07-17 09:30:00,6.25
"WHI",2016,12,0.014,2016-07-18 02:55:00,2016-07-18 04:10:00,2.25
"WHI",2016,14,0.01,2016-07-19 11:45:00,2016-07-19 12:25:00,1.66666666666667
"WHI",2016,16,0.063,2016-08-01 04:50:00,2016-08-01 10:35:00,6.75
"WHI",2016,22,0.052,2016-08-11 18:10:00,2016-08-11 23:00:00,5.83333333333333
"WHI",2016,26,0.01,2016-09-07 07:25:00,2016-09-07 12:25:00,6
"WHI",2016,30,0.017,2016-09-09 14:30:00,2016-09-09 18:55:00,5.41666666666667
"WHI",2016,34,0.075,2016-09-15 21:30:00,2016-09-16 03:50:00,7.33333333333333
"WHI",2016,36,0.016,2016-09-24 17:30:00,2016-09-24 18:25:00,1.91666666666667
"WHI",2016,38,0.008,2016-09-25 05:40:00,2016-09-25 06:15:00,1.58333333333333
"WHI",2016,40,0.021,2016-10-04 16:25:00,2016-10-04 23:20:00,7.91666666666667
"WHI",2016,42,0.007,2016-10-06 14:45:00,2016-10-06 15:25:00,1.66666666666667
"WHI",2017,4,0.01,2017-04-14 13:50:00,2017-04-14 15:00:00,2.16666666666667
"WHI",2017,10,0.013,2017-04-28 12:50:00,2017-04-28 14:00:00,2.16666666666667
"WHI",2017,12,0.021,2017-04-30 09:25:00,2017-04-30 17:55:00,9.5
"WHI",2017,16,0.011,2017-05-08 05:00:00,2017-05-08 07:10:00,3.16666666666667
"WHI",2017,18,0.027,2017-05-10 05:00:00,2017-05-10 12:10:00,8.16666666666667
"WHI",2017,20,0.019,2017-05-16 20:30:00,2017-05-17 00:20:00,4.83333333333333
"WHI",2017,24,0.014,2017-05-18 23:40:00,2017-05-19 02:00:00,3.33333333333333
"WHI",2017,26,0.01,2017-05-19 23:10:00,2017-05-20 10:00:00,11.8333333333333
"WHI",2017,36,0.023,2017-06-14 01:00:00,2017-06-14 08:10:00,8.16666666666667
"WHI",2017,42,0.013,2017-06-22 20:15:00,2017-06-22 20:30:00,1.25
"WHI",2017,44,0.007,2017-06-26 06:15:00,2017-06-26 07:10:00,1.91666666666667
"WHI",2017,46,0.008,2017-06-28 02:45:00,2017-06-28 05:20:00,3.58333333333333
"WHI",2017,50,0.008,2017-07-02 10:10:00,2017-07-02 10:20:00,1.16666666666667
"WHI",2017,54,0.009,2017-07-11 02:35:00,2017-07-11 02:55:00,1.33333333333333
"WHI",2017,56,0.012,2017-07-12 15:20:00,2017-07-12 16:10:00,1.83333333333333
"WHI",2017,62,0.032,2017-07-20 19:55:00,2017-07-20 20:30:00,1.58333333333333
"WHI",2017,68,0.016,2017-08-03 05:30:00,2017-08-03 06:55:00,2.41666666666667
"WHI",2017,72,0.018,2017-08-16 10:10:00,2017-08-16 14:30:00,5.33333333333333
"WHI",2017,76,0.02,2017-08-21 00:35:00,2017-08-21 04:55:00,5.33333333333333
"WHI",2017,84,0.014,2017-09-16 22:35:00,2017-09-16 23:45:00,2.16666666666667
"WHI",2017,88,0.015,2017-09-25 14:30:00,2017-09-25 17:05:00,3.58333333333333
"WHI",2017,92,0.015,2017-10-02 03:05:00,2017-10-02 08:05:00,6
"WHI",2017,96,0.04,2017-10-06 15:05:00,2017-10-07 01:05:00,11
"WHI",2017,98,0.013,2017-10-07 08:00:00,2017-10-07 12:15:00,5.25
"WHI",2017,100,0.03,2017-10-10 04:35:00,2017-10-10 10:10:00,6.58333333333333
"WHI",2017,108,0.007,2017-10-21 17:10:00,2017-10-21 17:20:00,1.16666666666667
"WHI",2018,2,0.009,2018-05-01 04:45:00,2018-05-01 05:00:00,1.25
"WHI",2018,4,0.022,2018-05-01 19:55:00,2018-05-01 21:05:00,2.16666666666667
"WHI",2018,8,0.008,2018-05-02 20:25:00,2018-05-02 21:15:00,1.83333333333333
"WHI",2018,10,0.015,2018-05-03 11:20:00,2018-05-03 11:45:00,1.41666666666667
"WHI",2018,12,0.011,2018-05-03 18:10:00,2018-05-03 19:45:00,2.58333333333333
"WHI",2018,14,0.009,2018-05-13 10:55:00,2018-05-13 11:25:00,1.5
"WHI",2018,20,0.043,2018-05-29 17:15:00,2018-05-29 20:10:00,3.91666666666667
"WHI",2018,22,0.02,2018-06-02 04:15:00,2018-06-02 06:10:00,2.91666666666667
"WHI",2018,24,0.014,2018-06-10 07:05:00,2018-06-10 09:35:00,3.5
"WHI",2018,28,0.016,2018-06-19 11:30:00,2018-06-19 11:30:00,1
"WHI",2018,30,0.01,2018-06-19 18:35:00,2018-06-19 19:05:00,1.5
"WHI",2018,34,0.007,2018-06-21 16:10:00,2018-06-21 17:30:00,2.33333333333333
"WHI",2018,36,0.015,2018-06-24 15:20:00,2018-06-24 16:50:00,2.5
"WHI",2018,38,0.012,2018-06-26 12:10:00,2018-06-26 12:10:00,1
"WHI",2018,40,0.029,2018-06-30 20:20:00,2018-07-01 03:40:00,8.33333333333333
"WHI",2018,42,0.027,2018-07-04 23:05:00,2018-07-04 23:45:00,1.66666666666667
"WHI",2018,50,0.012,2018-08-15 16:15:00,2018-08-15 17:30:00,2.25
"WHI",2018,54,0.087,2018-08-20 00:00:00,2018-08-20 14:10:00,15.1666666666667
"WHI",2018,64,0.014,2018-09-01 22:15:00,2018-09-02 10:45:00,13.5
"WHI",2018,68,0.019,2018-09-04 16:30:00,2018-09-05 10:00:00,18.5
"WHI",2018,70,0.007,2018-09-18 14:30:00,2018-09-18 14:45:00,1.25
"WHI",2018,72,0.031,2018-09-20 20:35:00,2018-09-21 00:25:00,4.83333333333333
"WHI",2018,74,0.035,2018-09-25 09:15:00,2018-09-25 11:55:00,3.66666666666667
"WHI",2018,78,0.039,2018-09-30 21:05:00,2018-10-01 11:30:00,15.4166666666667
"WHI",2018,88,0.018,2018-10-08 18:00:00,2018-10-08 19:00:00,2
"WHI",2018,90,0.02,2018-10-09 14:00:00,2018-10-09 18:10:00,5.16666666666667
"WHI",2019,6,0.011,2019-04-27 01:25:00,2019-04-27 06:20:00,5.91666666666667
"WHI",2019,10,0.01,2019-05-05 00:15:00,2019-05-05 01:15:00,2
"WHI",2019,14,0.026,2019-05-08 02:35:00,2019-05-08 09:20:00,7.75
"WHI",2019,24,0.07696,2019-05-18 17:00:00,2019-05-29 10:00:00,258
"WHI",2019,26,0.021,2019-06-17 15:40:00,2019-06-17 17:20:00,2.66666666666667
"WHI",2019,28,0.01091,2019-06-18 09:00:00,2019-06-21 10:00:00,74
"WHI",2019,32,0.008,2019-07-16 06:50:00,2019-07-16 07:40:00,1.83333333333333
"WHI",2019,34,0.012,2019-07-17 10:30:00,2019-07-17 10:40:00,1.16666666666667
"WHI",2019,38,0.021,2019-07-20 17:55:00,2019-07-20 18:30:00,1.58333333333333
"WHI",2019,42,0.018,2019-07-31 10:55:00,2019-07-31 16:15:00,6.33333333333333
"WHI",2019,46,0.023,2019-08-18 03:20:00,2019-08-18 04:50:00,2.5
"WHI",2019,48,0.102,2019-08-20 03:20:00,2019-08-20 05:05:00,2.75
"WHI",2019,58,0.011,2019-09-10 02:10:00,2019-09-10 06:40:00,5.5
"WHI",2019,60,0.024,2019-09-11 06:25:00,2019-09-11 09:20:00,3.91666666666667
"WHI",2019,64,0.014,2019-09-12 15:35:00,2019-09-12 15:45:00,1.16666666666667
"WHI",2019,66,0.007,2019-09-14 13:00:00,2019-09-14 13:30:00,1.5
"WHI",2019,76,0.015,2019-09-24 21:50:00,2019-09-24 22:15:00,1.41666666666667
"WHI",2019,78,0.009,2019-09-29 09:35:00,2019-09-29 15:00:00,6.41666666666667
"WHI",2019,80,0.037,2019-10-01 15:30:00,2019-10-01 23:15:00,8.75
"WHI",2019,82,0.007,2019-10-02 10:35:00,2019-10-02 13:30:00,3.91666666666667
"WHI",2019,84,0.017,2019-10-05 00:25:00,2019-10-05 09:30:00,10.0833333333333
"WHI",2019,86,0.031,2019-10-09 19:30:00,2019-10-09 21:05:00,2.58333333333333
"WHI",2019,88,0.042,2019-10-10 05:35:00,2019-10-10 16:00:00,11.4166666666667
"WHI",2020,6,0.018,2020-05-16 22:00:00,2020-05-16 22:55:00,1.91666666666667
"WHI",2020,20,0.014,2020-06-09 22:55:00,2020-06-09 23:30:00,1.58333333333333
"WHI",2020,28,0.01,2020-06-22 08:20:00,2020-06-22 10:25:00,3.08333333333333
"WHI",2020,34,0.007,2020-07-01 03:05:00,2020-07-01 05:20:00,3.25
"WHI",2020,36,0.01,2020-07-26 10:00:00,2020-07-26 10:25:00,1.41666666666667
"WOR",2016,6,0.014,2016-03-30 17:50:00,2016-03-30 20:05:00,3.25
"WOR",2016,10,0.008,2016-04-20 08:35:00,2016-04-20 12:50:00,5.25
"WOR",2016,18,0.009,2016-04-27 20:10:00,2016-04-27 21:20:00,2.16666666666667
