"Year","SiteID","Treatment","eventid","flow","flow_time","eventStart","eventEnd"
2017,"HOE","control",24,1356.251,2336,2017-06-17 19:00:00,2017-06-19 09:55:00
2017,"HOE","control",26,6132.195,1766,2017-06-28 01:15:00,2017-06-29 06:40:00
2017,"HOE","control",28,3508.331,1436,2017-06-29 19:40:00,2017-06-30 19:35:00
2017,"HOE","control",30,440.237,1436,2017-07-21 08:30:00,2017-07-22 08:25:00
2017,"HOE","control",32,611.552,1461,2017-07-26 06:00:00,2017-07-27 06:20:00
2017,"HOE","control",34,7477.344,3571,2017-08-01 17:40:00,2017-08-04 05:10:00
2017,"HOE","control",36,869.714,1501,2017-08-09 09:10:00,2017-08-10 10:10:00
2017,"HOE","control",38,1318.782,1606,2017-08-21 12:00:00,2017-08-22 14:45:00
2018,"HOE","control",2,5.944,826,2018-06-08 18:45:00,2018-06-09 08:30:00
2018,"HOE","control",4,3.472,81,2018-06-14 08:20:00,2018-06-14 09:40:00
2018,"HOE","control",6,715.401,1116,2018-06-17 23:35:00,2018-06-18 18:10:00
2018,"HOE","control",8,2.064,41,2018-06-19 10:50:00,2018-06-19 11:30:00
2018,"HOE","control",10,21627.68,2391,2018-06-20 15:45:00,2018-06-22 07:35:00
2018,"HOE","control",12,27089.94,2471,2018-06-24 17:35:00,2018-06-26 10:45:00
2018,"HOE","control",14,13311.517,1846,2018-07-01 00:50:00,2018-07-02 07:35:00
2018,"HOE","control",16,136.219,1341,2018-07-04 11:05:00,2018-07-05 09:25:00
2018,"HOE","control",18,2923.217,1506,2018-07-13 10:35:00,2018-07-14 11:40:00
2018,"HOE","control",20,64.038,51,2018-07-25 18:05:00,2018-07-25 18:55:00
2018,"HOE","control",22,89.809,26,2018-08-04 10:05:00,2018-08-04 10:30:00
2018,"HOE","control",24,2886.819,5331,2018-09-02 02:10:00,2018-09-05 19:00:00
2018,"HOE","control",26,22709.749,4856,2018-09-17 14:00:00,2018-09-20 22:55:00
2018,"HOE","control",28,194.69,1236,2018-10-12 11:35:00,2018-10-13 08:10:00
2019,"HOE","control",1,0.073,1,2019-04-26 14:50:00,2019-04-26 14:50:00
2019,"HOE","control",3,1.32,36,2019-04-26 15:00:00,2019-04-26 15:35:00
2019,"HOE","control",5,0.47,36,2019-04-26 15:50:00,2019-04-26 16:25:00
2019,"HOE","control",7,15.306,361,2019-04-27 01:00:00,2019-04-27 07:00:00
2019,"HOE","control",9,18533.064,118191,2019-04-27 09:00:00,2019-07-18 10:50:00
2019,"HOE","control",11,248.009,216,2019-07-20 17:30:00,2019-07-20 21:05:00
2019,"HOE","control",13,116.326,66,2019-10-01 13:45:00,2019-10-01 14:50:00
2019,"HOE","control",15,817.875,336,2019-10-05 03:35:00,2019-10-05 09:10:00
2020,"HOE","control",2,6281.642,1526,2020-05-16 23:25:00,2020-05-18 00:50:00
2020,"HOE","control",4,39.004,276,2020-05-23 04:30:00,2020-05-23 09:05:00
2020,"HOE","control",6,183.668,396,2020-05-24 03:10:00,2020-05-24 09:45:00
2020,"HOE","control",8,8.802,111,2020-05-25 05:40:00,2020-05-25 07:30:00
2020,"HOE","control",10,15.035,351,2020-06-03 01:40:00,2020-06-03 07:30:00
2020,"HOE","control",12,22.181,386,2020-06-10 01:10:00,2020-06-10 07:35:00
2020,"HOE","control",14,1.472,76,2020-06-22 05:45:00,2020-06-22 07:00:00
2020,"HOE","control",16,1.384,46,2020-06-25 22:50:00,2020-06-25 23:35:00
2020,"HOE","control",18,0.111,1,2020-09-11 19:10:00,2020-09-11 19:10:00
2020,"HOE","control",20,4.631,406,2020-09-27 20:55:00,2020-09-28 03:40:00
2021,"HOE","control",2,0.111,1,2021-05-19 17:45:00,2021-05-19 17:45:00
2021,"HOE","control",4,0.279,36,2021-05-25 04:05:00,2021-05-25 04:40:00
2021,"HOE","control",6,68.923,121,2021-05-27 08:50:00,2021-05-27 10:50:00
2021,"HOE","control",8,36.569,2666,2021-06-27 12:20:00,2021-06-29 08:45:00
2021,"HOE","control",10,15.179,786,2021-07-06 16:20:00,2021-07-07 05:25:00
2021,"HOE","control",12,0.619,181,2021-07-09 02:20:00,2021-07-09 05:20:00
2021,"HOE","control",14,4.574,141,2021-07-10 12:45:00,2021-07-10 15:05:00
2021,"HOE","control",16,5.014,371,2021-07-14 07:35:00,2021-07-14 13:45:00
2021,"HOE","control",18,0.054,1,2021-07-24 05:30:00,2021-07-24 05:30:00
2021,"HOE","control",20,1.056,56,2021-07-30 14:20:00,2021-07-30 15:15:00
2021,"HOE","control",22,8.151,26,2021-08-20 17:15:00,2021-08-20 17:40:00
2021,"HOE","control",24,35.272,996,2021-08-23 20:40:00,2021-08-24 13:15:00
2021,"HOE","control",26,46.307,256,2021-08-26 08:40:00,2021-08-26 12:55:00
2021,"HOE","control",28,166.531,791,2021-08-27 01:45:00,2021-08-27 14:55:00
2021,"HOE","control",30,14.01,276,2021-08-28 03:05:00,2021-08-28 07:40:00
2021,"HOE","control",32,140.669,241,2021-08-28 22:30:00,2021-08-29 02:30:00
2021,"HOE","control",34,2.649,61,2021-08-30 20:05:00,2021-08-30 21:05:00
2021,"HOE","control",36,82.73,971,2021-09-02 11:30:00,2021-09-03 03:40:00
2021,"HOE","control",38,3.492,21,2021-09-05 16:20:00,2021-09-05 16:40:00
2021,"HOE","control",40,16.514,296,2021-09-17 04:30:00,2021-09-17 09:25:00
2021,"HOE","control",42,47.589,621,2021-09-20 05:25:00,2021-09-20 15:45:00
2021,"HOE","control",44,630.489,796,2021-09-30 22:45:00,2021-10-01 12:00:00
2016,"HOE","strips",2,5.058,76,2016-10-26 16:55:00,2016-10-26 18:10:00
2017,"HOE","strips",2,7.182,1,2017-06-18 18:40:00,2017-06-18 18:40:00
2018,"HOE","strips",2,43736.276,411,2018-06-20 22:40:00,2018-06-21 05:30:00
2018,"HOE","strips",4,72920.742,931,2018-06-24 18:35:00,2018-06-25 10:05:00
2018,"HOE","strips",6,37740.114,246,2018-06-25 22:35:00,2018-06-26 02:40:00
2018,"HOE","strips",8,9.444,1,2018-06-26 16:10:00,2018-06-26 16:10:00
2018,"HOE","strips",10,45926.228,771,2018-07-01 01:40:00,2018-07-01 14:30:00
2018,"HOE","strips",12,31.388,1,2018-07-02 03:20:00,2018-07-02 03:20:00
2018,"HOE","strips",14,109.914,316,2018-07-04 11:50:00,2018-07-04 17:05:00
2018,"HOE","strips",16,88518.424,906,2018-09-20 03:00:00,2018-09-20 18:05:00
2019,"HOE","strips",2,15798.13,541,2019-05-27 08:00:00,2019-05-27 17:00:00
2019,"HOE","strips",4,981.064,161,2019-10-05 06:05:00,2019-10-05 08:45:00
2020,"HOE","strips",2,105.616,766,2020-05-17 16:10:00,2020-05-18 04:55:00
2020,"HOE","strips",4,0.046,501,2020-05-24 00:05:00,2020-05-24 08:25:00
2020,"HOE","strips",6,0.075,531,2020-05-24 20:55:00,2020-05-25 05:45:00
2020,"HOE","strips",8,0.006,266,2020-05-25 18:45:00,2020-05-25 23:10:00
2020,"HOE","strips",10,0.027,521,2020-05-26 16:35:00,2020-05-27 01:15:00
2020,"HOE","strips",12,0.002,1,2020-06-02 18:45:00,2020-06-02 18:45:00
2020,"HOE","strips",14,0.015,16,2020-06-05 00:10:00,2020-06-05 00:25:00
2020,"HOE","strips",16,0.049,356,2020-06-09 21:30:00,2020-06-10 03:25:00
2020,"HOE","strips",18,0.027,261,2020-06-18 21:05:00,2020-06-19 01:25:00
2020,"HOE","strips",20,0.11,116,2020-06-21 16:50:00,2020-06-21 18:45:00
2020,"HOE","strips",22,0.034,41,2020-06-25 22:35:00,2020-06-25 23:15:00
2020,"HOE","strips",24,0.006,16,2020-06-26 19:35:00,2020-06-26 19:50:00
2020,"HOE","strips",26,0.865,1476,2020-07-01 05:25:00,2020-07-02 06:00:00
2020,"HOE","strips",28,0.044,51,2020-07-06 08:25:00,2020-07-06 09:15:00
2020,"HOE","strips",30,0.015,36,2020-07-07 02:05:00,2020-07-07 02:40:00
2020,"HOE","strips",32,0.318,951,2020-07-11 14:25:00,2020-07-12 06:15:00
2020,"HOE","strips",34,14.727,1616,2020-07-26 04:00:00,2020-07-27 06:55:00
2020,"HOE","strips",36,0.082,121,2020-08-06 04:30:00,2020-08-06 06:30:00
2020,"HOE","strips",38,0.095,606,2020-08-06 19:15:00,2020-08-07 05:20:00
2020,"HOE","strips",40,0.213,1096,2020-08-09 04:10:00,2020-08-09 22:25:00
2020,"HOE","strips",42,0.29,1491,2020-08-21 03:15:00,2020-08-22 04:05:00
2020,"HOE","strips",44,0.63,1456,2020-08-28 06:00:00,2020-08-29 06:15:00
2020,"HOE","strips",46,0.321,1126,2020-08-31 06:15:00,2020-09-01 01:00:00
2020,"HOE","strips",48,0.259,541,2020-09-12 21:15:00,2020-09-13 06:15:00
2020,"HOE","strips",50,0.027,236,2020-10-11 20:45:00,2020-10-12 00:40:00
2021,"HOE","strips",2,1.231,1491,2021-04-08 01:40:00,2021-04-09 02:30:00
2021,"HOE","strips",4,0.653,1426,2021-04-25 12:15:00,2021-04-26 12:00:00
2021,"HOE","strips",6,0.971,1436,2021-04-27 20:55:00,2021-04-28 20:50:00
2021,"HOE","strips",8,1.288,1426,2021-05-08 15:15:00,2021-05-09 15:00:00
2021,"HOE","strips",10,2.136,1446,2021-05-15 02:55:00,2021-05-16 03:00:00
2021,"HOE","strips",12,5.494,3686,2021-05-19 13:05:00,2021-05-22 02:30:00
2021,"HOE","strips",14,3.09,1516,2021-05-25 03:20:00,2021-05-26 04:35:00
2021,"HOE","strips",16,10.711,1816,2021-05-27 02:35:00,2021-05-28 08:50:00
2021,"HOE","strips",18,7.085,1491,2021-08-20 16:35:00,2021-08-21 17:25:00
2021,"HOE","strips",20,11.261,2286,2021-08-23 20:40:00,2021-08-25 10:45:00
2021,"HOE","strips",22,11.969,2821,2021-08-26 08:40:00,2021-08-28 07:40:00
2021,"HOE","strips",24,38.432,1586,2021-08-28 22:25:00,2021-08-30 00:50:00
2021,"HOE","strips",26,6.931,1436,2021-08-30 20:05:00,2021-08-31 20:00:00
2021,"HOE","strips",28,10.753,2296,2021-09-02 11:30:00,2021-09-04 01:45:00
2021,"HOE","strips",30,9.41,1456,2021-09-05 16:15:00,2021-09-06 16:30:00
2021,"HOE","strips",32,6.933,1436,2021-09-17 04:30:00,2021-09-18 04:25:00
2021,"HOE","strips",34,5.664,1686,2021-09-20 05:25:00,2021-09-21 09:30:00
2021,"HOE","strips",36,598.846,761,2021-09-30 22:40:00,2021-10-01 11:20:00
2021,"MCN","control",2,2180.942,286,2021-05-09 01:55:00,2021-05-09 06:40:00
2021,"MCN","control",4,31.8,531,2021-05-18 08:45:00,2021-05-18 17:35:00
2021,"MCN","control",6,322.668,2256,2021-05-20 02:10:00,2021-05-21 15:45:00
2021,"MCN","control",8,7927.299,1436,2021-05-22 10:50:00,2021-05-23 10:45:00
2021,"MCN","control",10,9820.888,3211,2021-05-26 00:55:00,2021-05-28 06:25:00
2021,"MCN","control",12,108.941,336,2021-06-19 13:55:00,2021-06-19 19:30:00
2021,"MCN","control",14,135.328,396,2021-06-20 12:00:00,2021-06-20 18:35:00
2021,"MCN","control",16,239.915,226,2021-06-24 20:15:00,2021-06-25 00:00:00
2021,"MCN","control",18,21103.183,1446,2021-07-10 03:55:00,2021-07-11 04:00:00
2021,"MCN","control",20,27780.232,1641,2021-07-14 23:15:00,2021-07-16 02:35:00
2021,"MCN","control",22,3095.257,1666,2021-07-31 01:50:00,2021-08-01 05:35:00
2021,"MCN","control",24,437.444,1356,2021-10-14 04:25:00,2021-10-15 03:00:00
2021,"MCN","control",26,1685.318,2866,2021-10-24 12:00:00,2021-10-26 11:45:00
2021,"MCN","strips",2,1258.642,356,2021-05-09 02:30:00,2021-05-09 08:25:00
2021,"MCN","strips",4,52.575,1431,2021-05-15 06:00:00,2021-05-16 05:50:00
2021,"MCN","strips",6,103.544,2251,2021-05-16 23:30:00,2021-05-18 13:00:00
2021,"MCN","strips",8,6.445,51,2021-05-20 16:25:00,2021-05-20 17:15:00
2021,"MCN","strips",10,3.503,66,2021-06-19 01:20:00,2021-06-19 02:25:00
2021,"MCN","strips",12,3671.541,316,2021-06-24 21:15:00,2021-06-25 02:30:00
2021,"MCN","strips",14,25017.192,1106,2021-07-10 04:50:00,2021-07-10 23:15:00
2021,"MCN","strips",16,42031.947,1641,2021-07-14 23:15:00,2021-07-16 02:35:00
2021,"MCN","strips",18,215.229,1481,2021-07-31 04:55:00,2021-08-01 05:35:00
2021,"MCN","strips",20,4.995,661,2021-10-24 13:00:00,2021-10-25 00:00:00
2018,"RHO","control",2,758.573,506,2018-05-12 03:35:00,2018-05-12 12:00:00
2018,"RHO","control",4,8754.961,3796,2018-06-19 01:50:00,2018-06-21 17:05:00
2018,"RHO","control",6,15.278,666,2018-06-24 11:20:00,2018-06-24 22:25:00
2018,"RHO","control",8,40930.402,2331,2018-06-25 17:15:00,2018-06-27 08:05:00
2018,"RHO","control",10,35798.979,1846,2018-06-30 20:00:00,2018-07-02 02:45:00
2018,"RHO","control",12,161.602,316,2018-07-05 02:10:00,2018-07-05 07:25:00
2018,"RHO","control",14,66.969,191,2018-07-05 22:15:00,2018-07-06 01:25:00
2018,"RHO","control",16,854.509,1441,2018-07-25 22:10:00,2018-07-26 22:10:00
2018,"RHO","control",18,8033.684,3696,2018-08-05 06:35:00,2018-08-07 20:10:00
2018,"RHO","control",20,312.653,701,2018-08-15 09:30:00,2018-08-15 21:10:00
2018,"RHO","control",22,959.682,2361,2018-08-20 02:40:00,2018-08-21 18:00:00
2018,"RHO","control",24,130.314,836,2018-08-27 05:05:00,2018-08-27 19:00:00
2018,"RHO","control",26,83.642,771,2018-08-28 13:45:00,2018-08-29 02:35:00
2018,"RHO","control",28,117.977,1371,2018-08-31 08:25:00,2018-09-01 07:15:00
2018,"RHO","control",30,36056.416,6186,2018-09-01 19:55:00,2018-09-06 03:00:00
2018,"RHO","control",32,19228.113,5106,2018-09-18 10:50:00,2018-09-21 23:55:00
2018,"RHO","control",34,6835.727,576,2018-09-25 11:10:00,2018-09-25 20:45:00
2018,"RHO","control",36,544.876,3806,2018-09-29 23:00:00,2018-10-02 14:25:00
2018,"RHO","control",38,92.307,301,2018-10-03 20:35:00,2018-10-04 01:35:00
2018,"RHO","control",40,529.246,1441,2018-10-05 21:05:00,2018-10-06 21:05:00
2018,"RHO","control",42,8315.314,2096,2018-10-08 03:55:00,2018-10-09 14:50:00
2019,"RHO","control",2,51.179,1536,2019-04-07 07:35:00,2019-04-08 09:10:00
2019,"RHO","control",4,30.045,961,2019-04-10 02:25:00,2019-04-10 18:25:00
2019,"RHO","control",6,0.309,396,2019-04-17 16:30:00,2019-04-17 23:05:00
2019,"RHO","control",8,22.855,1246,2019-05-08 08:05:00,2019-05-09 04:50:00
2019,"RHO","control",10,6.894,596,2019-05-14 09:25:00,2019-05-14 19:20:00
2019,"RHO","control",12,28.405,701,2019-05-17 04:55:00,2019-05-17 16:35:00
2019,"RHO","control",14,269.517,846,2019-05-18 17:15:00,2019-05-19 07:20:00
2019,"RHO","control",16,3381.426,461,2019-05-21 13:10:00,2019-05-21 20:50:00
2019,"RHO","control",18,10573.189,631,2019-05-24 01:00:00,2019-05-24 11:30:00
2019,"RHO","control",20,1.841,11,2019-05-25 00:10:00,2019-05-25 00:20:00
2019,"RHO","control",22,738.565,701,2019-05-28 15:45:00,2019-05-29 03:25:00
2019,"RHO","control",24,0.207,36,2019-05-30 00:20:00,2019-05-30 00:55:00
2019,"RHO","control",26,1267.97,3316,2019-06-03 22:05:00,2019-06-06 05:20:00
2019,"RHO","control",28,1682.111,1466,2019-06-15 17:55:00,2019-06-16 18:20:00
2019,"RHO","control",30,39638.763,3771,2019-06-21 08:00:00,2019-06-23 22:50:00
2019,"RHO","control",32,49.424,61,2019-06-24 19:10:00,2019-06-24 20:10:00
2019,"RHO","control",34,1182.125,1446,2019-06-28 09:50:00,2019-06-29 09:55:00
2019,"RHO","control",36,1744.423,2211,2019-07-03 03:05:00,2019-07-04 15:55:00
2019,"RHO","control",38,284.601,51,2019-08-20 05:45:00,2019-08-20 06:35:00
2019,"RHO","control",40,23.028,581,2019-08-20 20:35:00,2019-08-21 06:15:00
2019,"RHO","control",42,7623.591,3586,2019-10-01 05:35:00,2019-10-03 17:20:00
2019,"RHO","control",44,4137.033,1646,2019-10-05 07:35:00,2019-10-06 11:00:00
2019,"RHO","control",46,6055.452,131,2019-10-10 08:24:00,2019-10-10 10:34:00
2020,"RHO","control",2,8.782,861,2020-03-28 04:50:00,2020-03-28 19:10:00
2020,"RHO","control",4,5091.656,1481,2020-05-17 03:10:00,2020-05-18 03:50:00
2020,"RHO","control",6,378.02,4936,2020-05-23 04:35:00,2020-05-26 14:50:00
2020,"RHO","control",8,2.734,6,2020-05-28 06:35:00,2020-05-28 06:40:00
2020,"RHO","control",10,342.835,26,2020-06-03 05:05:00,2020-06-03 05:30:00
2020,"RHO","control",12,2085.566,141,2020-06-09 13:05:00,2020-06-09 15:25:00
2020,"RHO","control",14,2327.317,371,2020-06-10 06:45:00,2020-06-10 12:55:00
2020,"RHO","control",16,480.141,1391,2020-06-19 17:40:00,2020-06-20 16:50:00
2020,"RHO","control",18,185.925,626,2020-06-22 10:45:00,2020-06-22 21:10:00
2020,"RHO","control",20,333.782,1531,2020-06-26 06:35:00,2020-06-27 08:05:00
2020,"RHO","control",22,0.057,1,2020-07-11 18:10:00,2020-07-11 18:10:00
2020,"RHO","control",24,3.748,241,2020-07-14 17:15:00,2020-07-14 21:15:00
2020,"RHO","control",26,37.279,1161,2020-07-21 21:55:00,2020-07-22 17:15:00
2020,"RHO","control",28,28.153,1446,2020-08-10 11:40:00,2020-08-11 11:45:00
2020,"RHO","control",30,125.143,3876,2020-09-07 23:30:00,2020-09-10 16:05:00
2020,"RHO","control",32,73.706,2281,2020-09-11 08:40:00,2020-09-12 22:40:00
2021,"RHO","control",2,3056.672,1456,2021-05-15 17:55:00,2021-05-16 18:10:00
2021,"RHO","control",4,87.763,2641,2021-05-20 04:20:00,2021-05-22 00:20:00
2021,"RHO","control",6,98.596,1316,2021-05-27 07:50:00,2021-05-28 05:45:00
2021,"RHO","control",8,7402.286,91,2021-07-14 20:35:00,2021-07-14 22:05:00
2021,"RHO","control",10,275.65,1446,2021-07-31 02:35:00,2021-08-01 02:40:00
2021,"RHO","control",12,0.183,41,2021-08-05 11:05:00,2021-08-05 11:45:00
2021,"RHO","control",14,46.882,1541,2021-09-03 04:20:00,2021-09-04 06:00:00
2018,"RHO","strips",2,0.381,6,2018-05-01 23:10:00,2018-05-01 23:15:00
2018,"RHO","strips",4,35.226,96,2018-05-03 20:15:00,2018-05-03 21:50:00
2018,"RHO","strips",6,15755.143,1206,2018-06-14 04:25:00,2018-06-15 00:30:00
2018,"RHO","strips",8,5.067,271,2018-06-19 01:20:00,2018-06-19 05:50:00
2018,"RHO","strips",10,2520.362,1066,2018-06-20 03:55:00,2018-06-20 21:40:00
2018,"RHO","strips",12,3.208,71,2018-06-21 16:30:00,2018-06-21 17:40:00
2018,"RHO","strips",14,17.743,46,2018-06-24 11:50:00,2018-06-24 12:35:00
2018,"RHO","strips",16,14650.939,1881,2018-06-25 21:50:00,2018-06-27 05:10:00
2018,"RHO","strips",18,9258.3,1036,2018-06-30 20:15:00,2018-07-01 13:30:00
2018,"RHO","strips",20,125.991,41,2018-07-05 01:40:00,2018-07-05 02:20:00
2018,"RHO","strips",22,5127.146,1901,2018-07-13 15:35:00,2018-07-14 23:15:00
2018,"RHO","strips",24,218.236,1446,2018-07-25 22:05:00,2018-07-26 22:10:00
2018,"RHO","strips",26,2436.335,3356,2018-08-05 06:20:00,2018-08-07 14:15:00
2018,"RHO","strips",28,2.718,131,2018-08-20 02:40:00,2018-08-20 04:50:00
2018,"RHO","strips",30,1.642,161,2018-08-31 06:35:00,2018-08-31 09:15:00
2018,"RHO","strips",32,2.655,136,2018-09-01 04:00:00,2018-09-01 06:15:00
2018,"RHO","strips",34,5913.671,586,2018-09-01 20:00:00,2018-09-02 05:45:00
2018,"RHO","strips",36,4106.091,806,2018-09-03 06:00:00,2018-09-03 19:25:00
2018,"RHO","strips",38,1961.964,1361,2018-09-04 18:35:00,2018-09-05 17:15:00
2018,"RHO","strips",40,4323.81,1716,2018-09-18 10:40:00,2018-09-19 15:15:00
2018,"RHO","strips",42,1261.667,1001,2018-09-20 22:30:00,2018-09-21 15:10:00
2018,"RHO","strips",44,3528.499,1516,2018-09-25 11:10:00,2018-09-26 12:25:00
2018,"RHO","strips",46,131.975,151,2018-09-30 21:25:00,2018-09-30 23:55:00
2018,"RHO","strips",48,56.701,246,2018-10-01 15:20:00,2018-10-01 19:25:00
2018,"RHO","strips",50,231.64,96,2018-10-03 20:35:00,2018-10-03 22:10:00
2018,"RHO","strips",52,922.349,636,2018-10-05 17:15:00,2018-10-06 03:50:00
2018,"RHO","strips",54,6437.921,2091,2018-10-08 03:55:00,2018-10-09 14:45:00
2019,"RHO","strips",2,647.804,2111,2019-04-07 05:55:00,2019-04-08 17:05:00
2019,"RHO","strips",4,395.592,2726,2019-04-10 01:35:00,2019-04-11 23:00:00
2019,"RHO","strips",6,1.389,16,2019-04-17 16:30:00,2019-04-17 16:45:00
2019,"RHO","strips",8,0.789,26,2019-05-06 00:20:00,2019-05-06 00:45:00
2019,"RHO","strips",10,0.035,1,2019-05-08 03:50:00,2019-05-08 03:50:00
2019,"RHO","strips",12,0.216,31,2019-05-14 08:55:00,2019-05-14 09:25:00
2019,"RHO","strips",14,244.87,866,2019-05-17 04:25:00,2019-05-17 18:50:00
2019,"RHO","strips",16,2794.517,756,2019-05-18 17:00:00,2019-05-19 05:35:00
2019,"RHO","strips",18,3238.151,586,2019-05-21 13:40:00,2019-05-21 23:25:00
2019,"RHO","strips",20,7660.874,521,2019-05-24 02:25:00,2019-05-24 11:05:00
2019,"RHO","strips",22,11.434,41,2019-05-24 23:50:00,2019-05-25 00:30:00
2019,"RHO","strips",24,888.548,656,2019-05-28 15:35:00,2019-05-29 02:30:00
2019,"RHO","strips",26,0.454,6,2019-06-03 22:05:00,2019-06-03 22:10:00
2019,"RHO","strips",28,252.014,101,2019-06-05 06:55:00,2019-06-05 08:35:00
2019,"RHO","strips",30,0.035,1,2019-06-06 03:35:00,2019-06-06 03:35:00
2019,"RHO","strips",32,5592.628,3691,2019-06-21 07:55:00,2019-06-23 21:25:00
2019,"RHO","strips",34,309.166,1436,2019-06-24 19:15:00,2019-06-25 19:10:00
2019,"RHO","strips",36,4.156,136,2019-06-28 09:50:00,2019-06-28 12:05:00
2019,"RHO","strips",38,410.733,531,2019-07-02 19:20:00,2019-07-03 04:10:00
2019,"RHO","strips",40,27.424,991,2019-07-03 17:05:00,2019-07-04 09:35:00
2019,"RHO","strips",42,7.444,236,2019-07-17 11:30:00,2019-07-17 15:25:00
2019,"RHO","strips",44,268.188,281,2019-09-15 12:40:00,2019-09-15 17:20:00
2019,"RHO","strips",46,277.847,336,2019-09-22 01:20:00,2019-09-22 06:55:00
2019,"RHO","strips",48,196.23,1351,2019-09-27 14:15:00,2019-09-28 12:45:00
2019,"RHO","strips",50,3695.449,3586,2019-10-01 05:30:00,2019-10-03 17:15:00
2019,"RHO","strips",52,1554.822,1666,2019-10-05 06:10:00,2019-10-06 09:55:00
2019,"RHO","strips",54,464.757,2121,2019-10-09 21:20:00,2019-10-11 08:40:00
2019,"RHO","strips",56,361.224,2066,2019-10-21 01:25:00,2019-10-22 11:50:00
2020,"RHO","strips",2,3.992,761,2020-03-28 03:45:00,2020-03-28 16:25:00
2020,"RHO","strips",4,0.825,476,2020-05-13 16:40:00,2020-05-14 00:35:00
2020,"RHO","strips",6,365.834,51,2020-05-14 14:50:00,2020-05-14 15:40:00
2020,"RHO","strips",8,1325.837,196,2020-05-15 15:00:00,2020-05-15 18:15:00
2020,"RHO","strips",10,354.509,106,2020-05-17 03:15:00,2020-05-17 05:00:00
2020,"RHO","strips",12,427.156,7686,2020-05-23 04:15:00,2020-05-28 12:20:00
2020,"RHO","strips",14,366.205,1411,2020-06-03 05:25:00,2020-06-04 04:55:00
2020,"RHO","strips",16,802.885,1441,2020-06-05 05:30:00,2020-06-06 05:30:00
2020,"RHO","strips",18,1261.998,1731,2020-06-09 09:40:00,2020-06-10 14:30:00
2020,"RHO","strips",20,3.721,676,2020-06-19 17:35:00,2020-06-20 04:50:00
2020,"RHO","strips",22,4.14,71,2020-06-22 13:05:00,2020-06-22 14:15:00
2020,"RHO","strips",24,249.077,1436,2020-08-31 07:05:00,2020-09-01 07:00:00
2020,"RHO","strips",26,663.494,3986,2020-09-07 21:40:00,2020-09-10 16:05:00
2020,"RHO","strips",28,472.686,2671,2020-09-11 08:35:00,2020-09-13 05:05:00
2021,"RHO","strips",2,589.492,386,2021-05-15 12:55:00,2021-05-15 19:20:00
2021,"RHO","strips",4,0.181,11,2021-05-20 03:40:00,2021-05-20 03:50:00
2021,"RHO","strips",6,0.229,1,2021-05-21 00:20:00,2021-05-21 00:20:00
2021,"RHO","strips",8,0.427,6,2021-08-21 01:00:00,2021-08-21 01:05:00
2021,"RHO","strips",10,0.291,1,2021-08-31 00:05:00,2021-08-31 00:05:00
2016,"WHI","control",2,29.712,361,2016-07-07 04:10:00,2016-07-07 10:10:00
2016,"WHI","control",4,34.355,571,2016-07-11 23:35:00,2016-07-12 09:05:00
2016,"WHI","control",6,36.144,1131,2016-07-13 22:00:00,2016-07-14 16:50:00
2016,"WHI","control",8,1501.864,3901,2016-07-17 16:55:00,2016-07-20 09:55:00
2016,"WHI","control",10,1383.846,2886,2016-08-01 05:55:00,2016-08-03 06:00:00
2016,"WHI","control",12,669.637,1761,2016-08-11 17:35:00,2016-08-12 22:55:00
2016,"WHI","control",14,43.681,1011,2016-09-09 16:15:00,2016-09-10 09:05:00
2016,"WHI","control",16,109.655,1806,2016-09-15 21:40:00,2016-09-17 03:45:00
2016,"WHI","control",18,8031.466,2201,2016-09-24 17:30:00,2016-09-26 06:10:00
2016,"WHI","control",20,492.659,1596,2016-10-04 20:40:00,2016-10-05 23:15:00
2016,"WHI","control",22,161.896,1841,2016-10-06 14:45:00,2016-10-07 21:25:00
2017,"WHI","control",2,9050.414,1436,2017-06-30 20:30:00,2017-07-01 20:25:00
2017,"WHI","control",4,21259.113,3356,2017-07-02 10:10:00,2017-07-04 18:05:00
2017,"WHI","control",6,1374.624,1441,2017-07-11 02:50:00,2017-07-12 02:50:00
2017,"WHI","control",8,6237.239,1146,2017-07-12 15:35:00,2017-07-13 10:40:00
2017,"WHI","control",10,2748.722,2336,2017-07-18 10:20:00,2017-07-20 01:15:00
2017,"WHI","control",12,17242.745,2671,2017-07-20 19:55:00,2017-07-22 16:25:00
2017,"WHI","control",14,5578.862,1496,2017-07-26 07:10:00,2017-07-27 08:05:00
2017,"WHI","control",16,4806.839,1521,2017-08-03 05:30:00,2017-08-04 06:50:00
2018,"WHI","control",2,50.964,41,2018-05-03 19:50:00,2018-05-03 20:30:00
2018,"WHI","control",4,4992.789,191,2018-06-19 08:45:00,2018-06-19 11:55:00
2018,"WHI","control",6,15533.897,2721,2018-06-20 17:20:00,2018-06-22 14:40:00
2018,"WHI","control",8,17555.539,1496,2018-06-24 15:50:00,2018-06-25 16:45:00
2018,"WHI","control",10,2860.777,676,2018-06-26 20:55:00,2018-06-27 08:10:00
2018,"WHI","control",12,15888.063,1876,2018-06-30 20:20:00,2018-07-02 03:35:00
2018,"WHI","control",14,15510.971,1476,2018-07-04 23:05:00,2018-07-05 23:40:00
2018,"WHI","control",16,3971.241,1721,2018-07-13 16:50:00,2018-07-14 21:30:00
