Year,SiteID,rf_event,rain_mm,rain_hr,rf_rate,eventStart,eventEnd,Time
2017,HOE,5,21,1.85,11.35135135,4/30/2017 19:55,4/30/2017 21:45,0
2017,HOE,6,7,0.35,20,5/16/2017 8:35,5/16/2017 8:55,0
2017,HOE,7,23,19.01666667,1.209465381,5/16/2017 22:50,5/17/2017 17:50,0
2017,HOE,8,23,11.6,1.982758621,5/20/2017 1:10,5/20/2017 12:45,0
2017,HOE,9,10,2.6,3.846153846,6/12/2017 11:40,6/12/2017 14:15,0
2017,HOE,10,4,2.766666667,1.445783133,6/14/2017 0:15,6/14/2017 3:00,0
2017,HOE,11,8,0.683333333,11.70731707,6/18/2017 18:40,6/18/2017 19:20,0
2017,HOE,12,51,5.6,9.107142857,6/28/2017 1:10,6/28/2017 6:45,0
2017,HOE,13,4,0.433333333,9.230769231,7/26/2017 6:00,7/26/2017 6:25,0
2017,HOE,14,7,0.35,20,8/1/2017 17:40,8/1/2017 18:00,0
2017,HOE,15,3,2.016666667,1.487603306,8/9/2017 9:10,8/9/2017 11:10,0
2017,HOE,16,58.92,5.016666667,11.7448505,8/21/2017 12:00,8/21/2017 17:00,0
2018,HOE,1,43,15.43333333,2.786177106,6/17/2018 22:50,6/18/2018 14:15,0
2018,HOE,2,80,15.93333333,5.020920502,6/20/2018 15:45,6/21/2018 7:40,0
2018,HOE,3,49,7.683333333,6.377440347,6/24/2018 16:40,6/25/2018 0:20,0
2018,HOE,4,15,0.683333333,21.95121951,6/25/2018 22:15,6/25/2018 22:55,0
2018,HOE,5,46,6.933333333,6.634615385,7/1/2018 0:45,7/1/2018 7:40,0
2018,HOE,6,19,0.683333333,27.80487805,7/4/2018 11:05,7/4/2018 11:45,0
2018,HOE,7,5,0.35,14.28571429,7/10/2018 10:40,7/10/2018 11:00,0
2018,HOE,8,25,14.93333333,1.674107143,7/12/2018 20:50,7/13/2018 11:45,0
2018,HOE,9,4,0.266666667,15,8/4/2018 10:05,8/4/2018 10:20,0
2018,HOE,10,72.6,45.01666667,1.612736024,9/3/2018 6:00,9/5/2018 3:00,0
2018,HOE,11,69.32,57.01666667,1.215784858,9/17/2018 14:00,9/19/2018 23:00,0
2018,HOE,12,3,1.016666667,2.950819672,10/12/2018 11:35,10/12/2018 12:35,0
2019,HOE,1,10,0.016666667,600,4/26/2019 14:50,4/26/2019 14:50,0
2019,HOE,2,23.88,11.01666667,2.167624811,4/27/2019 6:00,4/27/2019 17:00,0
2019,HOE,3,202.92,905.0166667,0.224216865,4/28/2019 11:00,6/5/2019 4:00,0
2019,HOE,4,170.65,868.0166667,0.196597608,6/11/2019 12:00,7/17/2019 16:00,0
2019,HOE,5,5,10.01666667,0.499168053,7/18/2019 10:55,7/18/2019 20:55,0
2019,HOE,6,10,3.516666667,2.843601896,7/20/2019 7:10,7/20/2019 10:40,0
2019,HOE,7,9,1.016666667,8.852459016,7/28/2019 15:15,7/28/2019 16:15,0
2019,HOE,8,4,2.016666667,1.983471074,8/5/2019 17:05,8/5/2019 19:05,0
2019,HOE,9,10,0.433333333,23.07692308,8/17/2019 23:40,8/18/2019 0:05,0
2019,HOE,10,8,2.183333333,3.664122137,9/8/2019 7:50,9/8/2019 10:00,0
2019,HOE,11,12,2.933333333,4.090909091,9/9/2019 8:05,9/9/2019 11:00,0
2019,HOE,12,23,5.766666667,3.988439306,9/10/2019 23:25,9/11/2019 5:10,0
2019,HOE,13,25,6.1,4.098360656,9/12/2019 0:35,9/12/2019 6:40,0
2019,HOE,14,25,3.433333333,7.281553398,9/18/2019 2:50,9/18/2019 6:15,0
2019,HOE,15,20,0.85,23.52941176,9/19/2019 0:45,9/19/2019 1:35,0
2019,HOE,16,3,0.1,30,9/24/2019 18:45,9/24/2019 18:50,0
2019,HOE,17,38,17.26666667,2.200772201,9/30/2019 23:25,10/1/2019 16:40,0
2019,HOE,18,38,5.1,7.450980392,10/5/2019 2:10,10/5/2019 7:15,0
2019,HOE,19,246.8,949.2666667,0.259990168,4/26/2019 14:45,6/5/2019 4:00,0
2020,HOE,1,49,15.76666667,3.10782241,5/16/2020 21:55,5/17/2020 13:40,0
2020,HOE,2,5,1.85,2.702702703,5/23/2020 4:30,5/23/2020 6:20,0
2020,HOE,3,10,1.1,9.090909091,5/24/2020 6:30,5/24/2020 7:35,0
2020,HOE,4,6,10.26666667,0.584415584,5/25/2020 18:25,5/26/2020 4:40,0
2020,HOE,5,8,0.516666667,15.48387097,6/2/2020 18:40,6/2/2020 19:10,0
2020,HOE,6,8,0.35,22.85714286,6/5/2020 0:05,6/5/2020 0:25,0
2020,HOE,7,7,3.933333333,1.779661017,6/9/2020 21:30,6/10/2020 1:25,0
2020,HOE,8,16,1.683333333,9.504950495,6/18/2020 17:50,6/18/2020 19:30,0
2020,HOE,9,12,4.433333333,2.706766917,6/21/2020 16:50,6/21/2020 21:15,0
2020,HOE,10,6,0.683333333,8.780487805,7/1/2020 5:25,7/1/2020 6:05,0
2020,HOE,11,29,2.516666667,11.52317881,7/6/2020 4:55,7/6/2020 7:25,0
2020,HOE,12,44,3.35,13.13432836,7/26/2020 4:00,7/26/2020 7:20,0
2020,HOE,13,14,2.266666667,6.176470588,8/6/2020 4:00,8/6/2020 6:15,0
2020,HOE,14,12,0.933333333,12.85714286,8/21/2020 3:15,8/21/2020 4:10,0
2020,HOE,15,9,0.35,25.71428571,8/28/2020 6:00,8/28/2020 6:20,0
2020,HOE,16,7,0.183333333,38.18181818,8/31/2020 6:15,8/31/2020 6:25,0
2020,HOE,17,3,2.766666667,1.084337349,9/11/2020 19:05,9/11/2020 21:50,0
2020,HOE,18,28,8.6,3.255813953,10/11/2020 20:45,10/12/2020 5:20,0
2020,HOE,19,28,17.68333333,1.583411876,10/11/2020 20:45,10/12/2020 14:25,0
2021,HOE,1,3,0.183333333,16.36363636,4/8/2021 1:40,4/8/2021 1:50,0
2021,HOE,2,9,0.683333333,13.17073171,4/25/2021 12:15,4/25/2021 12:55,0
2021,HOE,3,4,0.183333333,21.81818182,5/15/2021 2:55,5/15/2021 3:05,0
2021,HOE,4,23,5.35,4.299065421,5/19/2021 13:05,5/19/2021 18:25,0
2021,HOE,5,5,1.35,3.703703704,5/25/2021 3:20,5/25/2021 4:40,0
2021,HOE,6,23,6.35,3.622047244,5/27/2021 2:35,5/27/2021 8:55,0
2021,HOE,7,3,2.933333333,1.022727273,6/27/2021 12:20,6/27/2021 15:15,0
2021,HOE,8,15,1.266666667,11.84210526,6/28/2021 15:25,6/28/2021 16:40,0
2021,HOE,9,14,8.183333333,1.710794297,7/6/2021 16:20,7/7/2021 0:30,0
2021,HOE,10,3,2.933333333,1.022727273,7/9/2021 2:20,7/9/2021 5:15,0
2021,HOE,11,22,2.433333333,9.04109589,7/10/2021 12:40,7/10/2021 15:05,0
2021,HOE,12,34,6.6,5.151515152,7/14/2021 7:30,7/14/2021 14:05,0
2021,HOE,13,3,0.933333333,3.214285714,7/24/2021 4:35,7/24/2021 5:30,0
2021,HOE,14,6,1.766666667,3.396226415,7/30/2021 13:25,7/30/2021 15:10,0
2021,HOE,15,20,0.933333333,21.42857143,8/20/2021 16:35,8/20/2021 17:30,0
2021,HOE,16,3,0.183333333,16.36363636,8/24/2021 10:40,8/24/2021 10:50,0
2021,HOE,17,29,6.016666667,4.819944598,8/27/2021 1:45,8/27/2021 7:45,0
2021,HOE,18,35,2.516666667,13.90728477,8/28/2021 22:25,8/29/2021 0:55,0
2021,HOE,19,32,14.35,2.229965157,9/2/2021 11:30,9/3/2021 1:50,0
2021,HOE,20,11,0.35,31.42857143,9/5/2021 16:15,9/5/2021 16:35,0
2021,HOE,21,18,6.433333333,2.797927461,9/20/2021 5:25,9/20/2021 11:50,0
2021,HOE,22,78,18.51666667,4.212421242,9/30/2021 8:00,10/1/2021 2:30,0
2021,HOE,23,5,0.933333333,5.357142857,4/8/2021 1:40,4/8/2021 2:35,0
2021,HOE,24,78,27.35,2.851919561,9/30/2021 8:00,10/1/2021 11:20,0
2021,MCN,1,43,5.6,7.678571429,5/8/2021 21:40,5/9/2021 3:15,0
2021,MCN,2,4,7.1,0.563380282,5/14/2021 22:50,5/15/2021 5:55,0
2021,MCN,3,7,1.516666667,4.615384615,5/16/2021 23:30,5/17/2021 1:00,0
2021,MCN,4,7,8.766666667,0.798479087,5/18/2021 8:30,5/18/2021 17:15,0
2021,MCN,5,23,2.85,8.070175439,6/18/2021 22:50,6/19/2021 1:40,0
2021,MCN,6,18,2.6,6.923076923,6/20/2021 4:35,6/20/2021 7:10,0
2021,MCN,7,3,1.516666667,1.978021978,6/24/2021 6:00,6/24/2021 7:30,0
2021,MCN,8,44,3.1,14.19354839,6/24/2021 20:05,6/24/2021 23:10,0
2021,MCN,9,3,0.266666667,11.25,7/7/2021 16:30,7/7/2021 16:45,0
2021,MCN,10,3,4.1,0.731707317,7/9/2021 5:05,7/9/2021 9:10,0
2021,MCN,11,97,16.26666667,5.963114754,7/10/2021 3:45,7/10/2021 20:00,0
2021,MCN,12,71,3.6,19.72222222,7/14/2021 23:05,7/15/2021 2:40,0
2021,MCN,13,22,3.85,5.714285714,7/31/2021 1:50,7/31/2021 5:40,0
2021,MCN,14,11,23.43333333,0.469416785,10/14/2021 4:25,10/15/2021 3:50,0
2021,MCN,15,67,17.1,3.918128655,10/15/2021 18:35,10/16/2021 11:40,0
2021,MCN,16,524,16.6,31.56626506,10/21/2021 20:10,10/22/2021 12:45,0
2021,MCN,17,35.03,40.01666667,0.875385256,10/24/2021 4:00,10/25/2021 20:00,0
2021,MCN,18,16,1.85,8.648648649,4/7/2021 17:30,4/7/2021 19:20,0
2018,RHO,1,25,15.35,1.628664495,5/1/2018 7:45,5/1/2018 23:05,0
2018,RHO,2,5,2.433333333,2.054794521,5/2/2018 19:45,5/2/2018 22:10,0
2018,RHO,3,13,7.1,1.830985915,5/3/2018 13:10,5/3/2018 20:15,0
2018,RHO,4,16,1.433333333,11.1627907,5/12/2018 2:20,5/12/2018 3:45,0
2018,RHO,5,8,1.683333333,4.752475248,5/19/2018 14:05,5/19/2018 15:45,1
2018,RHO,6,14,1.266666667,11.05263158,6/2/2018 6:30,6/2/2018 7:45,1
2018,RHO,7,6,0.933333333,6.428571429,6/6/2018 17:50,6/6/2018 18:45,2
2018,RHO,8,139,6.35,21.88976378,6/14/2018 4:20,6/14/2018 10:40,2
2018,RHO,9,20,3.516666667,5.687203791,6/19/2018 1:15,6/19/2018 4:45,2
2018,RHO,10,32,15.68333333,2.040382572,6/20/2018 3:35,6/20/2018 19:15,3
2018,RHO,11,4,0.1,40,6/21/2018 15:50,6/21/2018 15:55,3
2018,RHO,12,8,0.85,9.411764706,6/24/2018 10:35,6/24/2018 11:25,3
2018,RHO,13,82,22.85,3.588621444,6/25/2018 17:10,6/26/2018 16:00,3
2018,RHO,14,61,7.266666667,8.394495413,6/30/2018 19:35,7/1/2018 2:50,3
2018,RHO,15,14,7.516666667,1.862527716,7/4/2018 18:00,7/5/2018 1:30,0
2018,RHO,16,4,7.766666667,0.515021459,7/13/2018 15:35,7/13/2018 23:20,0
2018,RHO,17,15,0.266666667,56.25,7/25/2018 22:00,7/25/2018 22:15,0
2018,RHO,18,4,0.183333333,21.81818182,8/5/2018 6:20,8/5/2018 6:30,0
2018,RHO,19,30,2.016666667,14.87603306,8/6/2018 3:30,8/6/2018 5:30,0
2018,RHO,20,37,14.68333333,2.519863791,8/7/2018 5:25,8/7/2018 20:05,0
2018,RHO,21,4,0.35,11.42857143,8/14/2018 20:55,8/14/2018 21:15,0
2018,RHO,22,26,15.43333333,1.684665227,8/20/2018 2:40,8/20/2018 18:05,0
2018,RHO,23,7,0.433333333,16.15384615,8/27/2018 5:05,8/27/2018 5:30,0
2018,RHO,24,12,4.516666667,2.656826568,8/28/2018 13:45,8/28/2018 18:15,0
2018,RHO,25,56,5.266666667,10.63291139,9/1/2018 19:55,9/2/2018 1:10,0
2018,RHO,26,26,6.766666667,3.842364532,9/3/2018 6:05,9/3/2018 12:50,0
2018,RHO,27,22,14.35,1.533101045,9/4/2018 18:35,9/5/2018 8:55,0
2018,RHO,28,7,6.433333333,1.088082902,9/18/2018 10:35,9/18/2018 17:00,0
2018,RHO,29,25,3.6,6.944444444,9/19/2018 9:40,9/19/2018 13:15,0
2018,RHO,30,13,1.6,8.125,9/20/2018 22:25,9/21/2018 0:00,0
2018,RHO,31,22,1.35,16.2962963,9/25/2018 11:10,9/25/2018 12:30,0
2018,RHO,32,3,0.35,8.571428571,9/30/2018 21:25,9/30/2018 21:45,0
2018,RHO,33,5,0.1,50,10/3/2018 20:30,10/3/2018 20:35,0
2018,RHO,34,8,4.016666667,1.991701245,10/5/2018 17:10,10/5/2018 21:10,0
2018,RHO,35,4,0.433333333,9.230769231,10/8/2018 3:55,10/8/2018 4:20,0
2018,RHO,36,16,1.266666667,12.63157895,10/8/2018 20:45,10/8/2018 22:00,0
2019,RHO,1,7,11.6,0.603448276,4/7/2019 5:35,4/7/2019 17:10,0
2019,RHO,2,4,0.766666667,5.217391304,4/10/2019 1:35,4/10/2019 2:20,0
2019,RHO,3,15,0.35,42.85714286,4/17/2019 16:25,4/17/2019 16:45,0
2019,RHO,4,9,0.766666667,11.73913043,4/28/2019 22:30,4/28/2019 23:15,0
2019,RHO,5,3,0.433333333,6.923076923,5/6/2019 0:15,5/6/2019 0:40,0
2019,RHO,6,11,9.85,1.116751269,5/8/2019 3:45,5/8/2019 13:35,0
2019,RHO,7,12,1.266666667,9.473684211,5/14/2019 8:25,5/14/2019 9:40,0
2019,RHO,8,15,11.85,1.265822785,5/17/2019 4:25,5/17/2019 16:15,0
2019,RHO,9,24,7.516666667,3.192904656,5/18/2019 16:55,5/19/2019 0:25,0
2019,RHO,10,28,5.683333333,4.926686217,5/21/2019 13:10,5/21/2019 18:50,0
2019,RHO,11,57,8.35,6.826347305,5/23/2019 23:50,5/24/2019 8:10,1
2019,RHO,12,3,0.1,30,5/27/2019 7:35,5/27/2019 7:40,1
2019,RHO,13,22,17.35,1.268011527,5/28/2019 8:10,5/29/2019 1:30,1
2019,RHO,14,4,0.1,40,6/3/2019 22:00,6/3/2019 22:05,2
2019,RHO,15,8,0.183333333,43.63636364,6/5/2019 6:55,6/5/2019 7:05,2
2019,RHO,16,7,0.85,8.235294118,6/15/2019 17:35,6/15/2019 18:25,2
2019,RHO,17,40,2.016666667,19.83471074,6/21/2019 7:50,6/21/2019 9:50,3
2019,RHO,18,13,0.35,37.14285714,6/22/2019 10:05,6/22/2019 10:25,3
2019,RHO,19,3,0.183333333,16.36363636,6/22/2019 22:45,6/22/2019 22:55,3
2019,RHO,20,4,0.183333333,21.81818182,6/28/2019 9:50,6/28/2019 10:00,3
2019,RHO,21,19,8.266666667,2.298387097,7/2/2019 18:55,7/3/2019 3:10,0
2019,RHO,22,4,0.1,40,7/3/2019 17:05,7/3/2019 17:10,0
2019,RHO,23,11,0.433333333,25.38461538,7/17/2019 11:25,7/17/2019 11:50,0
2019,RHO,24,3,2.183333333,1.374045802,7/28/2019 21:45,7/28/2019 23:55,0
2019,RHO,25,8,0.35,22.85714286,8/5/2019 22:50,8/5/2019 23:10,0
2019,RHO,26,5,0.433333333,11.53846154,8/12/2019 7:00,8/12/2019 7:25,0
2019,RHO,27,21,3.85,5.454545455,8/18/2019 3:15,8/18/2019 7:05,0
2019,RHO,28,30,0.85,35.29411765,8/20/2019 5:30,8/20/2019 6:20,0
2019,RHO,29,9,11.1,0.810810811,9/7/2019 16:40,9/8/2019 3:45,0
2019,RHO,30,3,0.1,30,9/9/2019 6:25,9/9/2019 6:30,0
2019,RHO,31,14,7.35,1.904761905,9/9/2019 22:55,9/10/2019 6:15,0
2019,RHO,32,28,10.51666667,2.662440571,9/22/2019 1:20,9/22/2019 11:50,0
2019,RHO,33,52,19.01666667,2.734443471,10/1/2019 5:30,10/2/2019 0:30,0
2019,RHO,34,5,4.183333333,1.195219124,10/2/2019 13:15,10/2/2019 17:25,0
2019,RHO,35,27,4.933333333,5.472972973,10/5/2019 6:10,10/5/2019 11:05,0
2019,RHO,36,5,1.983333333,2.521008403,10/9/2019 21:18,10/9/2019 23:16,0
2019,RHO,37,11,1.983333333,5.546218487,10/10/2019 7:38,10/10/2019 9:36,0
2019,RHO,38,17,18.1,0.939226519,10/21/2019 1:25,10/21/2019 19:30,0
2020,RHO,1,7,12.68333333,0.551905388,3/28/2020 3:45,3/28/2020 16:25,0
2020,RHO,2,8,8.1,0.987654321,5/13/2020 16:30,5/14/2020 0:35,0
2020,RHO,3,32,4.183333333,7.64940239,5/16/2020 23:45,5/17/2020 3:55,0
2020,RHO,4,12,5.016666667,2.392026578,5/23/2020 4:15,5/23/2020 9:15,1
2020,RHO,5,10,2.266666667,4.411764706,5/25/2020 17:45,5/25/2020 20:00,1
2020,RHO,6,3,0.1,30,5/26/2020 17:15,5/26/2020 17:20,1
2020,RHO,7,9,8.766666667,1.02661597,5/27/2020 22:35,5/28/2020 7:20,1
2020,RHO,8,13,0.35,37.14285714,6/3/2020 4:40,6/3/2020 5:00,1
2020,RHO,9,6,0.1,60,6/5/2020 5:30,6/5/2020 5:35,2
2020,RHO,10,35,4.933333333,7.094594595,6/9/2020 9:40,6/9/2020 14:35,2
2020,RHO,11,17,4.683333333,3.629893238,6/10/2020 6:40,6/10/2020 11:20,2
2020,RHO,12,30,10.51666667,2.852614897,6/19/2020 17:20,6/20/2020 3:50,2
2020,RHO,13,20,6.1,3.278688525,6/22/2020 7:05,6/22/2020 13:10,2
2020,RHO,14,6,0.183333333,32.72727273,6/25/2020 14:50,6/25/2020 15:00,3
2020,RHO,15,8,3.1,2.580645161,6/26/2020 5:05,6/26/2020 8:10,3
2020,RHO,16,3,0.35,8.571428571,7/9/2020 14:55,7/9/2020 15:15,3
2020,RHO,17,4,0.1,40,7/11/2020 18:05,7/11/2020 18:10,3
2020,RHO,18,12,3.516666667,3.412322275,7/14/2020 16:40,7/14/2020 20:10,3
2020,RHO,19,10,0.6,16.66666667,7/21/2020 21:45,7/21/2020 22:20,3
2020,RHO,20,21,0.35,60,8/10/2020 11:30,8/10/2020 11:50,0
2020,RHO,21,56,42.6,1.314553991,9/7/2020 21:35,9/9/2020 16:10,0
2020,RHO,22,22,20.6,1.067961165,9/11/2020 8:35,9/12/2020 5:10,0
2020,RHO,23,19,6.1,3.114754098,6/22/2020 7:05,6/22/2020 13:10,0
2021,RHO,1,9,1.266666667,7.105263158,3/23/2021 18:35,3/23/2021 19:50,0
2021,RHO,2,12,3.6,3.333333333,4/7/2021 17:45,4/7/2021 21:20,0
2021,RHO,3,3,0.1,30,5/3/2021 2:15,5/3/2021 2:20,0
2021,RHO,4,9,9.6,0.9375,5/8/2021 12:35,5/8/2021 22:10,0
2021,RHO,5,6,1.183333333,5.070422535,5/15/2021 0:35,5/15/2021 1:45,0
2021,RHO,6,28,0.433333333,64.61538462,5/15/2021 17:50,5/15/2021 18:15,0
2021,RHO,7,4,0.266666667,15,5/20/2021 3:35,5/20/2021 3:50,0
2021,RHO,8,5,7.516666667,0.66518847,5/20/2021 16:55,5/21/2021 0:25,0
2021,RHO,9,12,6.266666667,1.914893617,5/27/2021 6:25,5/27/2021 12:40,0
2021,RHO,10,16,4.766666667,3.356643357,6/20/2021 5:35,6/20/2021 10:20,0
2021,RHO,11,8,4.933333333,1.621621622,6/22/2021 17:00,6/22/2021 21:55,0
2021,RHO,12,7,2.433333333,2.876712329,7/9/2021 4:20,7/9/2021 6:45,0
2021,RHO,13,6,2.266666667,2.647058824,7/10/2021 2:55,7/10/2021 5:10,0
2021,RHO,14,99,12.85,7.704280156,7/14/2021 8:40,7/14/2021 21:30,0
2021,RHO,15,12,2.266666667,5.294117647,7/31/2021 0:30,7/31/2021 2:45,0
2021,RHO,16,3,0.433333333,6.923076923,8/5/2021 4:30,8/5/2021 4:55,0
2021,RHO,17,5,0.433333333,11.53846154,8/7/2021 23:45,8/8/2021 0:10,0
2021,RHO,18,26,0.516666667,50.32258065,8/21/2021 0:55,8/21/2021 1:25,0
2021,RHO,19,21,1.6,13.125,8/31/2021 0:05,8/31/2021 1:40,0
2021,RHO,20,4,4.516666667,0.885608856,9/3/2021 4:20,9/3/2021 8:50,0
2021,RHO,21,4,0.266666667,15,9/20/2021 16:55,9/20/2021 17:10,0
2021,RHO,22,8,14.01666667,0.570749108,9/30/2021 3:45,9/30/2021 17:45,0
2021,RHO,23,3,0.183333333,16.36363636,10/1/2021 16:00,10/1/2021 16:10,0
2021,RHO,24,23,1.933333333,11.89655172,10/13/2021 5:50,10/13/2021 7:45,0
2021,RHO,25,3,1.683333333,1.782178218,10/20/2021 4:35,10/20/2021 6:15,0
2021,RHO,26,58,16.1,3.602484472,10/24/2021 6:30,10/24/2021 22:35,0
2016,WHI,1,13,0.766666667,16.95652174,7/7/2016 1:45,7/7/2016 2:30,0
2016,WHI,2,24,1.35,17.77777778,7/11/2016 22:10,7/11/2016 23:30,0
2016,WHI,3,12,6.85,1.751824818,7/13/2016 10:40,7/13/2016 17:30,0
2016,WHI,4,14,5.266666667,2.658227848,7/17/2016 4:15,7/17/2016 9:30,0
2016,WHI,5,14,1.266666667,11.05263158,7/18/2016 2:55,7/18/2016 4:10,0
2016,WHI,6,10,0.683333333,14.63414634,7/19/2016 11:45,7/19/2016 12:25,0
2016,WHI,7,63,5.766666667,10.92485549,8/1/2016 4:50,8/1/2016 10:35,0
2016,WHI,8,6,0.266666667,22.5,8/2/2016 5:50,8/2/2016 6:05,0
2016,WHI,9,56,14.93333333,3.75,8/11/2016 8:05,8/11/2016 23:00,0
2016,WHI,10,4,0.266666667,15,8/19/2016 16:00,8/19/2016 16:15,0
2016,WHI,11,16,15.76666667,1.014799154,9/7/2016 7:25,9/7/2016 23:10,0
2016,WHI,12,17,4.433333333,3.834586466,9/9/2016 14:30,9/9/2016 18:55,0
2016,WHI,13,4,2.016666667,1.983471074,9/13/2016 1:25,9/13/2016 3:25,0
2016,WHI,14,75,6.35,11.81102362,9/15/2016 21:30,9/16/2016 3:50,0
2016,WHI,15,24,12.76666667,1.879895561,9/24/2016 17:30,9/25/2016 6:15,0
2016,WHI,16,21,6.933333333,3.028846154,10/4/2016 16:25,10/4/2016 23:20,0
2016,WHI,17,8,6.766666667,1.18226601,10/6/2016 14:45,10/6/2016 21:30,0
2017,WHI,1,10,1.183333333,8.450704225,4/14/2017 13:50,4/14/2017 15:00,0
2017,WHI,2,3,0.183333333,16.36363636,4/18/2017 9:15,4/18/2017 9:25,0
2017,WHI,3,6,0.433333333,13.84615385,4/19/2017 20:30,4/19/2017 20:55,0
2017,WHI,4,13,1.183333333,10.98591549,4/28/2017 12:50,4/28/2017 14:00,0
2017,WHI,5,22,16.93333333,1.299212598,4/30/2017 9:25,5/1/2017 2:20,0
2017,WHI,6,11,2.183333333,5.038167939,5/8/2017 5:00,5/8/2017 7:10,0
2017,WHI,7,27,7.183333333,3.758700696,5/10/2017 5:00,5/10/2017 12:10,0
2017,WHI,8,19,3.85,4.935064935,5/16/2017 20:30,5/17/2017 0:20,0
2017,WHI,9,14,2.35,5.957446809,5/18/2017 23:40,5/19/2017 2:00,1
2017,WHI,10,10,10.85,0.921658986,5/19/2017 23:10,5/20/2017 10:00,1
2017,WHI,11,3,0.1,30,5/23/2017 19:00,5/23/2017 19:05,1
2017,WHI,12,6,1.1,5.454545455,5/27/2017 10:55,5/27/2017 12:00,1
2017,WHI,13,23,7.183333333,3.201856148,6/14/2017 1:00,6/14/2017 8:10,2
2017,WHI,14,4,0.1,40,6/16/2017 20:20,6/16/2017 20:25,2
2017,WHI,15,13,0.266666667,48.75,6/22/2017 20:15,6/22/2017 20:30,2
2017,WHI,16,7,0.933333333,7.5,6/26/2017 6:15,6/26/2017 7:10,3
2017,WHI,17,8,2.6,3.076923077,6/28/2017 2:45,6/28/2017 5:20,3
2017,WHI,18,8,0.183333333,43.63636364,7/2/2017 10:10,7/2/2017 10:20,3
2017,WHI,19,9,0.35,25.71428571,7/11/2017 2:35,7/11/2017 2:55,3
2017,WHI,20,12,0.85,14.11764706,7/12/2017 15:20,7/12/2017 16:10,3
2017,WHI,21,32,0.6,53.33333333,7/20/2017 19:55,7/20/2017 20:30,0
2017,WHI,22,4,1.016666667,3.93442623,7/26/2017 7:10,7/26/2017 8:10,0
2017,WHI,23,16,1.433333333,11.1627907,8/3/2017 5:30,8/3/2017 6:55,0
2017,WHI,24,18,4.35,4.137931034,8/16/2017 10:10,8/16/2017 14:30,0
2017,WHI,25,5,1.266666667,3.947368421,8/20/2017 3:25,8/20/2017 4:40,0
2017,WHI,26,20,4.35,4.597701149,8/21/2017 0:35,8/21/2017 4:55,0
2017,WHI,27,14,1.183333333,11.83098592,9/16/2017 22:35,9/16/2017 23:45,0
2017,WHI,28,6,0.85,7.058823529,9/18/2017 9:05,9/18/2017 9:55,0
2017,WHI,29,15,2.6,5.769230769,9/25/2017 14:30,9/25/2017 17:05,0
2017,WHI,30,15,5.016666667,2.990033223,10/2/2017 3:05,10/2/2017 8:05,0
2017,WHI,31,53,21.18333333,2.501966955,10/6/2017 15:05,10/7/2017 12:15,0
2017,WHI,32,30,5.6,5.357142857,10/10/2017 4:35,10/10/2017 10:10,0
2017,WHI,33,3,0.1,30,10/13/2017 8:05,10/13/2017 8:10,0
2017,WHI,34,6,5.016666667,1.196013289,10/14/2017 6:25,10/14/2017 11:25,0
2017,WHI,35,7,0.183333333,38.18181818,10/21/2017 17:10,10/21/2017 17:20,0
2018,WHI,1,9,0.266666667,33.75,5/1/2018 4:45,5/1/2018 5:00,0
2018,WHI,2,22,1.183333333,18.5915493,5/1/2018 19:55,5/1/2018 21:05,0
2018,WHI,3,10,11.01666667,0.907715582,5/2/2018 10:15,5/2/2018 21:15,0
2018,WHI,4,26,8.433333333,3.083003953,5/3/2018 11:20,5/3/2018 19:45,0
2018,WHI,5,9,0.516666667,17.41935484,5/13/2018 10:55,5/13/2018 11:25,0
2018,WHI,6,3,0.516666667,5.806451613,5/19/2018 14:45,5/19/2018 15:15,0
2018,WHI,7,43,2.933333333,14.65909091,5/29/2018 17:15,5/29/2018 20:10,1
2018,WHI,8,20,1.933333333,10.34482759,6/2/2018 4:15,6/2/2018 6:10,1
2018,WHI,9,14,2.516666667,5.562913907,6/10/2018 7:05,6/10/2018 9:35,2
2018,WHI,10,4,3.433333333,1.165048544,6/18/2018 17:55,6/18/2018 21:20,2
2018,WHI,11,26,7.6,3.421052632,6/19/2018 11:30,6/19/2018 19:05,2
2018,WHI,12,5,0.183333333,27.27272727,6/20/2018 13:45,6/20/2018 13:55,2
2018,WHI,13,7,1.35,5.185185185,6/21/2018 16:10,6/21/2018 17:30,2
2018,WHI,14,15,1.516666667,9.89010989,6/24/2018 15:20,6/24/2018 16:50,3
2018,WHI,15,12,0.016666667,720,6/26/2018 12:10,6/26/2018 12:10,3
2018,WHI,16,29,7.35,3.945578231,6/30/2018 20:20,7/1/2018 3:40,3
2018,WHI,17,27,0.683333333,39.51219512,7/4/2018 23:05,7/4/2018 23:45,3
2018,WHI,18,3,4.766666667,0.629370629,7/13/2018 16:50,7/13/2018 21:35,3
2018,WHI,19,6,4.516666667,1.328413284,8/6/2018 0:35,8/6/2018 5:05,0
2018,WHI,20,12,1.266666667,9.473684211,8/15/2018 16:15,8/15/2018 17:30,0
2018,WHI,21,87,14.18333333,6.133960047,8/20/2018 0:00,8/20/2018 14:10,0
2018,WHI,22,5,0.266666667,18.75,8/28/2018 15:20,8/28/2018 15:35,0
2018,WHI,23,5,0.1,50,9/1/2018 7:30,9/1/2018 7:35,0
2018,WHI,24,14,12.51666667,1.118508655,9/1/2018 22:15,9/2/2018 10:45,0
