Year,SiteID,rf_event,rain_mm,rain_hr,rf_rate,eventStart,eventEnd,Time
2018,WHI,25,4,0.433333333,9.230769231,9/3/2018 5:20,9/3/2018 5:45,0
2018,WHI,26,19,17.51666667,1.084681256,9/4/2018 16:30,9/5/2018 10:00,0
2018,WHI,27,7,0.266666667,26.25,9/18/2018 14:30,9/18/2018 14:45,0
2018,WHI,28,31,3.85,8.051948052,9/20/2018 20:35,9/21/2018 0:25,0
2018,WHI,29,35,2.683333333,13.04347826,9/25/2018 9:15,9/25/2018 11:55,0
2018,WHI,30,39,14.43333333,2.702078522,9/30/2018 21:05,10/1/2018 11:30,0
2018,WHI,31,24,13.35,1.797752809,10/8/2018 5:40,10/8/2018 19:00,0
2018,WHI,32,20,4.183333333,4.780876494,10/9/2018 14:00,10/9/2018 18:10,0
2019,WHI,1,11,4.933333333,2.22972973,4/27/2019 1:25,4/27/2019 6:20,0
2019,WHI,2,10,1.016666667,9.836065574,5/5/2019 0:15,5/5/2019 1:15,0
2019,WHI,3,26,6.766666667,3.842364532,5/8/2019 2:35,5/8/2019 9:20,0
2019,WHI,4,3,0.433333333,6.923076923,5/14/2019 7:00,5/14/2019 7:25,0
2019,WHI,5,7,16.01666667,0.437044745,5/16/2019 20:30,5/17/2019 12:30,0
2019,WHI,6,76.96,257.0166667,0.299435834,5/18/2019 17:00,5/29/2019 10:00,0
2019,WHI,7,31.91,90.35,0.35318207,6/17/2019 15:40,6/21/2019 10:00,1
2019,WHI,8,8,0.85,9.411764706,7/16/2019 6:50,7/16/2019 7:40,2
2019,WHI,9,12,0.183333333,65.45454545,7/17/2019 10:30,7/17/2019 10:40,2
2019,WHI,10,21,0.6,35,7/20/2019 17:55,7/20/2019 18:30,2
2019,WHI,11,18,5.35,3.364485981,7/31/2019 10:55,7/31/2019 16:15,0
2019,WHI,12,4,0.6,6.666666667,8/12/2019 5:10,8/12/2019 5:45,0
2019,WHI,13,23,1.516666667,15.16483516,8/18/2019 3:20,8/18/2019 4:50,0
2019,WHI,14,102,1.766666667,57.73584906,8/20/2019 3:20,8/20/2019 5:05,0
2019,WHI,15,11,4.516666667,2.435424354,9/10/2019 2:10,9/10/2019 6:40,0
2019,WHI,16,24,2.933333333,8.181818182,9/11/2019 6:25,9/11/2019 9:20,0
2019,WHI,17,15,9.016666667,1.663585952,9/12/2019 6:45,9/12/2019 15:45,0
2019,WHI,18,7,0.516666667,13.5483871,9/14/2019 13:00,9/14/2019 13:30,0
2019,WHI,19,4,0.683333333,5.853658537,9/19/2019 8:05,9/19/2019 8:45,0
2019,WHI,20,6,9.266666667,0.647482014,9/22/2019 0:50,9/22/2019 10:05,0
2019,WHI,21,15,0.433333333,34.61538462,9/24/2019 21:50,9/24/2019 22:15,0
2019,WHI,22,9,5.433333333,1.656441718,9/29/2019 9:35,9/29/2019 15:00,0
2019,WHI,23,44,22.01666667,1.998485995,10/1/2019 15:30,10/2/2019 13:30,0
2019,WHI,24,17,9.1,1.868131868,10/5/2019 0:25,10/5/2019 9:30,0
2019,WHI,25,73,20.51666667,3.558082859,10/9/2019 19:30,10/10/2019 16:00,0
2020,WHI,1,18,0.933333333,19.28571429,5/16/2020 22:00,5/16/2020 22:55,1
2020,WHI,2,5,10.93333333,0.457317073,5/22/2020 20:35,5/23/2020 7:30,1
2020,WHI,3,4,12.68333333,0.315374507,5/26/2020 6:55,5/26/2020 19:35,1
2020,WHI,4,17,6.933333333,2.451923077,6/9/2020 22:55,6/10/2020 5:50,2
2020,WHI,5,10,2.1,4.761904762,6/22/2020 8:20,6/22/2020 10:25,3
2020,WHI,6,3,0.516666667,5.806451613,6/27/2020 17:40,6/27/2020 18:10,3
2020,WHI,7,6,0.683333333,8.780487805,6/28/2020 6:15,6/28/2020 6:55,3
2020,WHI,8,7,2.266666667,3.088235294,7/1/2020 3:05,7/1/2020 5:20,3
2020,WHI,9,10,0.433333333,23.07692308,7/26/2020 10:00,7/26/2020 10:25,3
2020,WHI,10,3,0.1,30,7/27/2020 0:40,7/27/2020 0:45,3
2020,WHI,11,39,1.016666667,38.36065574,7/29/2020 21:05,7/29/2020 22:05,3
2020,WHI,12,9,4.683333333,1.921708185,8/6/2020 7:20,8/6/2020 12:00,3
2020,WHI,13,21,0.6,35,8/10/2020 10:00,8/10/2020 10:35,3
2020,WHI,14,44,19.85,2.216624685,9/8/2020 14:00,9/9/2020 9:50,0
2020,WHI,15,3,6.433333333,0.466321244,9/10/2020 3:10,9/10/2020 9:35,0
2020,WHI,16,8,0.766666667,10.43478261,10/12/2020 0:20,10/12/2020 1:05,0
2020,WHI,17,11,7.516666667,1.463414634,10/22/2020 2:00,10/22/2020 9:30,0
2020,WHI,18,11,11.43333333,0.962099125,10/22/2020 2:00,10/22/2020 13:25,0
2021,WHI,1,7,5.6,1.25,4/7/2021 23:30,4/8/2021 5:05,0
2021,WHI,2,13,2.766666667,4.698795181,5/3/2021 0:15,5/3/2021 3:00,0
2021,WHI,3,6,12.43333333,0.482573727,5/8/2021 10:55,5/8/2021 23:20,0
2021,WHI,4,9,12.85,0.700389105,5/20/2021 18:45,5/21/2021 7:35,0
2021,WHI,5,10,0.183333333,54.54545455,5/25/2021 18:40,5/25/2021 18:50,0
2021,WHI,6,15,1.433333333,10.46511628,5/27/2021 4:25,5/27/2021 5:50,0
2021,WHI,7,4,2.433333333,1.643835616,6/11/2021 10:15,6/11/2021 12:40,0
2021,WHI,8,11,0.1,110,6/24/2021 5:05,6/24/2021 5:10,0
2021,WHI,9,4,0.266666667,15,6/26/2021 6:00,6/26/2021 6:15,0
2021,WHI,10,7.36,14.01666667,0.52508918,9/2/2021 22:00,9/3/2021 12:00,0
2021,WHI,11,17,1.766666667,9.622641509,9/30/2021 3:35,9/30/2021 5:20,0
2021,WHI,12,9,1.933333333,4.655172414,10/13/2021 3:45,10/13/2021 5:40,0
2021,WHI,13,61,14.76666667,4.130925508,10/24/2021 3:10,10/24/2021 17:55,0
2016,WOR,1,5,9.766666667,0.511945392,3/15/2016 6:20,3/15/2016 16:05,0
2016,WOR,2,14,2.266666667,6.176470588,3/30/2016 17:50,3/30/2016 20:05,0
2016,WOR,3,6,1.183333333,5.070422535,4/1/2016 0:00,4/1/2016 1:10,0
2016,WOR,4,8,4.266666667,1.875,4/20/2016 8:35,4/20/2016 12:50,0
2016,WOR,5,3,0.1,30,4/21/2016 15:30,4/21/2016 15:35,0
2016,WOR,6,4,0.6,6.666666667,4/27/2016 7:05,4/27/2016 7:40,0
2016,WOR,7,9,1.183333333,7.605633803,4/27/2016 20:10,4/27/2016 21:20,0
2016,WOR,8,25,5.35,4.672897196,4/30/2016 10:20,4/30/2016 15:40,0
2016,WOR,9,6,2.1,2.857142857,5/9/2016 5:55,5/9/2016 8:00,0
2016,WOR,10,4,2.1,1.904761905,5/13/2016 12:00,5/13/2016 14:05,0
2016,WOR,11,5,0.683333333,7.317073171,5/24/2016 2:05,5/24/2016 2:45,0
2016,WOR,12,8,3.6,2.222222222,5/25/2016 5:30,5/25/2016 9:05,0
2016,WOR,13,8,0.766666667,10.43478261,5/26/2016 3:15,5/26/2016 4:00,0
2016,WOR,14,23,2.683333333,8.571428571,5/27/2016 9:00,5/27/2016 11:40,0
2016,WOR,15,4,3.183333333,1.256544503,5/28/2016 13:10,5/28/2016 16:20,0
2016,WOR,16,10,1.6,6.25,5/30/2016 19:05,5/30/2016 20:40,0
2016,WOR,17,9,0.766666667,11.73913043,5/31/2016 14:50,5/31/2016 15:35,0
2016,WOR,18,4,0.183333333,21.81818182,6/3/2016 23:00,6/3/2016 23:10,0
2016,WOR,19,4,2.183333333,1.832061069,6/13/2016 16:20,6/13/2016 18:30,0
2016,WOR,20,6,0.35,17.14285714,6/14/2016 19:50,6/14/2016 20:10,0
2016,WOR,21,8,0.35,22.85714286,7/6/2016 1:05,7/6/2016 1:25,0
2016,WOR,22,4,0.266666667,15,7/10/2016 9:45,7/10/2016 10:00,0
2016,WOR,23,14,1.266666667,11.05263158,7/11/2016 23:20,7/12/2016 0:35,0
2016,WOR,24,19,1.85,10.27027027,7/17/2016 4:15,7/17/2016 6:05,0
2016,WOR,25,32,1.516666667,21.0989011,7/18/2016 4:25,7/18/2016 5:55,0
2016,WOR,26,16,3.516666667,4.549763033,7/19/2016 9:45,7/19/2016 13:15,0
2016,WOR,27,72,33.26666667,2.164328657,8/10/2016 16:45,8/12/2016 2:00,0
2016,WOR,28,17,15.93333333,1.066945607,8/19/2016 13:05,8/20/2016 5:00,0
2016,WOR,29,39,0.766666667,50.86956522,8/29/2016 17:00,8/29/2016 17:45,0
2016,WOR,30,61,13.93333333,4.377990431,9/7/2016 10:45,9/8/2016 0:40,0
2016,WOR,31,6,0.266666667,22.5,9/9/2016 15:15,9/9/2016 15:30,0
2016,WOR,32,52,8.1,6.419753086,9/15/2016 20:20,9/16/2016 4:25,0
2016,WOR,33,7,1.016666667,6.885245902,9/22/2016 5:35,9/22/2016 6:35,0
2016,WOR,34,63,10.85,5.806451613,9/22/2016 20:15,9/23/2016 7:05,0
2016,WOR,35,25,7.85,3.184713376,9/24/2016 19:30,9/25/2016 3:20,0
2016,WOR,36,5,2.433333333,2.054794521,10/26/2016 1:20,10/26/2016 3:45,0
2017,WOR,1,22,11.1,1.981981982,3/29/2017 11:10,3/29/2017 22:15,0
2017,WOR,2,7,0.516666667,13.5483871,4/14/2017 15:40,4/14/2017 16:10,0
2017,WOR,3,13,1.6,8.125,4/15/2017 17:50,4/15/2017 19:25,0
2017,WOR,4,4,0.266666667,15,4/18/2017 10:20,4/18/2017 10:35,0
2017,WOR,5,4,0.183333333,21.81818182,4/19/2017 21:50,4/19/2017 22:00,0
2017,WOR,6,38,18.93333333,2.007042254,4/30/2017 9:55,5/1/2017 4:50,0
2017,WOR,7,21,7.766666667,2.703862661,5/10/2017 5:10,5/10/2017 12:55,0
2017,WOR,8,12,2.266666667,5.294117647,5/16/2017 21:45,5/17/2017 0:00,1
2017,WOR,9,8,1.35,5.925925926,5/17/2017 15:25,5/17/2017 16:45,1
2017,WOR,10,14,8.85,1.581920904,5/19/2017 0:20,5/19/2017 9:10,1
2017,WOR,11,4,2.766666667,1.445783133,5/20/2017 1:05,5/20/2017 3:50,1
2017,WOR,12,7,2.183333333,3.20610687,5/27/2017 12:15,5/27/2017 14:25,1
2017,WOR,13,25,9.016666667,2.772643253,6/14/2017 1:00,6/14/2017 10:00,2
2017,WOR,14,6,0.183333333,32.72727273,6/16/2017 21:40,6/16/2017 21:50,2
2017,WOR,15,7,2.266666667,3.088235294,6/28/2017 3:50,6/28/2017 6:05,3
2017,WOR,16,34,0.683333333,49.75609756,7/20/2017 21:40,7/20/2017 22:20,0
2017,WOR,17,8,0.35,22.85714286,7/26/2017 15:30,7/26/2017 15:50,0
2017,WOR,18,17,0.516666667,32.90322581,8/1/2017 22:30,8/1/2017 23:00,0
2017,WOR,19,6,0.766666667,7.826086957,8/3/2017 7:00,8/3/2017 7:45,0
2017,WOR,20,17,1.266666667,13.42105263,8/14/2017 5:15,8/14/2017 6:30,0
2017,WOR,21,5,0.35,14.28571429,8/20/2017 6:00,8/20/2017 6:20,0
2017,WOR,22,28,13.6,2.058823529,8/21/2017 4:30,8/21/2017 18:05,0
2017,WOR,23,16,11.68333333,1.369472183,9/16/2017 13:35,9/17/2017 1:15,0
2017,WOR,24,5,1.016666667,4.918032787,9/18/2017 10:40,9/18/2017 11:40,0
2017,WOR,25,8,3.6,2.222222222,9/25/2017 15:45,9/25/2017 19:20,0
2017,WOR,26,10,3.183333333,3.141361257,10/10/2017 8:45,10/10/2017 11:55,0
2017,WOR,27,23,2.35,9.787234043,10/13/2017 9:15,10/13/2017 11:35,0
2017,WOR,28,11,8.683333333,1.266794626,10/14/2017 7:20,10/14/2017 16:00,0
2018,WOR,1,43,16.43333333,2.61663286,5/1/2018 6:30,5/1/2018 22:55,0
2018,WOR,2,6,1.85,3.243243243,5/2/2018 20:40,5/2/2018 22:30,0
2018,WOR,3,23,6.85,3.357664234,5/3/2018 12:20,5/3/2018 19:10,0
2018,WOR,4,99.06,1707.016667,0.058031068,6/6/2018 17:00,8/16/2018 20:00,0
2018,WOR,5,5,0.35,14.28571429,8/27/2018 4:00,8/27/2018 4:20,0
2018,WOR,6,20,6.766666667,2.955665025,8/28/2018 13:00,8/28/2018 19:45,0
2018,WOR,7,16,1.183333333,13.52112676,8/31/2018 6:25,8/31/2018 7:35,0
2018,WOR,8,7,0.433333333,16.15384615,9/1/2018 4:50,9/1/2018 5:15,0
2018,WOR,9,49,16.35,2.996941896,9/1/2018 19:35,9/2/2018 11:55,0
2018,WOR,10,28,16.93333333,1.653543307,9/4/2018 17:55,9/5/2018 10:50,0
2018,WOR,11,7,2.016666667,3.47107438,9/18/2018 13:05,9/18/2018 15:05,0
2018,WOR,12,9,0.433333333,20.76923077,9/19/2018 8:45,9/19/2018 9:10,0
2018,WOR,13,12,1.35,8.888888889,9/20/2018 21:50,9/20/2018 23:10,0
2018,WOR,14,26,1.266666667,20.52631579,9/25/2018 10:40,9/25/2018 11:55,0
2018,WOR,15,3,0.183333333,16.36363636,9/29/2018 14:20,9/29/2018 14:30,0
2018,WOR,16,26,16.43333333,1.582150101,9/30/2018 20:20,10/1/2018 12:45,0
2018,WOR,17,3,1.516666667,1.978021978,10/6/2018 0:10,10/6/2018 1:40,0
2018,WOR,18,8,10.68333333,0.748829953,10/7/2018 3:10,10/7/2018 13:50,0
2019,WOR,1,12,0.35,34.28571429,4/7/2019 16:10,4/7/2019 16:30,0
2019,WOR,2,5,0.35,14.28571429,4/10/2019 1:00,4/10/2019 1:20,0
2019,WOR,3,4,0.1,40,4/17/2019 15:45,4/17/2019 15:50,0
2019,WOR,4,6,1.766666667,3.396226415,4/28/2019 21:50,4/28/2019 23:35,0
2019,WOR,5,7,8.35,0.838323353,4/30/2019 11:00,4/30/2019 19:20,0
2019,WOR,6,4,0.183333333,21.81818182,5/5/2019 23:20,5/5/2019 23:30,0
2019,WOR,7,7,7.683333333,0.911062907,5/8/2019 4:45,5/8/2019 12:25,0
2019,WOR,8,10,1.516666667,6.593406593,5/14/2019 7:55,5/14/2019 9:25,0
2019,WOR,9,16,6.6,2.424242424,5/17/2019 3:30,5/17/2019 10:05,1
2019,WOR,10,14,7.1,1.971830986,5/18/2019 17:40,5/19/2019 0:45,1
2019,WOR,11,16,5.266666667,3.037974684,5/21/2019 13:20,5/21/2019 18:35,1
2019,WOR,12,57,7.766666667,7.339055794,5/23/2019 23:40,5/24/2019 7:25,2
2019,WOR,13,20,17.26666667,1.158301158,5/28/2019 7:35,5/29/2019 0:50,2
2019,WOR,14,21,1.1,19.09090909,6/15/2019 17:00,6/15/2019 18:05,3
2019,WOR,15,29,2.433333333,11.91780822,6/21/2019 6:20,6/21/2019 8:45,3
2019,WOR,16,12,13.93333333,0.861244019,6/22/2019 9:55,6/22/2019 23:50,3
2019,WOR,17,4,0.1,40,6/24/2019 18:35,6/24/2019 18:40,3
2019,WOR,18,50,29.43333333,1.698754247,7/2/2019 11:25,7/3/2019 16:50,0
2019,WOR,19,3,0.266666667,11.25,7/4/2019 21:40,7/4/2019 21:55,0
2019,WOR,20,18,10.6,1.698113208,7/16/2019 5:10,7/16/2019 15:45,0
2019,WOR,21,12,0.6,20,7/17/2019 10:55,7/17/2019 11:30,0
2019,WOR,22,5,0.183333333,27.27272727,7/20/2019 16:50,7/20/2019 17:00,0
2019,WOR,23,3,0.183333333,16.36363636,7/28/2019 20:05,7/28/2019 20:15,0
2019,WOR,24,10,0.1,100,8/5/2019 22:30,8/5/2019 22:35,0
2019,WOR,25,5,0.266666667,18.75,8/10/2019 7:50,8/10/2019 8:05,0
2019,WOR,26,3,0.766666667,3.913043478,8/12/2019 6:00,8/12/2019 6:45,0
2019,WOR,27,11,2.516666667,4.370860927,8/18/2019 2:45,8/18/2019 5:15,0
2019,WOR,28,13,0.266666667,48.75,8/20/2019 5:00,8/20/2019 5:15,0
2019,WOR,29,7,0.6,11.66666667,8/29/2019 6:40,8/29/2019 7:15,0
2019,WOR,30,6,10.6,0.566037736,9/7/2019 16:10,9/8/2019 2:45,0
2019,WOR,31,61,22.68333333,2.689199118,9/9/2019 5:15,9/10/2019 3:55,0
2019,WOR,32,16,2.516666667,6.357615894,9/11/2019 7:55,9/11/2019 10:25,0
2019,WOR,33,7,0.683333333,10.24390244,9/12/2019 17:05,9/12/2019 17:45,0
2019,WOR,34,7,0.183333333,38.18181818,9/14/2019 17:40,9/14/2019 17:50,0
2019,WOR,35,5,0.266666667,18.75,9/18/2019 12:10,9/18/2019 12:25,0
2019,WOR,36,19,18.1,1.049723757,9/21/2019 16:55,9/22/2019 11:00,0
2019,WOR,37,3,0.1,30,9/27/2019 15:50,9/27/2019 15:55,0
2019,WOR,38,10,5.016666667,1.993355482,9/29/2019 11:05,9/29/2019 16:05,0
2019,WOR,39,22,7.35,2.993197279,10/1/2019 16:40,10/2/2019 0:00,0
2019,WOR,40,6,0.183333333,32.72727273,10/2/2019 14:50,10/2/2019 15:00,0
2019,WOR,41,12,6.6,1.818181818,10/5/2019 4:25,10/5/2019 11:00,0
2019,WOR,42,28,22.68333333,1.234386481,10/9/2019 20:00,10/10/2019 18:40,0
2019,WOR,43,6,0.933333333,6.428571429,10/19/2019 5:55,10/19/2019 6:50,0
2019,WOR,44,37,18.51666667,1.99819982,10/21/2019 0:15,10/21/2019 18:45,0
2020,WOR,1,3,0.1,30,4/22/2020 18:55,4/22/2020 19:00,0
2020,WOR,2,3,0.516666667,5.806451613,4/28/2020 8:40,4/28/2020 9:10,0
2020,WOR,3,4,1.433333333,2.790697674,5/14/2020 17:10,5/14/2020 18:35,0
2020,WOR,4,20,1.933333333,10.34482759,5/17/2020 0:35,5/17/2020 2:30,0
2020,WOR,5,16,3.183333333,5.02617801,5/23/2020 3:50,5/23/2020 7:00,1
2020,WOR,6,7,8.6,0.813953488,5/24/2020 19:50,5/25/2020 4:25,1
2020,WOR,7,43,21.85,1.967963387,5/25/2020 18:25,5/26/2020 16:15,1
2020,WOR,8,3,4.433333333,0.676691729,5/28/2020 3:55,5/28/2020 8:20,1
2020,WOR,9,4,11.68333333,0.342368046,6/9/2020 12:20,6/10/2020 0:00,2
2020,WOR,10,4,1.183333333,3.38028169,6/20/2020 2:50,6/20/2020 4:00,2
2020,WOR,11,11,3.35,3.28358209,6/22/2020 9:45,6/22/2020 13:05,2
2020,WOR,12,7,0.1,70,7/11/2020 18:30,7/11/2020 18:35,3
2020,WOR,13,46,11.51666667,3.994211288,7/14/2020 18:45,7/15/2020 6:15,3
2020,WOR,14,6,0.183333333,32.72727273,7/21/2020 20:25,7/21/2020 20:35,3
2020,WOR,15,5,0.35,14.28571429,7/26/2020 10:40,7/26/2020 11:00,3
2020,WOR,16,8,0.183333333,43.63636364,7/29/2020 19:45,7/29/2020 19:55,3
2020,WOR,17,3,0.1,30,8/6/2020 16:15,8/6/2020 16:20,0
2020,WOR,18,11,0.35,31.42857143,8/10/2020 11:05,8/10/2020 11:25,0
2020,WOR,19,14,0.35,40,8/14/2020 23:50,8/15/2020 0:10,0
2020,WOR,20,4,0.183333333,21.81818182,8/31/2020 6:20,8/31/2020 6:30,0
2020,WOR,21,30,23.93333333,1.253481894,9/8/2020 15:40,9/9/2020 15:35,0
2020,WOR,22,3,0.183333333,16.36363636,9/12/2020 2:00,9/12/2020 2:10,0
2020,WOR,23,3,0.016666667,180,10/12/2020 0:45,10/12/2020 0:45,0
2020,WOR,24,18,24.6,0.731707317,10/21/2020 22:00,10/22/2020 22:35,0
2020,WOR,25,42,21.85,1.922196796,5/25/2020 18:25,5/26/2020 16:15,0
2021,WOR,1,4,0.266666667,15,5/3/2021 5:55,5/3/2021 6:10,0
2021,WOR,2,12,13.35,0.898876404,5/8/2021 13:30,5/9/2021 2:50,0
2021,WOR,3,6,9.433333333,0.636042403,5/14/2021 17:50,5/15/2021 3:15,0
2021,WOR,4,7,0.266666667,26.25,5/15/2021 16:00,5/15/2021 16:15,0
2021,WOR,5,13,3.6,3.611111111,5/20/2021 18:15,5/20/2021 21:50,0
2021,WOR,6,9,1.266666667,7.105263158,5/27/2021 7:10,5/27/2021 8:25,0
2021,WOR,7,4,0.183333333,21.81818182,6/11/2021 12:30,6/11/2021 12:40,0
2021,WOR,8,3,0.433333333,6.923076923,6/17/2021 6:50,6/17/2021 7:15,0
2021,WOR,9,10,1.183333333,8.450704225,6/20/2021 5:35,6/20/2021 6:45,0
2021,WOR,10,7,5.516666667,1.268882175,6/22/2021 19:40,6/23/2021 1:10,0
2021,WOR,11,18,10.6,1.698113208,7/9/2021 3:10,7/9/2021 13:45,0
2021,WOR,12,6,0.433333333,13.84615385,7/10/2021 3:00,7/10/2021 3:25,0
2021,WOR,13,6,11.93333333,0.502793296,7/14/2021 8:00,7/14/2021 19:55,0
2021,WOR,14,20,6.016666667,3.324099723,7/30/2021 20:05,7/31/2021 2:05,0
2021,WOR,15,6,0.766666667,7.826086957,8/8/2021 1:10,8/8/2021 1:55,0
2021,WOR,16,7,0.6,11.66666667,8/9/2021 1:05,8/9/2021 1:40,0
2021,WOR,17,14,1.35,10.37037037,8/20/2021 23:25,8/21/2021 0:45,0
2021,WOR,18,5,2.6,1.923076923,8/26/2021 10:00,8/26/2021 12:35,0
2021,WOR,19,25,1.183333333,21.12676056,8/28/2021 3:20,8/28/2021 4:30,0
2021,WOR,20,19,2.1,9.047619048,8/30/2021 23:20,8/31/2021 1:25,0
2021,WOR,21,10,0.433333333,23.07692308,9/3/2021 3:15,9/3/2021 3:40,0
2021,WOR,22,5.33,179.0166667,0.029773764,9/13/2021 5:00,9/20/2021 16:00,0
